 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Giardiasis, Cum 2013","Giardiasis, Cum 2013, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Gonorrhea, Cum 2013","Gonorrhea, Cum 2013, flag","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013, flag",Location 1,Location 2
AMER. SAMOA,2014,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,11,,-,3,,9,,20,,32,,16,,25,,48,,252,,285,,,-,0,,3,,3,,6,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
ILLINOIS,2014,11,,-,6,,23,,12,,56,,6,,259,,351,,1171,,3411,,,-,3,,6,,16,,41,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
SOUTH CAROLINA,2014,11,2,,2,,7,,21,,23,,157,,144,,279,,1712,,1572,,2,,2,,7,,16,,42,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
ARKANSAS,2014,11,2,,2,,7,,19,,11,,101,,72,,108,,848,,886,,,-,0,,3,,9,,3,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
LOUISIANA,2014,11,1,,4,,11,,30,,46,,1,,143,,268,,139,,1346,,,-,1,,6,,11,,12,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
MAINE,2014,11,5,,4,,12,,33,,28,,5,,5,,10,,58,,55,,1,,0,,2,,4,,8,,"MAINE
(45.254228663000504, -68.98502952999962)",
GEORGIA,2014,11,,-,11,,45,,120,,136,,191,,265,,594,,2278,,3128,,,-,2,,8,,25,,59,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
DIST. OF COL.,2014,11,,-,0,,3,,1,,15,,,-,43,,85,,,-,415,,,-,0,,2,,1,,6,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
MASSACHUSETTS,2014,11,,-,12,,26,,113,,114,,50,,63,,100,,667,,572,,,-,2,,7,,22,,28,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
MARYLAND,2014,11,3,,4,,9,,53,,49,,105,,116,,174,,877,,925,,,-,2,,4,,14,,27,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
MONTANA,2014,11,1,,2,,6,,9,,8,,4,,5,,10,,62,,37,,,-,0,,1,,2,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
IDAHO,2014,11,,-,2,,9,,14,,20,,4,,4,,15,,41,,24,,,-,0,,2,,4,,4,,"IDAHO
(43.682630058000484, -114.3637261449997)",
CALIFORNIA,2014,11,22,,31,,102,,314,,463,,331,,748,,950,,7278,,7512,,1,,1,,2,,9,,11,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
C.N.M.I.,2014,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,11,3,,0,,7,,8,,7,,9,,6,,42,,99,,55,,,-,0,,10,,2,,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
VIRGINIA,2014,11,2,,4,,12,,21,,35,,37,,123,,281,,1233,,1478,,,-,2,,6,,13,,17,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
VIRGIN ISL.,2014,11,,-,0,,0,,,-,,-,,-,1,,5,,11,,11,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,11,15,,18,,60,,157,,136,,123,,119,,325,,1080,,1231,,2,,3,,18,,23,,27,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
ALABAMA,2014,11,,-,3,,8,,29,,37,,,-,148,,257,,962,,1709,,,-,1,,4,,22,,32,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
IOWA,2014,11,2,,5,,15,,33,,33,,9,,27,,41,,258,,334,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
WYOMING,2014,11,,-,0,,6,,2,,13,,,-,1,,5,,17,,8,,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
NEVADA,2014,11,,-,1,,6,,5,,15,,,-,49,,85,,347,,533,,,-,0,,1,,2,,4,,"NEVADA
(39.49324126500045, -117.07183978499972)",
ARIZONA,2014,11,,-,2,,7,,9,,16,,,-,110,,207,,1590,,935,,,-,2,,6,,17,,37,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
UTAH,2014,11,1,,4,,9,,35,,39,,14,,21,,31,,230,,127,,1,,1,,2,,11,,5,,"UTAH
(39.36070374600047, -111.5871285339997)",
GUAM,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
WASHINGTON,2014,11,4,,10,,74,,24,,47,,79,,79,,121,,742,,936,,,-,0,,2,,1,,2,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
ALASKA,2014,11,,-,1,,7,,6,,6,,11,,22,,39,,249,,195,,,-,0,,3,,4,,3,,"ALASKA
(64.84507923900048, -147.72205669099972)",
MINNESOTA,2014,11,,-,0,,0,,,-,,-,,-,74,,107,,464,,757,,,-,1,,5,,,-,11,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
TEXAS,2014,11,,N,0,,0,,,N,,N,543,,649,,803,,6606,,7309,,,-,0,,1,,2,,1,,"TEXAS
(31.827243635000457, -99.4267664729997)",
MISSISSIPPI,2014,11,,N,0,,0,,,N,,N,,-,99,,277,,1078,,1193,,,-,0,,2,,8,,9,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
NORTH DAKOTA,2014,11,,-,0,,3,,2,,8,,,-,9,,20,,103,,91,,,-,0,,2,,3,,2,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
WEST VIRGINIA,2014,11,,-,1,,4,,4,,8,,14,,20,,34,,160,,186,,,-,0,,3,,4,,6,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
VERMONT,2014,11,,-,2,,14,,15,,14,,,-,1,,6,,6,,29,,,-,0,,2,,2,,3,,"VERMONT
(43.62538292400046, -72.51763944499965)",
MICHIGAN,2014,11,1,,10,,27,,66,,78,,97,,191,,266,,1728,,2429,,1,,2,,5,,17,,19,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
TENNESSEE,2014,11,,N,0,,0,,,N,,N,28,,134,,210,,606,,1749,,2,,2,,6,,18,,28,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
OKLAHOMA,2014,11,,-,0,,0,,,-,,-,,-,79,,177,,499,,1379,,,-,2,,9,,14,,22,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NORTH CAROLINA,2014,11,,N,0,,0,,,N,,N,508,,268,,460,,3298,,3203,,2,,2,,8,,36,,40,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
MISSOURI,2014,11,,-,5,,15,,25,,62,,52,,150,,180,,1310,,1439,,2,,2,,6,,28,,23,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
CONNECTICUT,2014,11,,-,5,,11,,30,,35,,1,,52,,112,,458,,519,,,-,1,,5,,2,,13,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
FLORIDA,2014,11,17,,20,,56,,187,,212,,216,,397,,493,,4158,,4330,,2,,5,,13,,77,,65,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
NEW MEXICO,2014,11,,-,1,,6,,8,,25,,,-,36,,79,,272,,346,,,-,1,,3,,9,,10,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
DELAWARE,2014,11,,-,0,,3,,3,,2,,27,,25,,65,,268,,268,,,-,0,,1,,4,,5,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
PENNSYLVANIA,2014,11,7,,14,,27,,131,,121,,235,,273,,326,,2684,,2670,,1,,4,,9,,36,,58,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
WISCONSIN,2014,11,,-,7,,15,,54,,82,,46,,79,,122,,839,,937,,,-,1,,4,,11,,19,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
NEW JERSEY,2014,11,,-,5,,12,,20,,70,,33,,133,,167,,1189,,1459,,,-,2,,7,,21,,31,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
COLORADO,2014,11,,-,6,,23,,51,,51,,33,,55,,90,,618,,633,,,-,1,,6,,11,,23,,"COLORADO
(38.84384047000049, -106.13360888799969)",
SOUTH DAKOTA,2014,11,2,,2,,9,,13,,16,,,-,14,,27,,95,,142,,,-,0,,1,,,-,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
INDIANA,2014,11,,-,3,,11,,14,,33,,59,,145,,209,,1340,,1483,,,-,3,,6,,14,,27,,"INDIANA
(39.76691364600049, -86.14995579899966)",
HAWAII,2014,11,,-,1,,4,,3,,13,,4,,13,,21,,125,,188,,,-,0,,2,,6,,6,,"HAWAII
(21.30485166200043, -157.85774691599974)",
OHIO,2014,11,6,,9,,25,,68,,101,,102,,315,,391,,2790,,3661,,4,,3,,9,,37,,36,,"OHIO
(40.06021029700048, -82.40425685299965)",
PUERTO RICO,2014,11,,-,0,,4,,,-,8,,,-,6,,21,,66,,74,,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
KANSAS,2014,11,,-,2,,6,,7,,20,,21,,42,,66,,435,,344,,,-,0,,3,,6,,15,,"KANSAS
(38.34774033400049, -98.20077655499966)",
NEW YORK CITY,2014,11,22,,13,,24,,144,,141,,,-,249,,311,,2275,,2973,,,-,2,,7,,21,,29,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
OREGON,2014,11,3,,6,,17,,54,,65,,44,,33,,59,,438,,366,,,-,1,,5,,18,,27,,"OREGON
(44.567446178000466, -120.15502977999972)",
NEW HAMPSHIRE,2014,11,,-,1,,7,,7,,9,,,-,2,,8,,28,,33,,,-,0,,3,,4,,5,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
UNITED STATES,2014,12,137,,244,,423,,2194,,2815,,2809,,6283,,6957,,62500,,75012,,34,,62,,96,,703,,987,,,
NEW ENGLAND,2014,12,13,,24,,56,,230,,220,,101,,133,,192,,1509,,1370,,1,,4,,12,,39,,59,,,
MID. ATLANTIC,2014,12,31,,49,,90,,490,,502,,470,,765,,914,,8199,,9100,,4,,11,,24,,108,,152,,,
E.N. CENTRAL,2014,12,8,,36,,66,,238,,383,,264,,1023,,1183,,8786,,13153,,4,,12,,19,,104,,149,,,
W.N. CENTRAL,2014,12,1,,15,,41,,104,,184,,43,,337,,420,,3116,,3706,,,-,4,,9,,40,,62,,,
S. ATLANTIC,2014,12,30,,43,,101,,444,,559,,1022,,1386,,1752,,15164,,16856,,14,,17,,30,,208,,294,,,
E.S. CENTRAL,2014,12,2,,3,,8,,32,,41,,229,,438,,600,,3807,,6032,,6,,4,,12,,62,,83,,,
W.S. CENTRAL,2014,12,2,,6,,15,,53,,63,,105,,960,,1152,,8643,,11885,,1,,3,,11,,38,,43,,,
MOUNTAIN,2014,12,5,,20,,44,,146,,204,,56,,286,,402,,3402,,2894,,,-,6,,14,,58,,92,,,
PACIFIC,2014,12,45,,52,,124,,457,,659,,519,,902,,1144,,9874,,10016,,4,,4,,7,,46,,53,,,
NEW HAMPSHIRE,2014,12,,-,1,,7,,7,,10,,1,,2,,8,,29,,33,,,-,0,,3,,4,,6,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
NORTH CAROLINA,2014,12,,N,0,,0,,,N,,N,,-,268,,508,,3298,,3411,,,-,2,,8,,36,,41,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
PUERTO RICO,2014,12,,-,0,,4,,,-,10,,9,,6,,21,,86,,83,,,-,0,,0,,,-,,-,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
ARKANSAS,2014,12,2,,2,,7,,21,,13,,90,,72,,108,,938,,954,,1,,0,,3,,10,,3,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
WYOMING,2014,12,,-,0,,6,,2,,13,,,-,1,,5,,17,,8,,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
SOUTH CAROLINA,2014,12,1,,2,,7,,23,,25,,131,,144,,279,,1843,,1703,,1,,2,,7,,17,,45,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MAINE,2014,12,,-,4,,12,,32,,28,,6,,5,,10,,64,,60,,,-,0,,2,,5,,8,,"MAINE
(45.254228663000504, -68.98502952999962)",
IOWA,2014,12,,-,4,,15,,35,,37,,3,,27,,41,,288,,351,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
FLORIDA,2014,12,27,,20,,56,,214,,268,,239,,397,,493,,4552,,4692,,12,,5,,13,,89,,74,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
ALABAMA,2014,12,2,,3,,8,,32,,41,,,-,145,,257,,962,,1861,,1,,1,,4,,23,,34,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
NORTH DAKOTA,2014,12,,-,0,,3,,3,,9,,,-,9,,20,,117,,99,,,-,0,,2,,3,,2,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
OHIO,2014,12,6,,9,,25,,73,,110,,81,,312,,391,,3016,,3985,,2,,3,,9,,39,,37,,"OHIO
(40.06021029700048, -82.40425685299965)",
NEBRASKA,2014,12,,-,3,,9,,20,,35,,6,,24,,48,,262,,307,,,-,0,,3,,3,,6,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
KANSAS,2014,12,,-,2,,7,,7,,18,,,-,42,,69,,435,,392,,,-,0,,3,,6,,16,,"KANSAS
(38.34774033400049, -98.20077655499966)",
CALIFORNIA,2014,12,25,,31,,102,,350,,501,,404,,754,,957,,8162,,8201,,1,,1,,2,,10,,13,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
MONTANA,2014,12,,-,2,,6,,9,,10,,6,,5,,11,,71,,39,,,-,0,,1,,3,,1,,"MONTANA
(47.066526051000494, -109.42441687999968)",
INDIANA,2014,12,,-,3,,11,,19,,36,,37,,143,,205,,1457,,1624,,,-,3,,6,,14,,31,,"INDIANA
(39.76691364600049, -86.14995579899966)",
CONNECTICUT,2014,12,,-,5,,11,,30,,37,,32,,51,,114,,585,,560,,,-,1,,5,,3,,13,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
MARYLAND,2014,12,1,,4,,9,,54,,50,,,-,116,,174,,877,,1048,,1,,2,,5,,16,,28,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
GEORGIA,2014,12,,-,11,,45,,120,,149,,279,,263,,594,,2560,,3372,,,-,2,,8,,25,,63,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
OKLAHOMA,2014,12,,-,0,,0,,,-,,-,,-,79,,177,,499,,1439,,,-,2,,9,,14,,27,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEW YORK CITY,2014,12,,-,14,,24,,144,,155,,138,,248,,310,,2809,,3199,,,-,2,,7,,21,,30,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
TENNESSEE,2014,12,,N,0,,0,,,N,,N,41,,132,,210,,647,,1874,,3,,2,,6,,21,,29,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
VIRGINIA,2014,12,1,,4,,12,,23,,39,,347,,120,,281,,1580,,1639,,,-,2,,6,,14,,23,,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
RHODE ISLAND,2014,12,3,,0,,7,,12,,7,,,-,6,,42,,99,,58,,,-,0,,10,,2,,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
WISCONSIN,2014,12,1,,7,,15,,61,,90,,53,,80,,122,,937,,1028,,,-,1,,5,,12,,19,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
C.N.M.I.,2014,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,12,,-,4,,11,,32,,50,,15,,143,,268,,600,,1478,,,-,1,,6,,12,,12,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
MISSISSIPPI,2014,12,,N,0,,0,,,N,,N,121,,98,,277,,1279,,1282,,1,,0,,2,,9,,9,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
WASHINGTON,2014,12,8,,10,,78,,32,,62,,74,,79,,121,,816,,1007,,1,,0,,2,,2,,2,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
GUAM,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
NEW YORK,2014,12,26,,18,,60,,184,,147,,100,,119,,325,,1178,,1372,,2,,3,,18,,25,,28,,"NEW YORK
(42.82700023900048, -75.54396639699968)",
SOUTH DAKOTA,2014,12,1,,2,,9,,14,,18,,,-,14,,27,,96,,152,,,-,0,,1,,,-,1,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
ARIZONA,2014,12,1,,2,,7,,11,,17,,,-,110,,207,,1731,,1039,,,-,2,,6,,17,,40,,"ARIZONA
(34.865973091000455, -111.76380949799972)",
TEXAS,2014,12,,N,0,,0,,,N,,N,,-,649,,803,,6606,,8014,,,-,0,,1,,2,,1,,"TEXAS
(31.827243635000457, -99.4267664729997)",
DELAWARE,2014,12,,-,0,,3,,3,,2,,26,,25,,65,,294,,285,,,-,0,,1,,4,,5,,"DELAWARE
(39.00883351400046, -75.57773943699965)",
WEST VIRGINIA,2014,12,,-,1,,4,,6,,8,,,-,20,,34,,160,,206,,,-,0,,3,,6,,9,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
COLORADO,2014,12,,-,6,,23,,51,,58,,34,,54,,90,,666,,702,,,-,1,,6,,11,,24,,"COLORADO
(38.84384047000049, -106.13360888799969)",
MISSOURI,2014,12,,-,5,,15,,25,,67,,34,,150,,180,,1454,,1579,,,-,2,,6,,28,,24,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
MICHIGAN,2014,12,1,,10,,27,,73,,88,,82,,191,,266,,1888,,2648,,2,,2,,5,,20,,19,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
NEW MEXICO,2014,12,,-,2,,6,,12,,26,,,-,36,,79,,272,,375,,,-,1,,3,,10,,12,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
UTAH,2014,12,3,,4,,9,,41,,40,,13,,21,,31,,246,,134,,,-,1,,2,,11,,6,,"UTAH
(39.36070374600047, -111.5871285339997)",
DIST. OF COL.,2014,12,,-,1,,3,,1,,18,,,-,44,,85,,,-,500,,,-,0,,1,,1,,6,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,12,,-,1,,6,,5,,16,,,-,47,,85,,347,,573,,,-,0,,1,,2,,4,,"NEVADA
(39.49324126500045, -117.07183978499972)",
KENTUCKY,2014,12,,N,0,,0,,,N,,N,67,,80,,126,,919,,1015,,1,,0,,4,,9,,11,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
OREGON,2014,12,7,,6,,17,,61,,70,,34,,34,,59,,473,,394,,2,,1,,5,,22,,28,,"OREGON
(44.567446178000466, -120.15502977999972)",
ILLINOIS,2014,12,,-,6,,23,,12,,59,,11,,291,,380,,1488,,3868,,,-,3,,6,,19,,43,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
VIRGIN ISL.,2014,12,,-,0,,0,,,-,,-,,-,1,,5,,11,,11,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,12,,-,5,,12,,21,,70,,43,,131,,167,,1316,,1576,,,-,2,,7,,24,,33,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
MINNESOTA,2014,12,,-,0,,0,,,-,,-,,-,74,,107,,464,,826,,,-,1,,5,,,-,13,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
HAWAII,2014,12,,-,1,,4,,3,,16,,3,,13,,22,,147,,201,,,-,0,,2,,8,,7,,"HAWAII
(21.30485166200043, -157.85774691599974)",
ALASKA,2014,12,5,,1,,7,,11,,10,,4,,23,,39,,276,,213,,,-,0,,3,,4,,3,,"ALASKA
(64.84507923900048, -147.72205669099972)",
MASSACHUSETTS,2014,12,9,,12,,26,,129,,123,,62,,63,,100,,726,,629,,1,,2,,7,,23,,29,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
PENNSYLVANIA,2014,12,5,,14,,28,,141,,130,,189,,273,,326,,2896,,2953,,2,,4,,9,,38,,61,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
VERMONT,2014,12,1,,2,,14,,20,,15,,,-,1,,6,,6,,30,,,-,0,,2,,2,,3,,"VERMONT
(43.62538292400046, -72.51763944499965)",
AMER. SAMOA,2014,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
IDAHO,2014,12,1,,2,,9,,15,,24,,3,,4,,15,,52,,24,,,-,0,,2,,4,,4,,"IDAHO
(43.682630058000484, -114.3637261449997)",
UNITED STATES,2014,13,133,,240,,423,,2423,,3005,,2782,,6285,,6982,,68087,,81001,,33,,62,,97,,773,,1056,,,
NEW ENGLAND,2014,13,9,,24,,56,,247,,238,,45,,133,,192,,1558,,1482,,2,,4,,11,,43,,61,,,
MID. ATLANTIC,2014,13,41,,50,,90,,556,,541,,493,,762,,917,,8933,,9845,,5,,11,,24,,119,,167,,,
E.N. CENTRAL,2014,13,14,,36,,66,,260,,408,,242,,1036,,1198,,9560,,14164,,2,,12,,19,,112,,155,,,
W.N. CENTRAL,2014,13,,-,15,,41,,112,,189,,24,,337,,420,,3389,,4021,,1,,4,,9,,41,,67,,,
S. ATLANTIC,2014,13,37,,43,,101,,499,,601,,1209,,1389,,1752,,16567,,18103,,16,,17,,30,,227,,316,,,
E.S. CENTRAL,2014,13,,-,3,,8,,34,,45,,261,,438,,600,,4068,,6632,,3,,4,,12,,67,,88,,,
W.S. CENTRAL,2014,13,1,,6,,15,,55,,63,,94,,966,,1154,,9599,,12768,,2,,3,,11,,47,,46,,,
MOUNTAIN,2014,13,2,,20,,46,,166,,219,,43,,286,,402,,3703,,3113,,,-,6,,14,,67,,100,,,
PACIFIC,2014,13,29,,51,,124,,494,,701,,371,,902,,1143,,10710,,10873,,2,,3,,7,,50,,56,,,
GUAM,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
CONNECTICUT,2014,13,,-,5,,11,,30,,40,,36,,51,,114,,622,,604,,,-,1,,5,,3,,13,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
AMER. SAMOA,2014,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,13,,N,0,,0,,,N,,N,68,,132,,210,,715,,1987,,2,,2,,6,,24,,33,,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
INDIANA,2014,13,,-,3,,11,,20,,38,,26,,143,,205,,1585,,1765,,,-,3,,6,,19,,30,,"INDIANA
(39.76691364600049, -86.14995579899966)",
WISCONSIN,2014,13,5,,7,,15,,71,,94,,61,,78,,122,,1024,,1118,,,-,1,,5,,12,,20,,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
COLORADO,2014,13,,-,6,,23,,62,,61,,13,,53,,90,,682,,743,,,-,1,,6,,15,,26,,"COLORADO
(38.84384047000049, -106.13360888799969)",
IOWA,2014,13,,-,4,,15,,37,,39,,7,,28,,41,,316,,371,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
UTAH,2014,13,,-,4,,9,,42,,43,,18,,21,,31,,270,,147,,,-,1,,2,,12,,8,,"UTAH
(39.36070374600047, -111.5871285339997)",
CALIFORNIA,2014,13,14,,31,,102,,372,,534,,251,,754,,956,,8851,,8923,,,-,1,,2,,11,,14,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
KENTUCKY,2014,13,,N,0,,0,,,N,,N,85,,80,,126,,1004,,1106,,1,,1,,4,,11,,11,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
GEORGIA,2014,13,8,,10,,45,,136,,167,,188,,265,,594,,2759,,3634,,,-,2,,8,,26,,65,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
OHIO,2014,13,9,,8,,25,,81,,116,,52,,311,,391,,3260,,4276,,2,,3,,9,,41,,37,,"OHIO
(40.06021029700048, -82.40425685299965)",
WEST VIRGINIA,2014,13,,-,1,,4,,6,,9,,10,,19,,34,,185,,222,,,-,0,,2,,6,,12,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
WYOMING,2014,13,,-,0,,6,,2,,13,,,-,1,,5,,17,,8,,,-,0,,1,,,-,1,,"WYOMING
(43.23554147100049, -108.10982744299969)",
OREGON,2014,13,1,,6,,17,,62,,72,,30,,34,,59,,507,,419,,2,,1,,5,,25,,29,,"OREGON
(44.567446178000466, -120.15502977999972)",
NEW HAMPSHIRE,2014,13,1,,1,,7,,10,,11,,4,,2,,8,,36,,35,,,-,0,,3,,5,,7,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
RHODE ISLAND,2014,13,2,,0,,7,,14,,7,,,-,6,,42,,99,,65,,,-,0,,9,,2,,,-,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
MISSISSIPPI,2014,13,,N,0,,0,,,N,,N,108,,99,,277,,1387,,1450,,,-,0,,2,,9,,9,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
KANSAS,2014,13,,-,2,,7,,7,,18,,,-,42,,69,,435,,437,,,-,0,,3,,6,,17,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MICHIGAN,2014,13,,-,10,,27,,76,,94,,88,,190,,266,,2040,,2825,,,-,2,,5,,21,,21,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
NEW MEXICO,2014,13,,-,2,,6,,12,,27,,6,,37,,79,,381,,396,,,-,1,,3,,12,,15,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
NEW YORK CITY,2014,13,17,,14,,24,,182,,165,,117,,248,,313,,3043,,3424,,,-,2,,7,,25,,34,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
