Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2016","Vibriosis§, Cum 2016, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag",Location 1,Location 2
UNITED STATES,2016,22,1,,0,,3,,11,,8,,78,,174,,260,,3540,,4371,,7,,15,,82,,189,,285,,,
NEW ENGLAND,2016,22,,-,0,,0,,,-,,-,9,,17,,32,,330,,414,,,-,1,,13,,12,,7,,,
MID. ATLANTIC,2016,22,1,,0,,1,,1,,,-,13,,21,,46,,404,,537,,,-,1,,7,,13,,12,,,
NEW YORK CITY,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,2,,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,,-,0,,1,,2,,1,,16,,38,,80,,904,,841,,,-,1,,6,,17,,17,,,
W.N. CENTRAL,2016,22,,-,0,,1,,,-,1,,,-,13,,32,,246,,395,,,-,0,,3,,4,,3,,,
S. ATLANTIC,2016,22,,-,0,,2,,2,,2,,17,,27,,55,,588,,781,,5,,7,,14,,73,,92,,,
DIST. OF COL.,2016,22,,-,0,,0,,,-,,-,1,,0,,2,,3,,13,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,,-,0,,1,,2,,,-,,-,2,,8,,44,,101,,,-,0,,4,,14,,7,,,
W.S. CENTRAL,2016,22,,-,0,,2,,1,,2,,23,,31,,80,,604,,757,,,-,2,,8,,21,,52,,,
MOUNTAIN,2016,22,,-,0,,1,,1,,1,,,-,17,,35,,389,,467,,,-,1,,7,,6,,16,,,
PACIFIC,2016,22,,-,0,,1,,2,,1,,,-,2,,9,,31,,78,,2,,4,,68,,29,,79,,,
AMER. SAMOA,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VIRGINIA,2016,22,,-,0,,0,,,-,,-,1,,5,,13,,93,,154,,,-,0,,3,,2,,5,,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2016,22,,-,0,,1,,2,,1,,14,,15,,39,,400,,377,,5,,4,,8,,52,,67,,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2016,22,,-,0,,0,,,-,,-,,-,1,,5,,15,,33,,,-,0,,5,,6,,11,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2016,22,,-,0,,0,,,-,,-,,-,3,,9,,73,,78,,,-,0,,1,,2,,1,,"INDIANA
(39.76845, -86.156212)",
KANSAS,2016,22,,-,0,,0,,,-,,-,,-,2,,12,,,-,107,,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2016,22,,-,0,,0,,,-,,-,,-,0,,2,,4,,14,,,-,0,,2,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2016,22,,-,0,,0,,,-,,-,,-,0,,5,,14,,23,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,2,,0,,68,,3,,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2016,22,,-,0,,1,,1,,,-,,-,0,,2,,2,,8,,,-,0,,2,,,-,4,,"MISSISSIPPI
(32.738663, -89.537312)",
ARIZONA,2016,22,,-,0,,1,,1,,,-,,-,5,,18,,151,,110,,,-,0,,6,,3,,13,,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2016,22,,-,0,,1,,,-,,-,,-,2,,7,,42,,93,,,-,0,,4,,7,,2,,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,22,,-,0,,1,,,-,,-,1,,6,,24,,176,,142,,,-,0,,2,,4,,1,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2016,22,,-,0,,1,,1,,1,,,-,1,,3,,9,,28,,,-,3,,14,,15,,63,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2016,22,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,4,,7,,,-,"NEW YORK
(42.826892, -75.544286)",
WYOMING,2016,22,,-,0,,0,,,-,,-,,-,0,,3,,2,,2,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2016,22,,-,0,,1,,,-,1,,,-,1,,21,,26,,27,,,-,0,,4,,8,,27,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2016,22,,-,0,,0,,,-,,-,,-,2,,5,,39,,87,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
OREGON,2016,22,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,5,,5,,"OREGON
(44.567912, -120.156945)",
CONNECTICUT,2016,22,,-,0,,0,,,-,,-,,-,3,,10,,64,,69,,,-,0,,7,,2,,3,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2016,22,,-,0,,0,,,-,,-,,-,0,,2,,13,,7,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NORTH DAKOTA,2016,22,,-,0,,0,,,-,,-,,-,0,,5,,25,,25,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2016,22,,-,0,,0,,,-,,-,7,,5,,9,,90,,86,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2016,22,,-,0,,1,,1,,1,,1,,9,,19,,175,,196,,,-,0,,3,,6,,6,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2016,22,,-,0,,0,,,-,1,,,-,0,,4,,18,,14,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEVADA,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IOWA,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2016,22,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,2,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2016,22,,-,0,,0,,,-,,-,2,,0,,6,,29,,16,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2016,22,,-,0,,0,,,-,,-,,-,7,,19,,112,,205,,,-,0,,4,,2,,5,,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2016,22,,-,0,,0,,,-,,-,8,,10,,36,,257,,231,,,-,0,,1,,3,,6,,"MICHIGAN
(44.66399, -84.711206)",
COLORADO,2016,22,,-,0,,1,,,-,1,,,-,4,,12,,40,,152,,,-,0,,1,,,-,2,,"COLORADO
(38.841772, -106.132562)",
PUERTO RICO,2016,22,,-,0,,0,,,-,1,,,-,1,,6,,32,,47,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2016,22,,-,0,,1,,,-,,-,,-,1,,5,,28,,21,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2016,22,,-,0,,1,,1,,,-,,-,1,,4,,7,,17,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2016,22,,-,0,,0,,,-,,-,,-,1,,8,,5,,52,,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,22,,-,0,,1,,1,,1,,23,,25,,79,,522,,663,,,-,1,,7,,13,,24,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,4,,1,,"MARYLAND
(39.290443, -76.612333)",
NEW HAMPSHIRE,2016,22,,-,0,,0,,,-,,-,,-,0,,7,,1,,44,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UTAH,2016,22,,-,0,,0,,,-,,-,,-,4,,18,,129,,95,,,-,0,,3,,2,,1,,"UTAH
(39.359772, -111.584173)",
TENNESSEE,2016,22,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,2,,4,,1,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2016,22,,-,0,,0,,,-,1,,1,,2,,13,,31,,95,,,-,0,,3,,6,,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2016,22,,-,0,,0,,,-,,-,,-,3,,23,,56,,67,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2016,22,,-,0,,0,,,-,,-,,-,6,,16,,132,,176,,,-,1,,9,,8,,4,,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MINNESOTA,2016,22,,-,0,,0,,,-,,-,,-,6,,12,,139,,179,,,-,0,,3,,,-,3,,"MINNESOTA
(44.943719, -93.094281)",
MISSOURI,2016,22,,-,0,,1,,,-,,-,,-,3,,15,,51,,63,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2016,22,1,,0,,1,,1,,,-,13,,13,,28,,292,,332,,,-,0,,2,,2,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2016,22,,-,0,,0,,,-,,-,,-,2,,8,,52,,76,,,-,0,,3,,6,,10,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,22,,-,0,,1,,1,,,-,6,,9,,21,,223,,194,,,-,0,,2,,2,,3,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2016,23,1,,0,,3,,12,,8,,105,,175,,260,,3707,,4536,,8,,14,,82,,205,,304,,,
NEW ENGLAND,2016,23,,-,0,,0,,,-,,-,11,,16,,32,,349,,425,,,-,1,,13,,14,,7,,,
MID. ATLANTIC,2016,23,,-,0,,1,,1,,,-,16,,20,,46,,426,,562,,1,,1,,6,,14,,12,,,
NEW YORK CITY,2016,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,2,,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,,-,0,,1,,2,,1,,17,,39,,80,,944,,869,,,-,1,,6,,17,,17,,,
W.N. CENTRAL,2016,23,,-,0,,1,,,-,1,,1,,12,,32,,254,,411,,,-,0,,3,,4,,3,,,
S. ATLANTIC,2016,23,,-,0,,2,,2,,2,,16,,27,,55,,610,,807,,6,,7,,14,,80,,97,,,
DIST. OF COL.,2016,23,,-,0,,0,,,-,,-,,-,0,,2,,3,,13,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,,-,0,,1,,2,,,-,,-,2,,8,,46,,102,,1,,0,,4,,15,,9,,,
W.S. CENTRAL,2016,23,1,,0,,1,,2,,2,,44,,31,,80,,654,,799,,,-,2,,8,,24,,55,,,
MOUNTAIN,2016,23,,-,0,,1,,1,,1,,,-,17,,35,,392,,478,,,-,0,,7,,6,,16,,,
PACIFIC,2016,23,,-,0,,1,,2,,1,,,-,2,,9,,32,,83,,,-,3,,68,,31,,88,,,
AMER. SAMOA,2016,23,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
DELAWARE,2016,23,,-,0,,0,,,-,,-,,-,0,,2,,4,,15,,,-,0,,2,,2,,1,,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2016,23,,-,0,,0,,,-,,-,,-,0,,7,,1,,45,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2016,23,,-,0,,1,,,-,,-,1,,6,,24,,189,,148,,,-,0,,2,,4,,1,,"WISCONSIN
(44.395526, -89.834513)",
ILLINOIS,2016,23,,-,0,,1,,1,,1,,2,,9,,19,,184,,205,,,-,0,,3,,6,,6,,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2016,23,,-,0,,0,,,-,,-,,-,0,,5,,25,,25,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2016,23,,-,0,,0,,,-,1,,,-,2,,13,,31,,95,,,-,0,,3,,6,,1,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2016,23,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,4,,2,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2016,23,,-,0,,1,,,-,,-,,-,2,,7,,44,,94,,1,,0,,4,,8,,2,,"ALABAMA
(32.839182, -86.631125)",
MICHIGAN,2016,23,,-,0,,0,,,-,,-,5,,10,,36,,266,,240,,,-,0,,1,,3,,6,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2016,23,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,2,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
WEST VIRGINIA,2016,23,,-,0,,0,,,-,,-,,-,1,,8,,5,,58,,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
KENTUCKY,2016,23,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2016,23,,-,0,,0,,,-,,-,,-,5,,12,,93,,159,,,-,0,,3,,2,,7,,"VIRGINIA
(37.542699, -78.45822)",
GEORGIA,2016,23,,-,0,,0,,,-,,-,1,,2,,8,,59,,78,,,-,0,,3,,6,,10,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2016,23,,-,0,,0,,,-,,-,1,,0,,2,,14,,9,,,-,0,,1,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2016,23,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,23,,-,0,,1,,1,,,-,,-,0,,2,,2,,8,,,-,0,,2,,,-,6,,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2016,23,,-,0,,0,,,-,,-,,-,4,,18,,129,,99,,,-,0,,3,,2,,1,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2016,23,1,,0,,0,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
CONNECTICUT,2016,23,,-,0,,0,,,-,,-,2,,3,,10,,68,,71,,,-,0,,7,,2,,3,,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2016,23,,-,0,,1,,1,,1,,,-,1,,3,,10,,31,,,-,3,,14,,16,,71,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,23,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,5,,5,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2016,23,,-,0,,0,,,-,,-,,-,3,,23,,56,,69,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2016,23,,-,0,,0,,,-,,-,,-,1,,12,,,-,108,,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2016,23,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,4,,8,,,-,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2016,23,,-,0,,0,,,-,,-,,-,6,,12,,143,,189,,,-,0,,3,,,-,3,,"MINNESOTA
(44.943719, -93.094281)",
TEXAS,2016,23,,-,0,,1,,1,,1,,44,,24,,79,,572,,703,,,-,1,,7,,15,,27,,"TEXAS
(31.827233, -99.423022)",
MONTANA,2016,23,,-,0,,0,,,-,,-,,-,2,,5,,39,,87,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2016,23,,-,0,,1,,1,,,-,,-,5,,18,,152,,111,,,-,0,,6,,3,,13,,"ARIZONA
(34.869712, -111.760902)",
NEW MEXICO,2016,23,,-,0,,1,,,-,,-,,-,1,,5,,28,,22,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2016,23,,-,0,,0,,,-,,-,,-,0,,3,,4,,2,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
IDAHO,2016,23,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2016,23,,-,0,,1,,,-,,-,,-,3,,15,,53,,66,,,-,0,,1,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2016,23,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2016,23,,-,0,,0,,,-,,-,,-,0,,5,,14,,24,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2016,23,,-,0,,1,,2,,1,,15,,15,,39,,415,,389,,6,,4,,8,,58,,68,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2016,23,,-,0,,1,,1,,,-,16,,13,,28,,309,,339,,,-,0,,2,,2,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2016,23,,-,0,,0,,,-,,-,,-,7,,19,,117,,223,,,-,0,,4,,2,,5,,"NEW JERSEY
(40.104655, -74.386686)",
HAWAII,2016,23,,-,0,,0,,,-,,-,,-,1,,5,,15,,33,,,-,0,,5,,7,,12,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2016,23,,-,0,,0,,,-,,-,,-,3,,9,,73,,81,,,-,0,,1,,2,,1,,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2016,23,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,2,,4,,1,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,23,,-,0,,1,,1,,,-,,-,1,,4,,7,,19,,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VERMONT,2016,23,,-,0,,0,,,-,,-,,-,0,,6,,30,,16,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
COLORADO,2016,23,,-,0,,1,,,-,1,,,-,4,,12,,40,,157,,,-,0,,1,,,-,2,,"COLORADO
(38.841772, -106.132562)",
LOUISIANA,2016,23,,-,0,,0,,,-,1,,,-,1,,21,,26,,27,,,-,0,,4,,9,,27,,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2016,23,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,68,,3,,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2016,23,,-,0,,0,,,-,1,,,-,0,,4,,19,,14,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2016,23,,-,0,,1,,1,,,-,9,,9,,21,,232,,195,,,-,0,,2,,2,,3,,"OHIO
(40.056807, -82.405897)",
GUAM,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MAINE,2016,23,,-,0,,0,,,-,,-,6,,5,,9,,96,,90,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2016,23,,-,0,,0,,,-,,-,3,,6,,16,,140,,179,,,-,1,,9,,10,,4,,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2016,23,,-,0,,0,,,-,1,,,-,1,,6,,34,,47,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
UNITED STATES,2016,24,,-,0,,3,,12,,11,,54,,175,,260,,3829,,4662,,11,,15,,83,,229,,350,,,
NEW ENGLAND,2016,24,,-,0,,0,,,-,,-,4,,17,,32,,359,,440,,,-,1,,13,,15,,7,,,
MID. ATLANTIC,2016,24,,-,0,,1,,1,,,-,5,,20,,46,,436,,572,,1,,1,,11,,15,,23,,,
NEW YORK CITY,2016,24,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,2,,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,24,,-,0,,1,,2,,1,,9,,40,,80,,984,,902,,,-,1,,6,,20,,22,,,
W.N. CENTRAL,2016,24,,-,0,,1,,,-,1,,2,,12,,32,,258,,420,,,-,0,,3,,4,,4,,,
S. ATLANTIC,2016,24,,-,0,,2,,2,,4,,13,,26,,54,,635,,820,,7,,7,,14,,92,,105,,,
DIST. OF COL.,2016,24,,-,0,,0,,,-,,-,,-,0,,2,,3,,14,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,24,,-,0,,1,,2,,,-,,-,2,,8,,46,,105,,1,,1,,4,,17,,11,,,
W.S. CENTRAL,2016,24,,-,0,,1,,2,,2,,17,,31,,80,,673,,830,,1,,2,,8,,26,,62,,,
MOUNTAIN,2016,24,,-,0,,1,,1,,2,,4,,17,,35,,402,,487,,,-,1,,7,,7,,17,,,
PACIFIC,2016,24,,-,0,,1,,2,,1,,,-,2,,9,,36,,86,,1,,3,,68,,33,,99,,,
AMER. SAMOA,2016,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MICHIGAN,2016,24,,-,0,,0,,,-,,-,2,,10,,36,,279,,250,,,-,0,,1,,4,,6,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2016,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,7,,3,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2016,24,,-,0,,1,,2,,2,,12,,15,,39,,427,,390,,6,,4,,8,,64,,72,,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2016,24,,-,0,,0,,,-,,-,,-,0,,3,,4,,5,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEVADA,2016,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"NEVADA
(39.491833, -117.070159)",
MONTANA,2016,24,,-,0,,0,,,-,,-,1,,2,,5,,40,,89,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2016,24,,-,0,,0,,,-,,-,,-,0,,5,,25,,26,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
INDIANA,2016,24,,-,0,,0,,,-,,-,,-,3,,9,,73,,85,,,-,0,,2,,4,,2,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2016,24,,-,0,,0,,,-,,-,1,,6,,12,,106,,164,,1,,0,,3,,5,,8,,"VIRGINIA
(37.542699, -78.45822)",
NEW MEXICO,2016,24,,-,0,,1,,,-,,-,,-,1,,5,,29,,22,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2016,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2016,24,,-,0,,0,,,-,1,,,-,2,,13,,31,,97,,,-,0,,3,,6,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2016,24,,-,0,,0,,,-,,-,,-,1,,12,,,-,110,,,-,0,,2,,2,,,-,"KANSAS
(38.345528, -98.201847)",
OREGON,2016,24,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,5,,6,,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2016,24,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2016,24,,-,0,,0,,,-,,-,,-,2,,8,,59,,80,,,-,0,,3,,6,,10,,"GEORGIA
(32.836038, -83.631709)",
MAINE,2016,24,,-,0,,0,,,-,,-,4,,5,,9,,101,,94,,,-,0,,3,,,-,,-,"MAINE
(45.252223, -68.986647)",
HAWAII,2016,24,,-,0,,0,,,-,,-,,-,1,,5,,19,,33,,,-,0,,5,,8,,13,,"HAWAII
(21.30992, -157.858158)",
GUAM,2016,24,,-,0,,0,,,-,,-,,-,0,,5,,,-,23,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,24,,-,0,,1,,,-,1,,,N,0,,0,,,N,,N,,-,0,,6,,2,,7,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2016,24,,-,0,,1,,1,,,-,3,,5,,18,,155,,112,,,-,0,,6,,3,,13,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2016,24,,-,0,,0,,,-,,-,,-,6,,19,,118,,228,,,-,0,,4,,2,,6,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,24,,-,0,,0,,,-,,-,,-,3,,10,,70,,76,,,-,0,,7,,2,,3,,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2016,25,,-,0,,0,,,-,,-,,-,2,,8,,61,,81,,,-,0,,3,,6,,10,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,24,,-,0,,0,,,-,,-,,-,0,,7,,1,,46,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,24,,-,0,,1,,,-,,-,,-,2,,7,,44,,96,,,-,0,,4,,9,,2,,"ALABAMA
(32.839182, -86.631125)",
