Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014, flag",Location 1,Location 2
TENNESSEE,2015,8,,-,1,,8,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
RHODE ISLAND,2015,8,,-,0,,4,,,-,,-,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEBRASKA,2015,8,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
DELAWARE,2015,8,,-,0,,5,,,-,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
IDAHO,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
WISCONSIN,2015,8,,-,0,,2,,,-,1,,,-,5,,47,,2,,5,,,-,0,,5,,1,,1,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MARYLAND,2015,8,,-,0,,5,,,-,1,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MAINE,2015,8,,-,0,,1,,1,,,-,,-,3,,13,,,-,3,,,-,0,,2,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
CALIFORNIA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NORTH CAROLINA,2015,8,,-,0,,23,,5,,,-,,-,0,,6,,2,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NORTH DAKOTA,2015,8,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW JERSEY,2015,8,,-,0,,7,,1,,2,,,-,1,,6,,,-,2,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
CONNECTICUT,2015,8,,-,0,,0,,,-,,-,,-,0,,12,,1,,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
HAWAII,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
FLORIDA,2015,8,,-,0,,3,,1,,,-,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MISSOURI,2015,8,,-,2,,29,,1,,3,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK CITY,2015,8,2,,0,,3,,2,,,-,1,,0,,5,,1,,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW YORK,2015,8,,-,1,,12,,,-,1,,2,,7,,34,,3,,7,,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW MEXICO,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
INDIANA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,7,,1,,"INDIANA
(39.766913353000064, -86.14995646699998)",
WYOMING,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
IOWA,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
SOUTH DAKOTA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
LOUISIANA,2015,8,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VIRGINIA,2015,8,,-,1,,11,,2,,,-,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MONTANA,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
ALABAMA,2015,8,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
WEST VIRGINIA,2015,8,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VERMONT,2015,8,,-,0,,1,,,-,,-,,-,1,,6,,2,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
MASSACHUSETTS,2015,8,,-,0,,3,,,-,,-,,-,8,,43,,,-,1,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
SOUTH CAROLINA,2015,8,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MICHIGAN,2015,8,,-,0,,2,,,-,,-,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
KANSAS,2015,8,,-,0,,5,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
OKLAHOMA,2015,8,,-,0,,19,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
GEORGIA,2015,8,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW HAMPSHIRE,2015,8,,-,0,,1,,1,,,-,,-,1,,11,,1,,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
PENNSYLVANIA,2015,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
OREGON,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
KENTUCKY,2015,8,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEVADA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
ARKANSAS,2015,8,1,,4,,20,,1,,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
GUAM,2015,8,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
ARIZONA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
COLORADO,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
UTAH,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
TEXAS,2015,8,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
UNITED STATES,2015,9,4,,20,,102,,21,,13,,2,,34,,150,,22,,32,,,-,2,,13,,8,,5,,,
NEW ENGLAND,2015,9,,-,1,,6,,2,,,-,,-,14,,78,,5,,11,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,9,,-,2,,18,,3,,3,,1,,9,,40,,5,,10,,,-,0,,2,,,-,2,,,
E.N. CENTRAL,2015,9,,-,1,,5,,,-,1,,,-,5,,52,,5,,9,,,-,1,,7,,8,,3,,,
W.N. CENTRAL,2015,9,,-,4,,34,,1,,4,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,
S. ATLANTIC,2015,9,3,,4,,27,,11,,4,,1,,1,,6,,6,,1,,,-,0,,2,,,-,,-,,
DIST. OF COL.,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,9,1,,1,,13,,2,,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
W.S. CENTRAL,2015,9,,-,5,,29,,2,,,-,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
AMER. SAMOA,2015,9,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
ARKANSAS,2015,9,,-,4,,20,,2,,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
GUAM,2015,9,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
IDAHO,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW MEXICO,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MARYLAND,2015,9,,-,0,,5,,,-,1,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
OREGON,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MICHIGAN,2015,9,,-,0,,2,,,-,,-,,-,0,,2,,2,,,-,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
VERMONT,2015,9,,-,0,,1,,,-,,-,,-,1,,6,,2,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
KANSAS,2015,9,,-,0,,5,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
CONNECTICUT,2015,9,,-,0,,0,,,-,,-,,-,0,,12,,1,,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
RHODE ISLAND,2015,9,,-,0,,4,,,-,,-,,-,1,,11,,1,,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MONTANA,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
MISSOURI,2015,9,,-,2,,29,,1,,3,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK CITY,2015,9,,-,0,,3,,2,,,-,,-,0,,5,,1,,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NORTH DAKOTA,2015,9,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WEST VIRGINIA,2015,9,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
SOUTH DAKOTA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WISCONSIN,2015,9,,-,0,,2,,,-,1,,,-,5,,50,,2,,9,,,-,0,,5,,1,,1,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
COLORADO,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
WYOMING,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEVADA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
ALABAMA,2015,9,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
PENNSYLVANIA,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MISSISSIPPI,2015,9,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
PUERTO RICO,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
IOWA,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW JERSEY,2015,9,,-,0,,7,,1,,2,,,-,1,,6,,,-,3,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEW YORK,2015,9,,-,1,,12,,,-,1,,1,,7,,34,,4,,7,,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WASHINGTON,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
OHIO,2015,9,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
CALIFORNIA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
SOUTH CAROLINA,2015,9,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEW HAMPSHIRE,2015,9,,-,0,,2,,1,,,-,,-,2,,11,,1,,1,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
TEXAS,2015,9,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
GEORGIA,2015,9,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MAINE,2015,9,,-,0,,1,,1,,,-,,-,3,,13,,,-,3,,,-,0,,2,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
HAWAII,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
NORTH CAROLINA,2015,9,3,,0,,23,,8,,,-,1,,0,,6,,3,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TENNESSEE,2015,9,,-,1,,8,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
KENTUCKY,2015,9,1,,0,,6,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MASSACHUSETTS,2015,9,,-,0,,3,,,-,,-,,-,8,,44,,,-,2,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MINNESOTA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
FLORIDA,2015,9,,-,0,,3,,1,,1,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ILLINOIS,2015,9,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALASKA,2015,9,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
DELAWARE,2015,9,,-,0,,5,,,-,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
OKLAHOMA,2015,9,,-,0,,19,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEBRASKA,2015,9,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
INDIANA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,7,,1,,"INDIANA
(39.766913353000064, -86.14995646699998)",
LOUISIANA,2015,9,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ARIZONA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
VIRGINIA,2015,9,,-,1,,11,,2,,,-,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
UNITED STATES,2015,10,1,,20,,102,,22,,14,,1,,34,,151,,28,,34,,1,,2,,13,,9,,5,,,
NEW ENGLAND,2015,10,,-,1,,6,,2,,,-,,-,14,,79,,10,,11,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,10,,-,2,,18,,3,,4,,,-,9,,40,,5,,10,,,-,0,,1,,,-,2,,,
E.N. CENTRAL,2015,10,,-,1,,5,,,-,1,,,-,5,,52,,5,,10,,,-,1,,7,,8,,3,,,
W.N. CENTRAL,2015,10,,-,4,,34,,1,,4,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,,
S. ATLANTIC,2015,10,1,,3,,27,,12,,4,,1,,1,,6,,7,,1,,1,,0,,2,,1,,,-,,
DIST. OF COL.,2015,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,10,,-,1,,13,,2,,1,,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
W.S. CENTRAL,2015,10,,-,5,,29,,2,,,-,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,
AMER. SAMOA,2015,10,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARKANSAS,2015,10,,-,4,,20,,2,,,-,,-,0,,3,,,-,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
OREGON,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MISSISSIPPI,2015,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MICHIGAN,2015,10,,-,0,,2,,,-,,-,,-,0,,2,,2,,,-,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
PUERTO RICO,2015,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WEST VIRGINIA,2015,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
COLORADO,2015,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
TEXAS,2015,10,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
GEORGIA,2015,10,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
LOUISIANA,2015,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MARYLAND,2015,10,,-,0,,5,,,-,1,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEVADA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
MISSOURI,2015,10,,-,2,,29,,1,,3,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
IDAHO,2015,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
ALASKA,2015,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEBRASKA,2015,10,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
SOUTH CAROLINA,2015,10,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NORTH DAKOTA,2015,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MINNESOTA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
VERMONT,2015,10,,-,0,,1,,,-,,-,,-,1,,6,,2,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
WASHINGTON,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
PENNSYLVANIA,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MAINE,2015,10,,-,0,,1,,1,,,-,,-,3,,13,,,-,3,,,-,0,,2,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
ALABAMA,2015,10,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
UTAH,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
