Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag",Location 1,Location 2
COLORADO,2016,21,,-,2,,16,,,-,46,,,-,1,,8,,,-,19,,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2016,21,,-,3,,23,,,-,49,,,-,3,,21,,,-,43,,"MINNESOTA
(44.943719, -93.094281)",
NEW HAMPSHIRE,2016,21,,-,0,,4,,3,,9,,,-,0,,2,,3,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2016,21,,-,1,,5,,15,,14,,,-,2,,20,,8,,98,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2016,21,,-,2,,8,,28,,48,,,-,6,,15,,69,,126,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2016,22,15,,117,,550,,1554,,1926,,206,,425,,981,,7922,,7855,,,
NEW ENGLAND,2016,22,,-,5,,36,,130,,68,,1,,5,,16,,92,,85,,,
MID. ATLANTIC,2016,22,2,,11,,34,,208,,189,,9,,27,,58,,507,,854,,,
NEW YORK CITY,2016,22,2,,1,,8,,44,,34,,5,,8,,21,,170,,417,,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,3,,14,,36,,158,,263,,38,,54,,118,,1378,,961,,,
W.N. CENTRAL,2016,22,1,,16,,51,,168,,260,,5,,45,,98,,540,,778,,,
S. ATLANTIC,2016,22,4,,11,,25,,171,,178,,23,,68,,144,,1044,,1720,,,
DIST. OF COL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,2,,5,,15,,94,,95,,1,,19,,47,,314,,637,,,
W.S. CENTRAL,2016,22,1,,15,,92,,243,,271,,100,,131,,497,,2364,,1918,,,
MOUNTAIN,2016,22,2,,13,,41,,130,,181,,16,,24,,53,,759,,252,,,
PACIFIC,2016,22,,-,18,,399,,252,,421,,13,,50,,190,,924,,650,,,
AMER. SAMOA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH CAROLINA,2016,22,,-,0,,7,,13,,19,,1,,5,,44,,123,,66,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2016,22,,-,1,,6,,12,,20,,,-,6,,34,,102,,103,,"NORTH CAROLINA
(35.47995, -79.180571)",
UTAH,2016,22,,-,1,,8,,14,,21,,,-,1,,8,,32,,12,,"UTAH
(39.359772, -111.584173)",
COLORADO,2016,22,,-,2,,16,,,-,48,,,-,1,,8,,,-,21,,"COLORADO
(38.841772, -106.132562)",
SOUTH DAKOTA,2016,22,,-,1,,5,,15,,16,,,-,2,,20,,8,,108,,"SOUTH DAKOTA
(44.35371, -100.373709)",
RHODE ISLAND,2016,22,,-,0,,2,,1,,3,,1,,0,,5,,11,,12,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2016,22,,-,0,,3,,2,,11,,,-,1,,6,,30,,21,,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2016,22,1,,1,,6,,24,,27,,5,,3,,9,,67,,20,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,22,,-,3,,21,,9,,69,,,-,14,,52,,27,,321,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2016,22,3,,4,,19,,52,,57,,21,,18,,54,,519,,195,,"OHIO
(40.056807, -82.405897)",
KANSAS,2016,22,,-,2,,7,,32,,32,,2,,4,,14,,125,,29,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2016,22,,-,2,,8,,21,,31,,,-,5,,10,,95,,134,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2016,22,,-,13,,33,,162,,319,,9,,43,,158,,758,,608,,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2016,22,,-,2,,8,,35,,51,,,-,6,,15,,71,,130,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2016,22,,-,0,,7,,3,,7,,,-,0,,3,,2,,18,,"NEVADA
(39.491833, -117.070159)",
TENNESSEE,2016,22,2,,3,,11,,55,,49,,1,,3,,10,,70,,125,,"TENNESSEE
(35.681402, -85.774444)",
DELAWARE,2016,22,,-,0,,1,,2,,2,,,-,0,,3,,13,,15,,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2016,22,,-,0,,1,,,-,1,,,-,0,,7,,9,,2,,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2016,22,,-,0,,2,,7,,30,,,-,1,,6,,15,,28,,"HAWAII
(21.30992, -157.858158)",
MAINE,2016,22,,-,0,,3,,10,,8,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
ALASKA,2016,22,,-,0,,2,,4,,5,,1,,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2016,22,,-,3,,12,,6,,71,,11,,11,,30,,384,,81,,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2016,22,,-,1,,33,,27,,29,,16,,16,,165,,267,,223,,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2016,22,,-,1,,7,,25,,42,,8,,22,,40,,322,,500,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,22,,-,0,,4,,3,,9,,,-,0,,2,,3,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH DAKOTA,2016,22,,-,1,,6,,11,,10,,,-,0,,3,,8,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2016,22,,-,3,,23,,,-,61,,,-,3,,21,,,-,44,,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2016,22,,-,2,,7,,40,,42,,6,,8,,23,,156,,207,,"MICHIGAN
(44.66399, -84.711206)",
ILLINOIS,2016,22,,-,3,,9,,39,,62,,,-,14,,35,,224,,344,,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2016,22,1,,2,,8,,31,,28,,4,,7,,22,,168,,96,,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2016,22,,-,11,,53,,186,,183,,78,,103,,363,,1912,,1616,,"TEXAS
(31.827233, -99.423022)",
MONTANA,2016,22,,-,2,,6,,26,,23,,,-,0,,1,,3,,10,,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2016,22,,-,0,,3,,8,,9,,,-,1,,7,,26,,47,,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2016,22,,-,4,,11,,49,,67,,,-,3,,10,,73,,12,,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,22,2,,3,,10,,40,,25,,,-,1,,5,,29,,4,,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2016,22,,-,0,,386,,30,,,-,3,,0,,152,,75,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2016,22,,-,4,,16,,83,,50,,,-,4,,10,,62,,204,,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2016,22,,-,4,,12,,46,,54,,4,,9,,24,,204,,103,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2016,22,,-,0,,3,,5,,4,,,-,0,,4,,2,,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,22,,-,1,,3,,12,,19,,,-,10,,31,,141,,222,,"ALABAMA
(32.839182, -86.631125)",
FLORIDA,2016,22,3,,3,,8,,64,,39,,10,,21,,86,,264,,839,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2016,22,1,,2,,9,,54,,35,,3,,2,,14,,99,,34,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,22,,-,1,,10,,19,,24,,,-,3,,13,,50,,98,,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2016,22,,-,0,,4,,6,,4,,,-,0,,1,,,-,3,,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2016,22,,-,2,,6,,37,,16,,,-,3,,11,,66,,47,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2016,22,,-,0,,5,,,-,12,,,-,0,,4,,3,,,-,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2016,22,,-,0,,2,,6,,32,,1,,5,,16,,118,,59,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2016,22,,-,1,,6,,19,,18,,,-,4,,18,,77,,243,,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2016,22,,-,1,,33,,73,,28,,,-,1,,4,,12,,22,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2016,22,,-,2,,11,,45,,34,,16,,18,,49,,660,,166,,"ARIZONA
(34.869712, -111.760902)",
IOWA,2016,22,,-,3,,10,,47,,37,,,-,13,,41,,273,,232,,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2016,23,37,,110,,550,,1717,,2095,,159,,421,,980,,8061,,8375,,,
NEW ENGLAND,2016,23,,-,5,,36,,132,,76,,,-,5,,16,,96,,90,,,
MID. ATLANTIC,2016,23,9,,11,,34,,221,,212,,14,,27,,58,,538,,884,,,
NEW YORK CITY,2016,23,1,,1,,8,,45,,39,,7,,8,,21,,177,,428,,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,9,,13,,36,,173,,285,,27,,54,,121,,1435,,992,,,
W.N. CENTRAL,2016,23,1,,16,,51,,186,,290,,1,,45,,98,,564,,852,,,
S. ATLANTIC,2016,23,4,,11,,25,,182,,193,,47,,67,,139,,1116,,1859,,,
DIST. OF COL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,4,,5,,15,,98,,104,,5,,18,,47,,327,,666,,,
W.S. CENTRAL,2016,23,3,,16,,92,,306,,290,,47,,129,,497,,2463,,2074,,,
MOUNTAIN,2016,23,7,,12,,41,,153,,205,,13,,24,,53,,776,,270,,,
PACIFIC,2016,23,,-,18,,399,,266,,440,,5,,45,,190,,746,,688,,,
AMER. SAMOA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WYOMING,2016,23,,-,0,,5,,1,,17,,,-,0,,4,,3,,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2016,23,,-,1,,8,,31,,32,,3,,7,,22,,171,,107,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2016,23,1,,2,,9,,56,,39,,,-,2,,14,,104,,34,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2016,23,,-,0,,2,,4,,5,,,-,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2016,23,,-,1,,6,,28,,45,,19,,22,,40,,357,,540,,"GEORGIA
(32.836038, -83.631709)",
MAINE,2016,23,,-,0,,3,,10,,8,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,23,,-,0,,1,,2,,2,,,-,0,,3,,15,,15,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,23,,-,1,,6,,15,,22,,,-,6,,34,,108,,105,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2016,23,,-,0,,3,,3,,12,,,-,1,,6,,32,,23,,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2016,23,,-,12,,53,,238,,193,,22,,102,,363,,1983,,1754,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2016,23,2,,3,,12,,50,,61,,3,,9,,24,,217,,110,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2016,23,,-,2,,16,,,-,53,,,-,1,,8,,,-,24,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2016,23,4,,3,,11,,59,,51,,,-,3,,10,,72,,132,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,23,,-,0,,3,,8,,9,,,-,1,,7,,26,,48,,"MISSISSIPPI
(32.738663, -89.537312)",
IDAHO,2016,23,2,,3,,10,,48,,28,,1,,1,,5,,32,,4,,"IDAHO
(43.680635, -114.364237)",
MONTANA,2016,23,2,,2,,6,,30,,24,,,-,0,,1,,3,,10,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2016,23,,-,1,,10,,19,,29,,,-,3,,13,,50,,103,,"MARYLAND
(39.290443, -76.612333)",
NEW YORK,2016,23,6,,4,,16,,91,,58,,4,,4,,9,,68,,208,,"NEW YORK
(42.826892, -75.544286)",
NORTH DAKOTA,2016,23,,-,1,,6,,11,,12,,,-,0,,2,,9,,11,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSOURI,2016,23,,-,3,,21,,9,,76,,,-,13,,52,,27,,333,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2016,23,,-,1,,33,,75,,33,,,-,1,,4,,12,,23,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2016,23,,-,3,,23,,,-,64,,,-,3,,21,,,-,49,,"MINNESOTA
(44.943719, -93.094281)",
KANSAS,2016,23,,-,2,,7,,37,,37,,1,,4,,14,,135,,30,,"KANSAS
(38.345528, -98.201847)",
NEVADA,2016,23,,-,0,,7,,4,,7,,,-,0,,3,,2,,18,,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2016,23,,-,0,,3,,7,,4,,,-,0,,4,,2,,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
OKLAHOMA,2016,23,2,,1,,33,,29,,33,,17,,16,,165,,284,,237,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2016,23,,-,2,,6,,37,,18,,,-,3,,11,,70,,51,,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2016,23,,-,0,,4,,6,,4,,,-,0,,1,,,-,3,,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2016,23,,-,0,,386,,30,,,-,1,,0,,152,,76,,,-,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2016,23,,-,1,,6,,19,,24,,2,,4,,18,,82,,251,,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2016,23,,-,0,,4,,3,,10,,,-,0,,2,,3,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,23,,-,1,,3,,12,,20,,3,,10,,31,,147,,235,,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2016,23,3,,2,,11,,52,,41,,12,,19,,49,,671,,171,,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2016,23,,-,3,,9,,42,,67,,,-,14,,35,,233,,361,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,23,2,,2,,7,,45,,49,,4,,8,,23,,164,,211,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,23,,-,0,,2,,1,,3,,,-,0,,5,,11,,12,,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2016,23,,-,1,,5,,19,,19,,,-,1,,20,,8,,128,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,23,,-,0,,2,,6,,33,,1,,5,,16,,119,,63,,"LOUISIANA
(31.2931, -92.463284)",
HAWAII,2016,23,,-,0,,2,,7,,30,,,-,1,,6,,16,,30,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2016,23,,-,2,,8,,21,,34,,,-,5,,10,,95,,140,,"INDIANA
(39.76845, -86.156212)",
GUAM,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2016,23,,-,1,,8,,15,,23,,,-,1,,8,,33,,20,,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2016,23,,-,13,,33,,177,,333,,4,,38,,158,,577,,644,,"CALIFORNIA
(37.640735, -121.002435)",
OHIO,2016,23,7,,4,,19,,59,,61,,13,,19,,54,,531,,198,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,23,,-,3,,10,,54,,43,,,-,13,,35,,281,,267,,"IOWA
(42.46942, -93.815856)",
OREGON,2016,23,,-,4,,11,,48,,72,,,-,3,,10,,74,,12,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2016,23,1,,1,,7,,33,,31,,7,,3,,9,,77,,20,,"ARKANSAS
(34.748745, -92.275105)",
NEW JERSEY,2016,23,,-,2,,8,,35,,54,,,-,6,,15,,76,,138,,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2016,23,,-,0,,1,,,-,1,,,-,0,,7,,9,,2,,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2016,23,,-,2,,12,,6,,74,,10,,12,,33,,412,,82,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2016,23,,-,0,,7,,13,,19,,,-,4,,44,,123,,101,,"SOUTH CAROLINA
(34.009286, -81.037094)",
FLORIDA,2016,23,4,,3,,8,,67,,40,,25,,21,,52,,290,,884,,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2016,24,82,,111,,548,,1887,,2295,,190,,421,,981,,8482,,8790,,,
NEW ENGLAND,2016,24,1,,5,,36,,142,,81,,2,,5,,16,,101,,93,,,
MID. ATLANTIC,2016,24,19,,11,,34,,244,,222,,11,,27,,58,,555,,903,,,
NEW YORK CITY,2016,24,4,,1,,8,,49,,39,,7,,7,,21,,183,,434,,"NEW YORK CITY
",
E.N. CENTRAL,2016,24,8,,12,,36,,187,,300,,31,,56,,122,,1523,,1043,,,
W.N. CENTRAL,2016,24,1,,16,,51,,209,,327,,1,,42,,98,,577,,913,,,
S. ATLANTIC,2016,24,2,,10,,23,,194,,229,,31,,67,,130,,1171,,1952,,,
E.S. CENTRAL,2016,24,3,,5,,15,,105,,119,,2,,18,,47,,334,,713,,,
W.S. CENTRAL,2016,24,6,,15,,92,,315,,329,,86,,129,,497,,2612,,2182,,,
MOUNTAIN,2016,24,5,,12,,41,,166,,229,,20,,25,,53,,826,,273,,,
PACIFIC,2016,24,37,,18,,399,,325,,459,,6,,45,,190,,783,,718,,,
AMER. SAMOA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2016,24,,-,1,,33,,77,,34,,,-,1,,4,,14,,24,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,24,,-,0,,3,,7,,5,,,-,0,,4,,2,,4,,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2016,24,2,,3,,6,,69,,59,,17,,21,,52,,308,,935,,"FLORIDA
(28.915325, -81.922409)",
GUAM,2016,24,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2016,24,,-,3,,9,,44,,70,,,-,14,,35,,243,,379,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2016,24,,-,2,,16,,,-,63,,,-,1,,8,,,-,25,,"COLORADO
(38.841772, -106.132562)",
MAINE,2016,24,,-,0,,3,,10,,9,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
MONTANA,2016,24,2,,2,,6,,33,,26,,,-,0,,1,,3,,10,,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2016,24,9,,4,,16,,102,,61,,2,,4,,10,,72,,209,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2016,24,,-,0,,7,,13,,26,,,-,4,,44,,123,,105,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2016,24,,-,1,,3,,12,,21,,,-,10,,31,,149,,253,,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2016,24,,-,1,,6,,23,,29,,,-,4,,18,,82,,269,,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2016,24,,-,0,,4,,5,,10,,,-,0,,2,,3,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2016,24,,-,2,,12,,6,,76,,6,,13,,33,,431,,86,,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2016,24,3,,3,,11,,63,,59,,2,,3,,10,,75,,142,,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2016,24,,-,0,,4,,1,,19,,,-,0,,4,,3,,,-,"WYOMING
(43.23558, -108.110518)",
MISSISSIPPI,2016,24,,-,0,,3,,7,,10,,,-,1,,7,,28,,49,,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2016,24,,-,4,,11,,54,,75,,1,,3,,10,,75,,15,,"OREGON
(44.567912, -120.156945)",
HAWAII,2016,24,1,,0,,2,,8,,31,,,-,1,,6,,16,,31,,"HAWAII
(21.30992, -157.858158)",
MARYLAND,2016,24,,-,1,,10,,22,,30,,,-,3,,13,,56,,106,,"MARYLAND
(39.290443, -76.612333)",
OHIO,2016,24,8,,4,,19,,66,,66,,21,,19,,54,,550,,207,,"OHIO
(40.056807, -82.405897)",
IDAHO,2016,24,2,,3,,10,,50,,30,,2,,1,,5,,34,,4,,"IDAHO
(43.680635, -114.364237)",
VERMONT,2016,24,,-,0,,4,,7,,5,,,-,0,,1,,1,,3,,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2016,24,1,,2,,9,,58,,43,,1,,2,,14,,105,,34,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2016,24,1,,12,,53,,240,,227,,74,,102,,363,,2104,,1850,,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2016,24,1,,2,,11,,56,,42,,18,,19,,49,,717,,172,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2016,24,,-,2,,7,,43,,41,,,-,4,,14,,135,,31,,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2016,24,36,,0,,386,,66,,,-,2,,0,,152,,78,,,-,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2016,24,,-,0,,1,,2,,2,,,-,0,,3,,15,,15,,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2016,24,,-,2,,6,,41,,20,,2,,3,,11,,72,,53,,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2016,24,,-,3,,10,,67,,53,,,-,13,,30,,293,,288,,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2016,24,,-,1,,6,,15,,22,,,-,6,,34,,116,,106,,"NORTH CAROLINA
(35.47995, -79.180571)",
NORTH DAKOTA,2016,24,,-,1,,6,,13,,14,,,-,0,,2,,9,,13,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2016,24,,-,0,,7,,4,,7,,,-,0,,3,,2,,18,,"NEVADA
(39.491833, -117.070159)",
PUERTO RICO,2016,24,,-,0,,1,,,-,1,,,-,0,,7,,9,,2,,"PUERTO RICO
(18.215692, -66.414655)",
CALIFORNIA,2016,24,,-,12,,33,,193,,348,,3,,38,,158,,611,,670,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2016,24,,-,0,,3,,5,,14,,,-,1,,8,,34,,23,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,24,,-,3,,21,,9,,86,,,-,13,,52,,27,,348,,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2016,24,,-,0,,2,,6,,33,,1,,5,,16,,136,,66,,"LOUISIANA
(31.2931, -92.463284)",
NEW JERSEY,2016,24,,-,2,,8,,36,,54,,,-,6,,15,,76,,146,,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2016,24,,-,1,,6,,29,,50,,6,,22,,38,,367,,562,,"GEORGIA
(32.836038, -83.631709)",
SOUTH DAKOTA,2016,24,,-,1,,5,,19,,20,,,-,1,,19,,8,,147,,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2016,24,,-,2,,8,,22,,38,,,-,5,,12,,123,,147,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2016,24,,-,2,,8,,37,,35,,8,,7,,22,,184,,119,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,24,,-,2,,23,,,-,70,,,-,2,,21,,,-,52,,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2016,24,,-,2,,6,,49,,50,,4,,8,,23,,176,,224,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,24,1,,0,,2,,2,,3,,,-,0,,5,,11,,12,,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2016,24,,-,1,,8,,17,,28,,,-,1,,5,,33,,21,,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2016,24,2,,1,,7,,37,,36,,2,,3,,9,,79,,20,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,24,,-,0,,2,,4,,5,,,-,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
OKLAHOMA,2016,24,3,,1,,33,,32,,33,,9,,16,,165,,293,,246,,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2016,24,6,,3,,12,,57,,68,,2,,9,,24,,224,,114,,"PENNSYLVANIA
(40.789676, -77.858055)",
UNITED STATES,2016,25,55,,110,,549,,2016,,2470,,294,,421,,981,,8962,,9257,,,
NEW ENGLAND,2016,25,2,,5,,36,,146,,83,,,-,5,,16,,102,,109,,,
MID. ATLANTIC,2016,25,18,,12,,34,,271,,242,,35,,27,,58,,597,,926,,,
NEW YORK CITY,2016,25,3,,1,,8,,51,,42,,17,,7,,21,,200,,438,,"NEW YORK CITY
",
E.N. CENTRAL,2016,25,5,,12,,36,,195,,325,,35,,58,,122,,1598,,1079,,,
W.N. CENTRAL,2016,25,3,,16,,51,,227,,346,,2,,38,,98,,588,,968,,,
S. ATLANTIC,2016,25,5,,10,,23,,207,,245,,32,,67,,130,,1234,,2049,,,
DIST. OF COL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,25,6,,5,,13,,115,,127,,4,,18,,47,,349,,756,,,
W.S. CENTRAL,2016,25,8,,15,,92,,327,,367,,145,,129,,497,,2806,,2323,,,
MOUNTAIN,2016,25,7,,12,,41,,176,,251,,34,,26,,53,,870,,290,,,
PACIFIC,2016,25,1,,18,,399,,352,,484,,7,,45,,190,,818,,757,,,
