Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag",Location 1,Location 2
ALASKA,2015,7,,-,0,,1,,,-,,-,5,,2,,17,,23,,6,,,-,0,,1,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
UNITED STATES,2015,8,4,,12,,118,,51,,81,,130,,536,,788,,2478,,3322,,17,,60,,117,,170,,273,,,
NEW ENGLAND,2015,8,,-,0,,2,,,-,1,,2,,21,,55,,82,,82,,,-,6,,16,,14,,19,,,
MID. ATLANTIC,2015,8,,-,2,,14,,11,,37,,16,,38,,85,,255,,243,,2,,6,,15,,20,,31,,,
E.N. CENTRAL,2015,8,,-,5,,108,,11,,30,,19,,91,,187,,406,,919,,,-,1,,14,,5,,,-,,
W.N. CENTRAL,2015,8,,-,0,,6,,2,,2,,14,,47,,81,,455,,308,,,-,2,,8,,13,,8,,,
S. ATLANTIC,2015,8,3,,0,,9,,11,,,-,31,,54,,100,,300,,477,,5,,8,,19,,60,,127,,,
DIST. OF COL.,2015,8,,-,0,,4,,,-,,-,,-,0,,3,,1,,4,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,8,,-,0,,2,,4,,1,,7,,18,,31,,105,,157,,,-,1,,7,,,-,8,,,
W.S. CENTRAL,2015,8,1,,0,,3,,5,,2,,24,,55,,150,,132,,269,,9,,23,,97,,56,,61,,,
MOUNTAIN,2015,8,,-,0,,4,,7,,6,,12,,72,,115,,401,,779,,,-,1,,8,,,-,3,,,
PACIFIC,2015,8,,-,0,,6,,,-,2,,5,,141,,333,,342,,88,,1,,3,,21,,2,,16,,,
AMER. SAMOA,2015,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MICHIGAN,2015,8,,-,0,,3,,,-,3,,2,,20,,73,,84,,160,,,-,0,,5,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NORTH DAKOTA,2015,8,,-,0,,1,,,-,,-,,-,0,,8,,3,,3,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW HAMPSHIRE,2015,8,,-,0,,2,,,-,,-,,-,1,,5,,1,,7,,,-,0,,2,,1,,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW JERSEY,2015,8,,-,0,,9,,3,,3,,,-,5,,15,,5,,48,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
OREGON,2015,8,,-,0,,1,,,-,,-,5,,9,,16,,55,,60,,,-,0,,3,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
PUERTO RICO,2015,8,,-,0,,0,,,-,,-,,-,0,,2,,2,,5,,,-,0,,4,,,-,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MINNESOTA,2015,8,,-,0,,6,,,-,,-,,-,11,,29,,,-,98,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ARKANSAS,2015,8,,-,0,,1,,1,,,-,,-,4,,14,,3,,51,,2,,1,,23,,11,,11,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
PENNSYLVANIA,2015,8,,-,0,,5,,2,,,-,9,,15,,38,,120,,101,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WYOMING,2015,8,,-,0,,0,,,-,,-,,-,0,,6,,,-,7,,,-,0,,5,,,-,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
WISCONSIN,2015,8,,-,0,,10,,1,,2,,1,,22,,75,,59,,193,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW MEXICO,2015,8,,-,0,,1,,,-,,-,,-,5,,14,,28,,81,,,-,0,,2,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
DELAWARE,2015,8,,-,0,,0,,,-,,-,,-,0,,20,,2,,125,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ARIZONA,2015,8,,-,0,,1,,,-,5,,5,,7,,29,,91,,130,,,N,0,,0,,,N,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
VERMONT,2015,8,,-,0,,0,,,-,,-,,-,0,,5,,2,,2,,,-,1,,4,,,-,5,,"VERMONT
(43.62538389600007, -72.51763667599994)",
IOWA,2015,8,,-,0,,3,,1,,1,,,-,3,,11,,15,,28,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
KANSAS,2015,8,,-,0,,1,,,-,,-,,-,7,,22,,69,,43,,,-,1,,5,,11,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NORTH CAROLINA,2015,8,,-,0,,2,,1,,,-,14,,11,,76,,122,,107,,,-,0,,6,,29,,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TENNESSEE,2015,8,,-,0,,2,,2,,1,,5,,5,,16,,53,,49,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
CALIFORNIA,2015,8,,-,0,,6,,,-,2,,,-,103,,307,,183,,10,,,-,3,,21,,,-,16,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
GUAM,2015,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW YORK,2015,8,,-,0,,1,,1,,1,,7,,16,,61,,125,,86,,2,,6,,15,,20,,31,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
FLORIDA,2015,8,,-,0,,1,,1,,,-,11,,11,,32,,53,,119,,5,,0,,3,,13,,95,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ALASKA,2015,8,,-,0,,1,,,-,,-,,-,3,,17,,23,,6,,1,,0,,1,,1,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
WEST VIRGINIA,2015,8,,-,0,,1,,1,,,-,,-,0,,3,,7,,7,,,-,1,,3,,2,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
COLORADO,2015,8,,-,0,,1,,1,,1,,,-,23,,35,,161,,264,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
MARYLAND,2015,8,,-,0,,1,,1,,,-,2,,3,,17,,31,,23,,,-,6,,19,,16,,30,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEVADA,2015,8,,-,0,,1,,,-,,-,,-,2,,7,,6,,35,,,-,0,,4,,,-,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
NEBRASKA,2015,8,,-,0,,0,,,-,,-,13,,4,,72,,317,,44,,,-,0,,3,,1,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
IDAHO,2015,8,,-,0,,3,,6,,,-,2,,5,,23,,22,,44,,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
MONTANA,2015,8,,-,0,,1,,,-,,-,5,,9,,27,,68,,35,,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
SOUTH CAROLINA,2015,8,,-,0,,1,,,-,,-,3,,3,,9,,29,,9,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,8,,-,0,,5,,,-,,-,,-,8,,115,,79,,10,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
CONNECTICUT,2015,8,,-,0,,0,,,-,,-,,-,1,,7,,2,,3,,,-,3,,13,,10,,9,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
SOUTH DAKOTA,2015,8,,-,0,,0,,,-,,-,,-,1,,11,,1,,18,,,-,0,,2,,1,,3,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MAINE,2015,8,,-,0,,0,,,-,,-,2,,9,,35,,75,,31,,,-,1,,3,,3,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
TEXAS,2015,8,1,,0,,3,,3,,2,,21,,47,,129,,116,,202,,6,,19,,97,,37,,47,,"TEXAS
(31.827240467000024, -99.42676785299994)",
RHODE ISLAND,2015,8,,-,0,,0,,,-,,-,,-,0,,23,,2,,10,,,-,0,,4,,,-,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW YORK CITY,2015,8,,-,1,,12,,5,,33,,,-,2,,6,,5,,8,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
GEORGIA,2015,8,,-,0,,0,,,-,,-,1,,7,,15,,40,,33,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
ALABAMA,2015,8,,-,0,,1,,,-,,-,1,,5,,13,,30,,30,,,-,1,,7,,,-,6,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
VIRGINIA,2015,8,3,,0,,8,,7,,,-,,-,9,,35,,15,,50,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MISSISSIPPI,2015,8,,-,0,,0,,,-,,-,,-,1,,5,,1,,11,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MISSOURI,2015,8,,-,0,,2,,1,,1,,1,,9,,23,,50,,74,,,-,0,,3,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OHIO,2015,8,,-,2,,97,,10,,6,,16,,23,,53,,212,,412,,,-,0,,5,,5,,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
LOUISIANA,2015,8,,-,0,,1,,1,,,-,3,,1,,6,,12,,15,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MASSACHUSETTS,2015,8,,-,0,,2,,,-,1,,,-,6,,16,,,-,29,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ILLINOIS,2015,8,,-,1,,15,,,-,10,,,-,12,,42,,37,,95,,,-,0,,6,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OKLAHOMA,2015,8,,-,0,,2,,,-,,-,,-,0,,32,,1,,1,,1,,1,,17,,8,,3,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
UTAH,2015,8,,-,0,,1,,,-,,-,,-,13,,38,,25,,183,,,-,0,,4,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
HAWAII,2015,8,,-,0,,1,,,-,,-,,-,0,,4,,2,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
INDIANA,2015,8,,-,0,,2,,,-,9,,,-,8,,21,,14,,59,,,-,0,,4,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
KENTUCKY,2015,8,,-,0,,2,,2,,,-,1,,5,,11,,21,,67,,,-,0,,2,,,-,2,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
UNITED STATES,2015,9,1,,12,,118,,55,,91,,158,,535,,788,,2776,,3701,,31,,60,,117,,212,,320,,,
NEW ENGLAND,2015,9,,-,0,,2,,,-,1,,5,,21,,53,,95,,91,,,-,6,,16,,15,,25,,,
MID. ATLANTIC,2015,9,1,,2,,14,,15,,41,,21,,38,,84,,279,,281,,3,,6,,15,,23,,36,,,
E.N. CENTRAL,2015,9,,-,5,,108,,11,,33,,13,,91,,187,,443,,989,,3,,1,,14,,8,,,-,,
W.N. CENTRAL,2015,9,,-,0,,6,,2,,3,,21,,47,,79,,495,,334,,1,,2,,8,,14,,10,,,
S. ATLANTIC,2015,9,,-,1,,9,,11,,,-,9,,52,,100,,318,,539,,7,,8,,19,,66,,135,,,
DIST. OF COL.,2015,9,,-,0,,4,,,-,,-,,-,0,,3,,1,,4,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,9,,-,0,,2,,4,,2,,4,,18,,31,,117,,177,,,-,1,,7,,11,,8,,,
W.S. CENTRAL,2015,9,,-,0,,3,,5,,2,,26,,55,,163,,163,,315,,17,,23,,102,,73,,78,,,
MOUNTAIN,2015,9,,-,0,,4,,7,,7,,13,,72,,115,,421,,858,,,-,1,,8,,,-,4,,,
PACIFIC,2015,9,,-,0,,6,,,-,2,,46,,144,,332,,445,,117,,,-,2,,21,,2,,24,,,
AMER. SAMOA,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW MEXICO,2015,9,,-,0,,1,,,-,,-,,-,5,,14,,28,,87,,,-,0,,3,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
RHODE ISLAND,2015,9,,-,0,,0,,,-,,-,,-,0,,23,,2,,13,,,-,0,,4,,,-,3,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
COLORADO,2015,9,,-,0,,1,,1,,1,,,-,23,,35,,161,,291,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
ALABAMA,2015,9,,-,0,,1,,,-,,-,,-,5,,13,,37,,37,,,-,1,,7,,11,,6,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
WISCONSIN,2015,9,,-,0,,10,,1,,2,,1,,22,,75,,65,,210,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
GEORGIA,2015,9,,-,0,,0,,,-,,-,,-,7,,15,,40,,41,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW JERSEY,2015,9,,-,0,,9,,4,,5,,,-,5,,15,,6,,54,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
DELAWARE,2015,9,,-,0,,0,,,-,,-,,-,0,,12,,2,,145,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ARKANSAS,2015,9,,-,0,,1,,1,,,-,,-,4,,14,,5,,53,,,-,1,,23,,11,,16,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
LOUISIANA,2015,9,,-,0,,1,,1,,,-,,-,1,,6,,12,,16,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NORTH DAKOTA,2015,9,,-,0,,1,,,-,,-,,-,0,,8,,3,,3,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEBRASKA,2015,9,,-,0,,0,,,-,,-,21,,5,,70,,350,,48,,,-,0,,3,,1,,2,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
CALIFORNIA,2015,9,,-,0,,6,,,-,2,,,-,104,,306,,238,,24,,,-,2,,21,,,-,24,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK CITY,2015,9,,-,1,,12,,6,,35,,,-,2,,6,,5,,8,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
HAWAII,2015,9,,-,0,,1,,,-,,-,,-,0,,4,,2,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
CONNECTICUT,2015,9,,-,0,,0,,,-,,-,,-,1,,7,,7,,5,,,-,3,,13,,11,,11,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
WASHINGTON,2015,9,,-,0,,5,,,-,,-,44,,8,,115,,117,,15,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
OREGON,2015,9,,-,0,,1,,,-,,-,2,,9,,16,,65,,68,,,-,0,,3,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MISSOURI,2015,9,,-,0,,2,,1,,1,,,-,9,,23,,50,,82,,,-,0,,3,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
SOUTH DAKOTA,2015,9,,-,0,,0,,,-,,-,,-,1,,11,,1,,20,,,-,0,,2,,1,,3,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MAINE,2015,9,,-,0,,0,,,-,,-,5,,9,,35,,82,,34,,,-,1,,3,,3,,3,,"MAINE
(45.25422910300006, -68.98502586699993)",
GUAM,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
PUERTO RICO,2015,9,,-,0,,0,,,-,,-,,-,0,,2,,2,,5,,2,,0,,4,,2,,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
VIRGINIA,2015,9,,-,0,,8,,7,,,-,1,,9,,37,,21,,59,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
IOWA,2015,9,,-,0,,3,,1,,2,,,-,3,,11,,18,,29,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
KENTUCKY,2015,9,,-,0,,2,,2,,,-,,-,5,,11,,21,,75,,,-,0,,2,,,-,2,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ILLINOIS,2015,9,,-,1,,15,,,-,11,,,-,12,,42,,38,,106,,,-,0,,6,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
SOUTH CAROLINA,2015,9,,-,0,,1,,,-,,-,1,,3,,9,,32,,9,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
KANSAS,2015,9,,-,0,,1,,,-,,-,,-,7,,22,,73,,47,,1,,1,,5,,12,,4,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW YORK,2015,9,1,,0,,1,,3,,1,,17,,16,,59,,139,,107,,3,,6,,15,,23,,36,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
TENNESSEE,2015,9,,-,0,,2,,2,,2,,4,,6,,16,,58,,54,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEVADA,2015,9,,-,0,,1,,,-,,-,,-,2,,7,,6,,36,,,-,0,,4,,,-,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
MICHIGAN,2015,9,,-,0,,3,,,-,3,,2,,20,,73,,100,,183,,,-,0,,5,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
VERMONT,2015,9,,-,0,,0,,,-,,-,,-,0,,5,,2,,2,,,-,1,,4,,,-,6,,"VERMONT
(43.62538389600007, -72.51763667599994)",
INDIANA,2015,9,,-,0,,2,,,-,10,,,-,8,,21,,18,,65,,,-,0,,4,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
MARYLAND,2015,9,,-,0,,1,,1,,,-,,-,3,,16,,32,,24,,,-,6,,19,,16,,38,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
OHIO,2015,9,,-,2,,97,,10,,7,,10,,23,,53,,222,,425,,3,,0,,5,,8,,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
WEST VIRGINIA,2015,9,,-,0,,1,,1,,,-,,-,0,,4,,8,,7,,,-,1,,3,,2,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OKLAHOMA,2015,9,,-,0,,2,,,-,,-,4,,0,,32,,5,,1,,3,,1,,17,,11,,12,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
IDAHO,2015,9,,-,0,,3,,6,,,-,7,,5,,23,,29,,50,,,-,0,,2,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
MINNESOTA,2015,9,,-,0,,6,,,-,,-,,-,11,,29,,,-,105,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
FLORIDA,2015,9,,-,0,,1,,1,,,-,4,,11,,32,,57,,130,,6,,0,,3,,14,,95,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MASSACHUSETTS,2015,9,,-,0,,2,,,-,1,,,-,6,,15,,,-,29,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NORTH CAROLINA,2015,9,,-,0,,2,,1,,,-,3,,11,,76,,125,,120,,1,,0,,6,,34,,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ALASKA,2015,9,,-,0,,1,,,-,,-,,-,3,,18,,23,,7,,,-,0,,1,,1,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
TEXAS,2015,9,,-,0,,3,,3,,2,,22,,47,,142,,141,,245,,14,,19,,102,,51,,50,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW HAMPSHIRE,2015,9,,-,0,,2,,,-,,-,,-,1,,5,,2,,8,,,-,0,,2,,1,,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
UTAH,2015,9,,-,0,,1,,,-,,-,,-,12,,38,,27,,209,,,-,0,,4,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
MISSISSIPPI,2015,9,,-,0,,0,,,-,,-,,-,1,,5,,1,,11,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
WYOMING,2015,9,,-,0,,0,,,-,,-,,-,0,,6,,,-,7,,,-,0,,5,,,-,2,,"WYOMING
(43.23554100600006, -108.10982701399996)",
PENNSYLVANIA,2015,9,,-,0,,5,,2,,,-,4,,15,,38,,129,,112,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MONTANA,2015,9,,-,0,,1,,,-,,-,4,,9,,27,,73,,41,,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
ARIZONA,2015,9,,-,0,,1,,,-,6,,2,,7,,29,,97,,137,,,N,0,,0,,,N,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
UNITED STATES,2015,10,2,,11,,118,,62,,118,,135,,545,,792,,3262,,4727,,41,,69,,124,,263,,415,,,
NEW ENGLAND,2015,10,,-,0,,2,,,-,1,,1,,21,,53,,122,,102,,1,,6,,16,,16,,28,,,
MID. ATLANTIC,2015,10,,-,2,,14,,17,,50,,12,,37,,84,,302,,314,,9,,6,,15,,32,,41,,,
VIRGIN ISL.,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
E.N. CENTRAL,2015,10,1,,5,,108,,14,,48,,14,,91,,187,,501,,1065,,,-,1,,14,,8,,,-,,
W.N. CENTRAL,2015,10,,-,0,,6,,2,,3,,7,,47,,83,,533,,365,,,-,2,,8,,15,,10,,,
S. ATLANTIC,2015,10,,-,1,,9,,12,,,-,17,,52,,100,,337,,585,,7,,13,,26,,75,,192,,,
DIST. OF COL.,2015,10,,-,0,,4,,,-,,-,,-,0,,3,,1,,4,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,10,,-,0,,2,,4,,2,,3,,17,,31,,129,,188,,1,,1,,7,,12,,8,,,
W.S. CENTRAL,2015,10,,-,0,,2,,5,,3,,22,,54,,167,,190,,370,,23,,23,,102,,103,,101,,,
MOUNTAIN,2015,10,1,,0,,5,,8,,8,,18,,71,,115,,490,,962,,,-,1,,8,,,-,4,,,
PACIFIC,2015,10,,-,0,,6,,,-,3,,41,,146,,346,,658,,776,,,-,2,,21,,2,,31,,,
AMER. SAMOA,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALASKA,2015,10,,-,0,,1,,,-,,-,,-,3,,18,,23,,8,,,-,0,,1,,1,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
CONNECTICUT,2015,10,,-,0,,0,,,-,,-,,-,1,,7,,7,,6,,,-,3,,13,,11,,13,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NORTH CAROLINA,2015,10,,-,0,,2,,1,,,-,3,,11,,76,,128,,125,,5,,6,,15,,39,,50,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEW YORK CITY,2015,10,,-,1,,12,,8,,42,,,-,2,,6,,12,,8,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
RHODE ISLAND,2015,10,,-,0,,0,,,-,,-,,-,0,,23,,2,,13,,,-,0,,4,,,-,3,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
OHIO,2015,10,1,,2,,97,,11,,8,,12,,23,,53,,234,,451,,,-,0,,5,,8,,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
KANSAS,2015,10,,-,0,,1,,,-,,-,,-,7,,22,,80,,51,,,-,1,,5,,13,,4,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MINNESOTA,2015,10,,-,0,,6,,,-,,-,,-,12,,29,,,-,116,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
COLORADO,2015,10,,-,0,,1,,1,,1,,,-,23,,34,,186,,326,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
SOUTH CAROLINA,2015,10,,-,0,,1,,,-,,-,,-,3,,9,,32,,10,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
FLORIDA,2015,10,,-,0,,1,,1,,,-,14,,11,,32,,71,,145,,,-,0,,9,,16,,95,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
HAWAII,2015,10,,-,0,,1,,,-,,-,,-,0,,4,,2,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW JERSEY,2015,10,,-,0,,9,,4,,5,,,-,4,,15,,9,,61,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MAINE,2015,10,,-,0,,0,,,-,,-,1,,9,,35,,83,,40,,1,,1,,3,,4,,4,,"MAINE
(45.25422910300006, -68.98502586699993)",
MISSOURI,2015,10,,-,0,,2,,1,,1,,,-,9,,23,,50,,90,,,-,0,,3,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OREGON,2015,10,,-,0,,1,,,-,,-,5,,9,,16,,85,,78,,,-,0,,3,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
