 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag",Location 1,Location 2
HAWAII,2016,7,1,,1,,3,,3,,2,,3,,22,,38,,66,,184,,4,,0,,2,,9,,,-,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2016,7,,-,0,,3,,1,,4,,1,,12,,26,,90,,84,,,-,0,,2,,3,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2016,7,5,,8,,15,,55,,55,,,-,318,,398,,1508,,2093,,3,,3,,8,,33,,34,,"OHIO
(40.056807, -82.405897)",
MONTANA,2016,7,3,,1,,6,,9,,7,,10,,17,,30,,144,,121,,1,,0,,2,,2,,,-,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2016,7,4,,3,,10,,31,,25,,,-,123,,250,,210,,994,,2,,1,,6,,14,,16,,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2016,7,,-,0,,3,,,-,24,,114,,180,,238,,1413,,1174,,,-,0,,1,,,-,12,,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2016,7,15,,20,,33,,118,,124,,228,,464,,722,,2855,,2751,,5,,3,,57,,47,,29,,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2016,7,1,,4,,13,,26,,35,,,-,118,,189,,,-,611,,2,,1,,6,,24,,20,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2016,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
DELAWARE,2016,7,,-,0,,3,,,-,3,,29,,35,,66,,226,,242,,,-,0,,2,,3,,3,,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2016,7,14,,39,,71,,201,,244,,424,,1061,,1277,,7137,,7022,,,-,1,,5,,5,,8,,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2016,7,,-,4,,20,,,-,36,,75,,89,,172,,701,,529,,1,,2,,6,,13,,16,,"COLORADO
(38.841772, -106.132562)",
MAINE,2016,7,1,,2,,9,,13,,6,,,-,8,,20,,,-,28,,,-,0,,3,,4,,8,,"MAINE
(45.252223, -68.986647)",
WASHINGTON,2016,7,7,,7,,101,,31,,16,,92,,134,,240,,848,,925,,,-,0,,2,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2016,7,6,,13,,22,,49,,77,,197,,253,,371,,2052,,1720,,3,,4,,11,,35,,31,,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2016,7,9,,12,,51,,107,,95,,107,,319,,364,,1554,,2258,,,-,3,,14,,20,,26,,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2016,7,,N,0,,0,,,N,,N,54,,140,,231,,791,,1151,,1,,3,,10,,30,,27,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2016,7,,-,1,,4,,2,,10,,,-,51,,75,,143,,405,,,-,0,,3,,3,,7,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,7,,-,1,,4,,3,,11,,12,,44,,81,,262,,387,,,-,1,,5,,11,,11,,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2016,7,,-,0,,1,,,-,,-,8,,77,,95,,444,,569,,,-,1,,8,,,-,36,,"MINNESOTA
(44.943719, -93.094281)",
NEW JERSEY,2016,7,,-,0,,9,,,-,40,,51,,138,,169,,920,,1004,,,-,2,,6,,13,,16,,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2016,7,,-,4,,13,,9,,18,,11,,26,,40,,182,,205,,,-,1,,4,,3,,4,,"UTAH
(39.359772, -111.584173)",
ARIZONA,2016,7,2,,3,,7,,23,,16,,84,,155,,252,,1043,,963,,1,,2,,10,,33,,33,,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2016,7,,-,1,,5,,2,,6,,,-,13,,29,,39,,131,,,-,1,,3,,,-,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
INDIANA,2016,7,,-,3,,11,,8,,18,,86,,150,,304,,1220,,1005,,,-,2,,8,,3,,10,,"INDIANA
(39.76845, -86.156212)",
UNITED STATES,2016,8,152,,231,,364,,1418,,1681,,3131,,7189,,8632,,49002,,56202,,37,,74,,135,,634,,703,,,
NEW ENGLAND,2016,8,9,,19,,41,,123,,130,,60,,138,,212,,1085,,1004,,1,,5,,10,,36,,43,,,
MID. ATLANTIC,2016,8,43,,46,,74,,288,,353,,512,,895,,1042,,7018,,6617,,9,,11,,24,,107,,96,,,
NEW YORK CITY,2016,8,12,,16,,29,,112,,123,,121,,331,,400,,2436,,2409,,4,,1,,7,,21,,18,,"NEW YORK CITY
",
E.N. CENTRAL,2016,8,12,,25,,58,,147,,177,,381,,1078,,1342,,6720,,7879,,3,,13,,27,,87,,107,,,
W.N. CENTRAL,2016,8,1,,8,,30,,49,,94,,209,,405,,505,,3192,,3089,,,-,2,,12,,10,,57,,,
S. ATLANTIC,2016,8,39,,43,,90,,329,,361,,671,,1626,,2238,,9085,,12970,,9,,17,,66,,157,,173,,,
DIST. OF COL.,2016,8,,-,0,,4,,,-,5,,,-,50,,137,,230,,221,,,-,0,,3,,5,,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,8,8,,4,,10,,39,,29,,229,,402,,646,,1531,,3383,,3,,5,,19,,60,,63,,,
W.S. CENTRAL,2016,8,4,,6,,15,,38,,31,,83,,1099,,1786,,7420,,8364,,5,,5,,13,,62,,46,,,
MOUNTAIN,2016,8,6,,21,,51,,75,,127,,281,,403,,531,,2907,,3038,,5,,8,,17,,80,,82,,,
PACIFIC,2016,8,30,,59,,167,,330,,379,,705,,1305,,1634,,10044,,9858,,2,,4,,11,,35,,36,,,
AMER. SAMOA,2016,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,8,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,8,,-,0,,0,,,-,,-,,-,0,,6,,,-,13,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
COLORADO,2016,8,,-,7,,21,,,-,39,,101,,89,,172,,810,,592,,1,,1,,6,,14,,18,,"COLORADO
(38.841772, -106.132562)",
WASHINGTON,2016,8,12,,7,,104,,42,,16,,97,,134,,240,,945,,1071,,,-,0,,2,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2016,8,2,,5,,23,,25,,26,,137,,154,,359,,1441,,1124,,,-,2,,14,,20,,21,,"VIRGINIA
(37.542699, -78.45822)",
OREGON,2016,8,4,,6,,15,,40,,71,,74,,64,,98,,532,,465,,2,,2,,5,,17,,25,,"OREGON
(44.567912, -120.156945)",
CONNECTICUT,2016,8,,-,4,,10,,12,,30,,3,,40,,91,,247,,273,,,-,1,,3,,7,,8,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2016,8,3,,3,,7,,26,,20,,133,,155,,252,,1185,,1106,,3,,2,,10,,37,,34,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2016,8,1,,1,,6,,10,,7,,22,,17,,30,,169,,134,,,-,0,,2,,2,,,-,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2016,8,,N,0,,0,,,N,,N,22,,90,,114,,541,,792,,,-,2,,6,,12,,21,,"OKLAHOMA
(35.468494, -97.521264)",
KANSAS,2016,8,,-,2,,7,,8,,18,,15,,49,,63,,339,,339,,,-,1,,3,,2,,6,,"KANSAS
(38.345528, -98.201847)",
MISSOURI,2016,8,,-,0,,1,,,-,25,,159,,178,,238,,1648,,1330,,,-,0,,0,,,-,12,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,8,14,,39,,71,,237,,280,,524,,1070,,1286,,8384,,7965,,,-,1,,5,,5,,10,,"CALIFORNIA
(37.640735, -121.002435)",
KENTUCKY,2016,8,,-,0,,2,,,-,,-,33,,74,,183,,244,,479,,,-,0,,4,,5,,7,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,8,,-,1,,5,,2,,6,,,-,12,,29,,39,,141,,,-,0,,3,,,-,10,,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2016,8,,-,1,,10,,14,,8,,10,,44,,66,,296,,266,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
GEORGIA,2016,8,4,,12,,51,,111,,120,,106,,319,,364,,1794,,2508,,3,,3,,14,,25,,32,,"GEORGIA
(32.836038, -83.631709)",
MINNESOTA,2016,8,,-,0,,1,,,-,,-,5,,78,,106,,507,,661,,,-,0,,8,,,-,36,,"MINNESOTA
(44.943719, -93.094281)",
NEW MEXICO,2016,8,,-,1,,4,,5,,11,,7,,45,,81,,323,,428,,1,,1,,5,,12,,15,,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2016,8,2,,4,,13,,28,,37,,,-,118,,189,,,-,662,,1,,1,,6,,25,,21,,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2016,8,,-,1,,3,,3,,3,,,-,22,,38,,66,,210,,,-,0,,4,,9,,,-,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,8,,-,0,,3,,,-,3,,26,,35,,66,,252,,292,,1,,0,,2,,4,,3,,"DELAWARE
(39.008676, -75.574561)",
MICHIGAN,2016,8,2,,8,,20,,40,,55,,88,,202,,278,,1554,,1564,,2,,2,,9,,21,,20,,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2016,8,,-,0,,3,,,-,1,,,-,9,,39,,26,,61,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
LOUISIANA,2016,8,3,,4,,12,,20,,24,,,-,161,,762,,1359,,974,,1,,2,,8,,14,,13,,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2016,8,,N,0,,0,,,N,,N,49,,140,,231,,840,,1350,,3,,3,,10,,34,,30,,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2016,8,,N,0,,0,,,N,,N,,-,322,,1027,,457,,3680,,,-,2,,10,,14,,29,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2016,8,26,,16,,33,,118,,96,,149,,170,,342,,1217,,1074,,4,,4,,20,,29,,28,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2016,8,2,,2,,9,,17,,18,,150,,164,,271,,1500,,1164,,,-,2,,5,,13,,23,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2016,8,,N,0,,0,,,N,,N,13,,286,,363,,1158,,2264,,,-,4,,8,,24,,24,,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2016,8,,-,0,,3,,2,,4,,2,,12,,27,,99,,94,,,-,0,,2,,3,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW JERSEY,2016,8,,-,0,,9,,,-,44,,43,,138,,169,,1033,,1164,,,-,2,,6,,18,,18,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2016,8,29,,20,,33,,146,,146,,252,,466,,724,,3372,,3178,,4,,3,,57,,51,,33,,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2016,8,8,,4,,10,,39,,29,,147,,122,,250,,447,,1133,,,-,1,,6,,14,,18,,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2016,8,,-,0,,7,,2,,,-,1,,10,,29,,56,,98,,,-,0,,2,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2016,8,5,,13,,22,,58,,90,,199,,256,,371,,2332,,1970,,1,,4,,11,,39,,32,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEBRASKA,2016,8,1,,2,,9,,17,,26,,18,,32,,63,,264,,246,,,-,1,,3,,3,,1,,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2016,8,,N,0,,0,,,N,,N,,-,69,,238,,,-,421,,,-,1,,3,,7,,8,,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2016,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MAINE,2016,8,1,,2,,9,,14,,8,,1,,8,,20,,11,,30,,,-,0,,3,,4,,8,,"MAINE
(45.252223, -68.986647)",
NEW HAMPSHIRE,2016,8,,-,2,,6,,14,,11,,3,,5,,52,,131,,37,,,-,0,,2,,,-,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2016,8,,-,3,,11,,9,,20,,109,,150,,304,,1408,,1137,,,-,2,,8,,3,,12,,"INDIANA
(39.76845, -86.156212)",
WYOMING,2016,8,,-,0,,4,,,-,2,,,-,2,,10,,9,,21,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VERMONT,2016,8,,N,0,,0,,,N,,N,2,,3,,8,,24,,16,,,-,0,,1,,2,,3,,"VERMONT
(43.622479, -72.51927)",
SOUTH DAKOTA,2016,8,,-,2,,8,,8,,13,,,-,11,,32,,39,,153,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2016,8,9,,7,,15,,64,,65,,89,,319,,398,,1625,,2361,,1,,3,,8,,34,,37,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2016,8,1,,7,,34,,34,,37,,82,,107,,162,,975,,553,,,-,2,,5,,5,,14,,"WISCONSIN
(44.395526, -89.834513)",
ARKANSAS,2016,8,1,,2,,10,,18,,7,,61,,101,,222,,570,,42,,1,,1,,5,,8,,8,,"ARKANSAS
(34.748745, -92.275105)",
MASSACHUSETTS,2016,8,8,,13,,26,,81,,81,,50,,76,,109,,616,,550,,1,,2,,7,,23,,17,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2016,8,,-,2,,6,,8,,9,,10,,17,,28,,117,,147,,,-,0,,3,,3,,1,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2016,8,2,,3,,9,,21,,16,,1,,8,,30,,53,,53,,,-,0,,2,,7,,3,,"IDAHO
(43.680635, -114.364237)",
UTAH,2016,8,,-,4,,13,,11,,20,,17,,26,,40,,215,,238,,,-,1,,4,,4,,5,,"UTAH
(39.359772, -111.584173)",
TEXAS,2016,8,,N,0,,0,,,N,,N,,-,748,,1417,,4950,,6556,,3,,0,,6,,28,,4,,"TEXAS
(31.827233, -99.423022)",
NEVADA,2016,8,,-,1,,4,,2,,12,,,-,51,,75,,143,,466,,,-,0,,3,,4,,7,,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2016,9,102,,231,,367,,1577,,1866,,3949,,7373,,8690,,59435,,63187,,57,,75,,140,,726,,778,,,
NEW ENGLAND,2016,9,5,,20,,41,,140,,147,,71,,139,,212,,1273,,1132,,1,,4,,10,,40,,49,,,
MID. ATLANTIC,2016,9,27,,45,,74,,318,,386,,562,,894,,1043,,7989,,7392,,11,,11,,24,,123,,106,,,
NEW YORK CITY,2016,9,13,,16,,29,,125,,139,,152,,332,,400,,2823,,2739,,5,,1,,7,,26,,19,,"NEW YORK CITY
",
E.N. CENTRAL,2016,9,4,,25,,58,,154,,193,,282,,1084,,1342,,8262,,8800,,6,,13,,28,,95,,114,,,
W.N. CENTRAL,2016,9,3,,8,,30,,59,,101,,192,,406,,524,,3776,,3469,,1,,2,,12,,12,,66,,,
S. ATLANTIC,2016,9,24,,43,,90,,356,,400,,903,,1635,,2295,,11666,,15063,,10,,17,,66,,181,,185,,,
E.S. CENTRAL,2016,9,3,,4,,12,,46,,32,,191,,398,,646,,2138,,3753,,7,,6,,19,,72,,67,,,
W.S. CENTRAL,2016,9,2,,6,,15,,37,,36,,1001,,1101,,1791,,9719,,9170,,6,,5,,13,,70,,59,,,
MOUNTAIN,2016,9,7,,21,,51,,87,,142,,240,,403,,531,,3436,,3349,,7,,8,,17,,88,,85,,,
PACIFIC,2016,9,27,,59,,171,,380,,429,,507,,1316,,1536,,11176,,11059,,8,,4,,11,,45,,47,,,
AMER. SAMOA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,9,,-,0,,0,,,-,,-,,-,0,,6,,3,,15,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
PENNSYLVANIA,2016,9,6,,12,,22,,65,,98,,204,,259,,374,,2630,,2185,,2,,4,,11,,43,,37,,"PENNSYLVANIA
(40.789676, -77.858055)",
WISCONSIN,2016,9,1,,7,,34,,43,,40,,94,,107,,162,,1088,,619,,,-,2,,5,,5,,15,,"WISCONSIN
(44.395526, -89.834513)",
MISSISSIPPI,2016,9,,N,0,,0,,,N,,N,,-,69,,238,,,-,450,,1,,1,,3,,8,,9,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH CAROLINA,2016,9,,N,0,,0,,,N,,N,,-,320,,1028,,609,,4709,,,-,3,,10,,20,,33,,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2016,9,,-,0,,2,,,-,,-,20,,73,,183,,261,,546,,,-,0,,4,,6,,8,,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2016,9,,-,1,,4,,7,,14,,11,,45,,81,,406,,466,,,-,1,,5,,12,,15,,"NEW MEXICO
(34.520396, -106.244402)",
MONTANA,2016,9,1,,1,,6,,13,,9,,15,,17,,30,,182,,149,,,-,0,,2,,2,,,-,"MONTANA
(47.062617, -109.430168)",
MASSACHUSETTS,2016,9,3,,13,,26,,86,,89,,52,,76,,109,,736,,635,,,-,2,,7,,23,,20,,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2016,9,,-,8,,20,,43,,63,,79,,202,,278,,1706,,1734,,2,,2,,10,,25,,22,,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2016,9,,N,0,,0,,,N,,N,786,,751,,1422,,6874,,7131,,6,,0,,6,,34,,4,,"TEXAS
(31.827233, -99.423022)",
UTAH,2016,9,,-,4,,13,,11,,21,,8,,26,,42,,238,,264,,,-,1,,4,,4,,5,,"UTAH
(39.359772, -111.584173)",
IDAHO,2016,9,3,,3,,9,,24,,18,,,-,8,,30,,53,,57,,,-,0,,2,,7,,3,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,9,1,,1,,3,,7,,3,,3,,22,,38,,118,,235,,2,,0,,4,,11,,,-,"HAWAII
(21.30992, -157.858158)",
IOWA,2016,9,,-,1,,10,,17,,9,,6,,44,,66,,332,,303,,,-,0,,1,,,-,,-,"IOWA
(42.46942, -93.815856)",
COLORADO,2016,9,,-,7,,21,,,-,40,,121,,90,,172,,939,,630,,6,,1,,6,,20,,18,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2016,9,,N,0,,0,,,N,,N,38,,141,,231,,1268,,1498,,6,,3,,10,,43,,31,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2016,9,,-,2,,8,,8,,13,,,-,11,,32,,43,,173,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,9,,N,0,,0,,,N,,N,12,,286,,363,,1402,,2559,,,-,4,,8,,25,,26,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2016,9,17,,20,,33,,163,,160,,257,,467,,724,,3899,,3557,,7,,3,,57,,58,,35,,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2016,9,,-,0,,3,,,-,1,,,-,9,,39,,38,,100,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2016,9,,-,2,,6,,14,,12,,2,,5,,52,,134,,39,,,-,0,,2,,,-,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2016,9,2,,6,,14,,44,,77,,61,,65,,98,,597,,517,,5,,2,,5,,23,,30,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2016,9,1,,12,,51,,112,,134,,125,,319,,364,,2095,,2831,,2,,4,,14,,30,,33,,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2016,9,,-,1,,5,,2,,7,,,-,12,,29,,39,,150,,,-,0,,3,,,-,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2016,9,3,,4,,13,,32,,40,,123,,133,,246,,1086,,669,,,-,1,,6,,26,,21,,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2016,9,,-,0,,1,,,-,,-,6,,79,,122,,734,,719,,,-,0,,8,,,-,42,,"MINNESOTA
(44.943719, -93.094281)",
GUAM,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2016,9,,-,0,,9,,2,,49,,53,,138,,170,,1166,,1272,,,-,2,,6,,21,,21,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2016,9,3,,7,,15,,58,,69,,11,,321,,431,,2489,,2614,,4,,3,,8,,37,,39,,"OHIO
(40.056807, -82.405897)",
INDIANA,2016,9,,-,3,,11,,10,,21,,86,,153,,304,,1577,,1274,,,-,2,,8,,3,,12,,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2016,9,,-,2,,9,,18,,19,,171,,164,,271,,1673,,1275,,1,,2,,5,,17,,24,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2016,9,3,,4,,12,,46,,32,,133,,122,,250,,609,,1259,,,-,1,,6,,15,,19,,"ALABAMA
(32.839182, -86.631125)",
LOUISIANA,2016,9,,-,4,,12,,20,,28,,165,,161,,762,,1526,,1076,,,-,2,,9,,17,,24,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2016,9,3,,2,,9,,20,,30,,26,,32,,63,,310,,281,,1,,1,,3,,4,,2,,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2016,9,,N,0,,0,,,N,,N,15,,90,,114,,641,,882,,,-,2,,6,,12,,23,,"OKLAHOMA
(35.468494, -97.521264)",
ARKANSAS,2016,9,2,,2,,10,,17,,8,,35,,106,,222,,678,,81,,,-,1,,5,,7,,8,,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2016,9,1,,5,,23,,27,,31,,142,,154,,359,,1582,,1296,,,-,2,,14,,21,,23,,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2016,9,8,,16,,33,,126,,100,,153,,170,,341,,1370,,1196,,4,,4,,20,,33,,29,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2016,9,,-,1,,4,,3,,12,,,-,51,,75,,304,,517,,,-,0,,3,,4,,7,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,9,3,,3,,7,,29,,26,,85,,157,,252,,1304,,1243,,1,,2,,10,,39,,37,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2016,9,14,,8,,107,,56,,23,,115,,134,,211,,1060,,1217,,1,,0,,2,,2,,,-,"WASHINGTON
(47.517368, -120.467672)",
VERMONT,2016,9,,N,0,,0,,,N,,N,3,,3,,8,,27,,19,,,-,0,,1,,2,,4,,"VERMONT
(43.622479, -72.51927)",
MAINE,2016,9,2,,2,,9,,17,,11,,,-,8,,20,,12,,32,,,-,0,,3,,4,,9,,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2016,9,,-,0,,3,,4,,4,,1,,12,,28,,110,,104,,,-,0,,2,,3,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSOURI,2016,9,,-,0,,0,,,-,25,,146,,180,,238,,1851,,1495,,,-,0,,0,,,-,12,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,9,10,,39,,71,,265,,316,,322,,1074,,1290,,9272,,8930,,,-,1,,5,,6,,15,,"CALIFORNIA
(37.640735, -121.002435)",
DELAWARE,2016,9,2,,0,,3,,2,,4,,44,,35,,66,,296,,342,,,-,0,,2,,4,,4,,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2016,9,,-,0,,4,,,-,2,,,-,3,,10,,10,,23,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALASKA,2016,9,,-,2,,6,,8,,10,,6,,17,,28,,129,,160,,,-,0,,3,,3,,2,,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2016,9,,-,0,,7,,2,,,-,2,,10,,29,,69,,104,,,-,0,,2,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2016,9,,-,2,,7,,10,,20,,7,,50,,65,,396,,394,,,-,1,,3,,3,,7,,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2016,9,,-,4,,10,,21,,35,,12,,40,,91,,295,,303,,1,,1,,3,,11,,9,,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2016,10,123,,231,,378,,1810,,2105,,4109,,7512,,8810,,67354,,70116,,41,,76,,142,,804,,856,,,
NEW ENGLAND,2016,10,1,,20,,42,,171,,166,,22,,139,,212,,1334,,1249,,,-,4,,10,,41,,53,,,
MID. ATLANTIC,2016,10,39,,46,,74,,366,,436,,505,,895,,1045,,8784,,8256,,10,,11,,24,,136,,117,,,
NEW YORK CITY,2016,10,16,,15,,29,,141,,156,,148,,333,,400,,3135,,3074,,3,,1,,7,,29,,19,,"NEW YORK CITY
",
E.N. CENTRAL,2016,10,6,,25,,58,,172,,215,,400,,1087,,1341,,9514,,9843,,7,,13,,29,,114,,129,,,
W.N. CENTRAL,2016,10,2,,9,,30,,72,,113,,212,,407,,528,,4212,,3862,,1,,2,,12,,14,,78,,,
S. ATLANTIC,2016,10,31,,43,,90,,393,,442,,923,,1627,,2301,,13099,,16474,,10,,17,,66,,199,,202,,,
DIST. OF COL.,2016,10,,-,0,,4,,,-,5,,84,,52,,137,,473,,274,,,-,0,,3,,5,,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,10,3,,4,,12,,51,,36,,229,,428,,648,,3102,,4201,,5,,6,,19,,78,,74,,,
W.S. CENTRAL,2016,10,6,,6,,15,,44,,42,,913,,1107,,1791,,10816,,10258,,5,,5,,13,,77,,63,,,
MOUNTAIN,2016,10,3,,21,,51,,94,,159,,233,,405,,532,,3862,,3717,,3,,8,,17,,97,,89,,,
PACIFIC,2016,10,32,,59,,174,,447,,496,,672,,1321,,1540,,12631,,12256,,,-,4,,11,,48,,51,,,
