Reporting Area,MMWR Year,MMWR Week,"West Nile virus disease§, Neuroinvasive, Current week","West Nile virus disease§, Neuroinvasive, Current week, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max, flag","West Nile virus disease§, Neuroinvasive, Cum 2016","West Nile virus disease§, Neuroinvasive, Cum 2016, flag","West Nile virus disease§, Neuroinvasive, Cum 2015","West Nile virus disease§, Neuroinvasive, Cum 2015, flag","West Nile virus disease§, Nonneuroinvasiveś, Current week","West Nile virus disease§, Nonneuroinvasiveś, Current week, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2016","West Nile virus disease§, Nonneuroinvasiveś, Cum 2016, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015, flag",Location 1,Location 2
WYOMING,2016,10,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TEXAS,2016,10,,-,1,,23,,,-,,-,,-,0,,13,,,-,,-,"TEXAS
(31.827233, -99.423022)",
GUAM,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
DELAWARE,2016,10,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
CONNECTICUT,2016,10,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2016,10,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2016,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ARKANSAS,2016,10,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2016,10,,-,0,,3,,,-,,-,,-,0,,8,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
CALIFORNIA,2016,10,,-,0,,52,,,-,,-,,-,0,,24,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
IOWA,2016,10,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEVADA,2016,10,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MICHIGAN,2016,10,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2016,10,,-,0,,3,,,-,,-,,-,0,,7,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2016,10,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MONTANA,2016,10,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2016,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2016,10,,-,0,,4,,,-,,-,,-,0,,3,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW YORK,2016,10,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW MEXICO,2016,10,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,10,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2016,11,,-,1,,151,,,-,1,,,-,1,,92,,,-,,-,,
NEW ENGLAND,2016,11,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2016,11,,-,0,,10,,,-,,-,,-,0,,8,,,-,,-,,
NEW YORK CITY,2016,11,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,11,,-,0,,23,,,-,,-,,-,0,,8,,,-,,-,,
W.N. CENTRAL,2016,11,,-,0,,11,,,-,,-,,-,0,,23,,,-,,-,,
S. ATLANTIC,2016,11,,-,0,,10,,,-,,-,,-,0,,8,,,-,,-,,
DIST. OF COL.,2016,11,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,11,,-,0,,5,,,-,,-,,-,0,,3,,,-,,-,,
W.S. CENTRAL,2016,11,,-,1,,34,,,-,1,,,-,0,,18,,,-,,-,,
MOUNTAIN,2016,11,,-,0,,20,,,-,,-,,-,0,,18,,,-,,-,,
PACIFIC,2016,11,,-,0,,53,,,-,,-,,-,0,,24,,,-,,-,,
AMER. SAMOA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEBRASKA,2016,11,,-,0,,3,,,-,,-,,-,0,,8,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2016,11,,-,0,,9,,,-,,-,,-,0,,5,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MAINE,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2016,11,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
LOUISIANA,2016,11,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
COLORADO,2016,11,,-,0,,11,,,-,,-,,-,0,,12,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WEST VIRGINIA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2016,11,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW MEXICO,2016,11,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
TEXAS,2016,11,,-,1,,23,,,-,,-,,-,0,,13,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ILLINOIS,2016,11,,-,0,,13,,,-,,-,,-,0,,6,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,11,,-,0,,3,,,-,,-,,-,0,,5,,,-,,-,"KANSAS
(38.345528, -98.201847)",
INDIANA,2016,11,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2016,11,,-,0,,7,,,-,,-,,-,0,,5,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PENNSYLVANIA,2016,11,,-,0,,3,,,-,,-,,-,0,,4,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2016,11,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
HAWAII,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IDAHO,2016,11,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2016,11,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2016,11,,-,0,,3,,,-,,-,,-,0,,7,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2016,11,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"UTAH
(39.359772, -111.584173)",
FLORIDA,2016,11,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2016,11,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2016,11,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2016,11,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2016,11,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2016,11,,-,0,,5,,,-,,-,,-,0,,3,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2016,11,,-,0,,6,,,-,1,,,-,0,,7,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2016,11,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2016,11,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
GEORGIA,2016,11,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,11,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
OHIO,2016,11,,-,0,,4,,,-,,-,,-,0,,3,,,-,,-,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSOURI,2016,11,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2016,11,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2016,11,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2016,11,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ALASKA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW HAMPSHIRE,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
VIRGINIA,2016,11,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
OREGON,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2016,11,,-,0,,52,,,-,,-,,-,0,,24,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
WYOMING,2016,11,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2016,12,,-,3,,249,,,-,1,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,12,,-,0,,16,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,12,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,12,,-,0,,30,,,-,,-,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,12,,-,0,,31,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,12,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,12,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,12,,-,1,,52,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,12,,-,0,,38,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2016,12,,-,1,,81,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2016,12,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2016,12,,-,0,,13,,,-,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2016,12,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
OREGON,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,12,,-,0,,17,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MISSISSIPPI,2016,12,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PUERTO RICO,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEVADA,2016,12,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,12,,-,0,,10,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2016,12,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
FLORIDA,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2016,12,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2016,12,,-,0,,14,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2016,12,,-,0,,10,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2016,12,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MICHIGAN,2016,12,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
CONNECTICUT,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MASSACHUSETTS,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
KANSAS,2016,12,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,12,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2016,12,,-,1,,36,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2016,12,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2016,12,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2016,12,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
HAWAII,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2016,12,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2016,12,,-,1,,80,,,-,,-,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,12,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WISCONSIN,2016,12,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2016,12,,-,0,,20,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
SOUTH CAROLINA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2016,12,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2016,12,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,12,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
GUAM,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2016,13,,-,3,,249,,,-,1,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,13,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,13,,-,0,,16,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,13,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,13,,-,0,,30,,,-,,-,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,13,,-,0,,31,,,-,,-,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,13,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,13,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,13,,-,1,,52,,,-,1,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,13,,-,0,,38,,,-,,-,,-,0,,0,,,-,,-,,
PACIFIC,2016,13,,-,1,,81,,,-,,-,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MARYLAND,2016,13,,-,0,,10,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2016,13,,-,0,,13,,,-,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2016,13,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MASSACHUSETTS,2016,13,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2016,13,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
SOUTH DAKOTA,2016,13,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2016,13,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2016,13,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
VERMONT,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
KANSAS,2016,13,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
KENTUCKY,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WASHINGTON,2016,13,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2016,13,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
TEXAS,2016,13,,-,1,,36,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2016,13,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2016,13,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MICHIGAN,2016,13,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2016,13,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2016,13,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2016,13,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,13,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2016,13,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
