Reporting Area,MMWR Year,MMWR Week,"West Nile virus disease§, Neuroinvasive, Current week","West Nile virus disease§, Neuroinvasive, Current week, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max, flag","West Nile virus disease§, Neuroinvasive, Cum 2015","West Nile virus disease§, Neuroinvasive, Cum 2015, flag","West Nile virus disease§, Neuroinvasive, Cum 2014","West Nile virus disease§, Neuroinvasive, Cum 2014, flag","West Nile virus disease§, Nonneuroinvasiveś, Current week","West Nile virus disease§, Nonneuroinvasiveś, Current week, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2014","West Nile virus disease§, Nonneuroinvasiveś, Cum 2014, flag",Location 1,Location 2
NEW MEXICO,2015,23,,-,0,,5,,1,,,-,,-,0,,4,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW YORK,2015,23,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
FLORIDA,2015,23,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
KANSAS,2015,23,,-,0,,4,,,-,,-,,-,0,,8,,1,,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
WASHINGTON,2015,23,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
COLORADO,2015,23,,-,0,,11,,,-,,-,,-,0,,17,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
SOUTH CAROLINA,2015,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WYOMING,2015,23,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
WISCONSIN,2015,23,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
TENNESSEE,2015,23,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MONTANA,2015,23,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
GUAM,2015,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ARIZONA,2015,23,,-,0,,8,,,-,1,,,-,0,,5,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
TEXAS,2015,23,,-,0,,30,,1,,1,,,-,0,,21,,,-,1,,"TEXAS
(31.827240467000024, -99.42676785299994)",
GEORGIA,2015,23,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VIRGINIA,2015,23,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEVADA,2015,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
NORTH CAROLINA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
UTAH,2015,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
RHODE ISLAND,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEBRASKA,2015,23,,-,0,,10,,,-,,-,,-,0,,19,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
SOUTH DAKOTA,2015,23,,-,0,,3,,,-,,-,,-,0,,11,,,-,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MISSISSIPPI,2015,23,,-,0,,5,,,-,,-,,-,0,,2,,,-,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VERMONT,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
LOUISIANA,2015,23,,-,0,,8,,,-,,-,,-,0,,11,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ILLINOIS,2015,23,,-,0,,10,,,-,,-,,-,0,,3,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MINNESOTA,2015,23,,-,0,,2,,,-,,-,,-,0,,3,,,-,1,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
IDAHO,2015,23,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW JERSEY,2015,23,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
CONNECTICUT,2015,23,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
PENNSYLVANIA,2015,23,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
OREGON,2015,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
WEST VIRGINIA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
UNITED STATES,2015,24,,-,1,,135,,2,,11,,,-,1,,106,,3,,14,,,
NEW ENGLAND,2015,24,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,24,,-,0,,8,,,-,,-,,-,0,,5,,,-,,-,,
E.N. CENTRAL,2015,24,,-,0,,11,,,-,,-,,-,0,,3,,,-,,-,,
W.N. CENTRAL,2015,24,,-,0,,16,,,-,1,,,-,0,,32,,1,,7,,,
S. ATLANTIC,2015,24,,-,0,,6,,,-,1,,,-,0,,3,,,-,1,,,
DIST. OF COL.,2015,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,24,,-,0,,5,,,-,1,,,-,0,,3,,,-,1,,,
W.S. CENTRAL,2015,24,,-,0,,38,,1,,1,,,-,0,,32,,2,,1,,,
MOUNTAIN,2015,24,,-,0,,22,,1,,4,,,-,0,,23,,,-,,-,,
PACIFIC,2015,24,,-,0,,56,,,-,3,,,-,0,,27,,,-,4,,,
AMER. SAMOA,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARKANSAS,2015,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
INDIANA,2015,24,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
CONNECTICUT,2015,24,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
RHODE ISLAND,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
KANSAS,2015,24,,-,0,,4,,,-,,-,,-,0,,8,,1,,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
WASHINGTON,2015,24,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
PUERTO RICO,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
SOUTH CAROLINA,2015,24,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEBRASKA,2015,24,,-,0,,10,,,-,,-,,-,0,,19,,,-,2,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WYOMING,2015,24,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALASKA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
OKLAHOMA,2015,24,,-,0,,2,,,-,,-,,-,0,,3,,1,,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
KENTUCKY,2015,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MASSACHUSETTS,2015,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NORTH DAKOTA,2015,24,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
OHIO,2015,24,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
WEST VIRGINIA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEVADA,2015,24,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
MAINE,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
GEORGIA,2015,24,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW YORK,2015,24,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OREGON,2015,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
COLORADO,2015,24,,-,0,,11,,,-,,-,,-,0,,17,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
NEW MEXICO,2015,24,,-,0,,5,,1,,,-,,-,0,,4,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NORTH CAROLINA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
IOWA,2015,24,,-,0,,3,,,-,,-,,-,0,,2,,,-,2,,"IOWA
(42.469401411000035, -93.81648725599996)",
UTAH,2015,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW HAMPSHIRE,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ALABAMA,2015,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
GUAM,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
VIRGINIA,2015,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
TEXAS,2015,24,,-,0,,30,,1,,1,,,-,0,,21,,1,,1,,"TEXAS
(31.827240467000024, -99.42676785299994)",
IDAHO,2015,24,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
DELAWARE,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MISSISSIPPI,2015,24,,-,0,,5,,,-,,-,,-,0,,2,,,-,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
ILLINOIS,2015,24,,-,0,,10,,,-,,-,,-,0,,3,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MONTANA,2015,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
PENNSYLVANIA,2015,24,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WISCONSIN,2015,24,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MINNESOTA,2015,24,,-,0,,2,,,-,,-,,-,0,,3,,,-,1,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
CALIFORNIA,2015,24,,-,0,,56,,,-,3,,,-,0,,26,,,-,4,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
HAWAII,2015,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
VERMONT,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
MARYLAND,2015,24,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MISSOURI,2015,24,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
TENNESSEE,2015,24,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
SOUTH DAKOTA,2015,24,,-,0,,3,,,-,,-,,-,0,,11,,,-,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
LOUISIANA,2015,24,,-,0,,8,,,-,,-,,-,0,,11,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW YORK CITY,2015,24,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
ARIZONA,2015,24,,-,0,,8,,,-,4,,,-,0,,5,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MICHIGAN,2015,24,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW JERSEY,2015,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
FLORIDA,2015,24,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
UNITED STATES,2015,25,,-,1,,135,,2,,18,,,-,1,,106,,5,,22,,,
NEW ENGLAND,2015,25,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,25,,-,0,,8,,,-,,-,,-,0,,5,,,-,,-,,
E.N. CENTRAL,2015,25,,-,0,,11,,,-,,-,,-,0,,3,,,-,,-,,
W.N. CENTRAL,2015,25,,-,0,,16,,,-,1,,,-,0,,32,,1,,12,,,
S. ATLANTIC,2015,25,,-,0,,6,,,-,1,,,-,0,,3,,1,,1,,,
DIST. OF COL.,2015,25,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,25,,-,0,,5,,,-,1,,,-,0,,3,,,-,1,,,
W.S. CENTRAL,2015,25,,-,0,,38,,1,,3,,,-,0,,32,,3,,2,,,
MOUNTAIN,2015,25,,-,0,,22,,1,,6,,,-,0,,23,,,-,1,,,
PACIFIC,2015,25,,-,0,,56,,,-,6,,,-,0,,27,,,-,5,,,
AMER. SAMOA,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MAINE,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
LOUISIANA,2015,25,,-,0,,8,,,-,,-,,-,0,,11,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
IDAHO,2015,25,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
WISCONSIN,2015,25,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
TEXAS,2015,25,,-,0,,30,,1,,2,,,-,0,,21,,2,,2,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ARIZONA,2015,25,,-,0,,8,,,-,6,,,-,0,,5,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW YORK,2015,25,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
VIRGINIA,2015,25,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MARYLAND,2015,25,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
DELAWARE,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
PUERTO RICO,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WEST VIRGINIA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
CONNECTICUT,2015,25,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MISSOURI,2015,25,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NORTH DAKOTA,2015,25,,-,0,,3,,,-,,-,,-,0,,3,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ILLINOIS,2015,25,,-,0,,10,,,-,,-,,-,0,,3,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEVADA,2015,25,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
KANSAS,2015,25,,-,0,,4,,,-,,-,,-,0,,8,,1,,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
HAWAII,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW JERSEY,2015,25,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEW HAMPSHIRE,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
INDIANA,2015,25,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEBRASKA,2015,25,,-,0,,10,,,-,,-,,-,0,,19,,,-,2,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
TENNESSEE,2015,25,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
OHIO,2015,25,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
CALIFORNIA,2015,25,,-,0,,56,,,-,6,,,-,0,,26,,,-,5,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
VERMONT,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
FLORIDA,2015,25,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MINNESOTA,2015,25,,-,0,,2,,,-,,-,,-,0,,3,,,-,2,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
OREGON,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
ALASKA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MONTANA,2015,25,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
IOWA,2015,25,,-,0,,3,,,-,,-,,-,0,,2,,,-,3,,"IOWA
(42.469401411000035, -93.81648725599996)",
GUAM,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
SOUTH DAKOTA,2015,25,,-,0,,3,,,-,,-,,-,0,,11,,,-,5,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW YORK CITY,2015,25,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MASSACHUSETTS,2015,25,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WYOMING,2015,25,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
MICHIGAN,2015,25,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
GEORGIA,2015,25,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW MEXICO,2015,25,,-,0,,5,,1,,,-,,-,0,,4,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
WASHINGTON,2015,25,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NORTH CAROLINA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
SOUTH CAROLINA,2015,25,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MISSISSIPPI,2015,25,,-,0,,5,,,-,,-,,-,0,,2,,,-,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
KENTUCKY,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
RHODE ISLAND,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
UTAH,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
COLORADO,2015,25,,-,0,,11,,,-,,-,,-,0,,17,,,-,1,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ARKANSAS,2015,25,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
OKLAHOMA,2015,25,,-,0,,2,,,-,1,,,-,0,,3,,1,,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ALABAMA,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
PENNSYLVANIA,2015,25,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
UNITED STATES,2015,26,,-,0,,135,,2,,25,,,-,1,,106,,8,,29,,,
NEW ENGLAND,2015,26,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,26,,-,0,,8,,,-,,-,,-,0,,5,,,-,1,,,
E.N. CENTRAL,2015,26,,-,0,,11,,,-,,-,,-,0,,3,,,-,,-,,
W.N. CENTRAL,2015,26,,-,0,,16,,,-,1,,,-,0,,32,,3,,15,,,
S. ATLANTIC,2015,26,,-,0,,6,,,-,1,,,-,0,,3,,1,,1,,,
DIST. OF COL.,2015,26,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2015,26,,-,0,,5,,,-,1,,,-,0,,3,,,-,1,,,
W.S. CENTRAL,2015,26,,-,0,,38,,1,,5,,,-,0,,32,,4,,3,,,
MOUNTAIN,2015,26,,-,0,,22,,1,,7,,,-,0,,23,,,-,2,,,
PACIFIC,2015,26,,-,0,,56,,,-,10,,,-,0,,27,,,-,6,,,
AMER. SAMOA,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
MARYLAND,2015,26,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
HAWAII,2015,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MAINE,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW YORK,2015,26,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW JERSEY,2015,26,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
LOUISIANA,2015,26,,-,0,,8,,,-,,-,,-,0,,11,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
INDIANA,2015,26,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
ARIZONA,2015,26,,-,0,,8,,,-,7,,,-,0,,5,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
KANSAS,2015,26,,-,0,,4,,,-,,-,,-,0,,8,,2,,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
MICHIGAN,2015,26,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
COLORADO,2015,26,,-,0,,11,,,-,,-,,-,0,,17,,,-,2,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ALASKA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW YORK CITY,2015,26,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
CONNECTICUT,2015,26,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
WYOMING,2015,26,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW MEXICO,2015,26,,-,0,,5,,1,,,-,,-,0,,4,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
WASHINGTON,2015,26,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
SOUTH DAKOTA,2015,26,,-,0,,3,,,-,,-,,-,0,,11,,1,,8,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
