Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag",Location 1,Location 2
W.N. CENTRAL,2015,9,208,,1652,,1843,,11662,,14488,,,-,2,,6,,2,,16,,,
S. ATLANTIC,2015,9,3224,,5493,,7205,,47881,,43896,,,-,0,,2,,,-,1,,,
DIST. OF COL.,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,9,541,,1690,,2563,,11860,,19028,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,9,1691,,3875,,4715,,27485,,33132,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,9,819,,1777,,2303,,13247,,17560,,105,,96,,180,,882,,1285,,,
PACIFIC,2015,9,1430,,4513,,5060,,34785,,26728,,4,,43,,80,,266,,93,,,
AMER. SAMOA,2015,9,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,9,,-,13,,28,,82,,136,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2015,9,7,,36,,63,,219,,362,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
VIRGINIA,2015,9,702,,694,,1146,,6080,,5116,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEBRASKA,2015,9,,-,144,,250,,1124,,1318,,,-,0,,1,,1,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW HAMPSHIRE,2015,9,,-,35,,74,,65,,389,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
TENNESSEE,2015,9,149,,585,,872,,4246,,5323,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
FLORIDA,2015,9,706,,1637,,1968,,12938,,13515,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MICHIGAN,2015,9,336,,864,,1223,,6844,,7245,,,-,0,,2,,2,,10,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEVADA,2015,9,,-,179,,255,,231,,3455,,,-,1,,4,,8,,15,,"NEVADA
(39.49324221300003, -117.07183885899997)",
HAWAII,2015,9,,-,117,,152,,688,,1104,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
OHIO,2015,9,368,,1063,,1249,,8101,,9082,,1,,0,,2,,2,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
KANSAS,2015,9,38,,210,,351,,1930,,1888,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
MAINE,2015,9,,-,73,,110,,535,,630,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
OKLAHOMA,2015,9,44,,265,,337,,1742,,2735,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
KENTUCKY,2015,9,302,,325,,607,,2296,,2652,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
LOUISIANA,2015,9,85,,458,,1062,,887,,3820,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
DELAWARE,2015,9,72,,81,,166,,674,,551,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
IDAHO,2015,9,70,,101,,135,,878,,890,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
SOUTH CAROLINA,2015,9,329,,529,,857,,4452,,4629,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WEST VIRGINIA,2015,9,42,,86,,140,,560,,786,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MISSISSIPPI,2015,9,90,,356,,810,,1046,,6645,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
OREGON,2015,9,239,,306,,402,,2863,,2604,,,-,0,,1,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
TEXAS,2015,9,1290,,2542,,3080,,22181,,21657,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
MISSOURI,2015,9,119,,542,,631,,4322,,4561,,,-,0,,1,,1,,5,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ARKANSAS,2015,9,272,,594,,843,,2675,,4920,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW JERSEY,2015,9,219,,588,,690,,4658,,5065,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WYOMING,2015,9,12,,34,,72,,245,,336,,,-,0,,1,,1,,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
RHODE ISLAND,2015,9,83,,86,,243,,871,,554,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
UTAH,2015,9,31,,158,,221,,1333,,1467,,,-,0,,3,,1,,11,,"UTAH
(39.36070123200005, -111.58712831499997)",
SOUTH DAKOTA,2015,9,22,,77,,101,,618,,757,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
PUERTO RICO,2015,9,,-,75,,317,,443,,843,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW MEXICO,2015,9,107,,225,,358,,2214,,1914,,,-,0,,3,,,-,4,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ILLINOIS,2015,9,51,,1158,,1338,,5358,,10395,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALASKA,2015,9,20,,106,,142,,854,,1129,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
MONTANA,2015,9,1,,83,,127,,661,,678,,,-,0,,2,,1,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
IOWA,2015,9,18,,225,,257,,1712,,2031,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
ARIZONA,2015,9,390,,601,,872,,4024,,5328,,105,,94,,177,,871,,1254,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MASSACHUSETTS,2015,9,,-,432,,536,,,-,3313,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CALIFORNIA,2015,9,766,,3464,,3928,,27140,,17334,,4,,43,,79,,265,,93,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK CITY,2015,9,663,,1185,,1365,,9903,,9815,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
ALABAMA,2015,9,,-,510,,734,,4272,,4408,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW YORK,2015,9,729,,758,,1150,,6302,,5117,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WISCONSIN,2015,9,248,,443,,530,,4101,,3984,,,-,0,,1,,,-,2,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
CONNECTICUT,2015,9,22,,244,,399,,1465,,2401,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
GUAM,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NORTH DAKOTA,2015,9,,-,62,,86,,394,,604,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
INDIANA,2015,9,361,,542,,921,,4552,,4724,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
MARYLAND,2015,9,,-,494,,862,,2249,,3427,,,-,0,,2,,,-,1,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WASHINGTON,2015,9,405,,492,,595,,3240,,4557,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NORTH CAROLINA,2015,9,1373,,914,,2545,,14726,,8687,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
PENNSYLVANIA,2015,9,754,,955,,1353,,8633,,8466,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MINNESOTA,2015,9,11,,383,,430,,1562,,3329,,,-,1,,6,,,-,10,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
COLORADO,2015,9,208,,420,,748,,3661,,3492,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
GEORGIA,2015,9,,-,1000,,1175,,6202,,7185,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
UNITED STATES,2015,10,13248,,27713,,29970,,235123,,252947,,109,,139,,250,,1328,,2064,,,
NEW ENGLAND,2015,10,314,,855,,1182,,7253,,8694,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,10,2605,,3492,,3951,,32988,,31948,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,10,1416,,4098,,4876,,32728,,39703,,,-,1,,3,,4,,14,,,
W.N. CENTRAL,2015,10,329,,1652,,1843,,13095,,16110,,,-,2,,6,,2,,16,,,
S. ATLANTIC,2015,10,3049,,5492,,7204,,51395,,49371,,,-,0,,2,,,-,1,,,
DIST. OF COL.,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,10,559,,1679,,2564,,12845,,20983,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,10,2376,,3867,,4714,,30743,,37040,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,10,1011,,1773,,2307,,14701,,19696,,90,,96,,180,,968,,1444,,,
PACIFIC,2015,10,1589,,4513,,5002,,39375,,29402,,19,,44,,81,,354,,589,,,
AMER. SAMOA,2015,10,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,10,,-,14,,29,,82,,151,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MINNESOTA,2015,10,,-,382,,430,,1578,,3716,,,-,1,,6,,,-,10,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
INDIANA,2015,10,250,,544,,921,,5001,,5268,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
SOUTH CAROLINA,2015,10,760,,526,,857,,5212,,5209,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
ARKANSAS,2015,10,170,,594,,843,,2845,,5369,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MISSOURI,2015,10,129,,544,,631,,4847,,5098,,,-,0,,1,,1,,5,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
TENNESSEE,2015,10,174,,585,,872,,4420,,5824,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW YORK,2015,10,719,,756,,1154,,7019,,5872,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ALASKA,2015,10,11,,107,,142,,961,,1228,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
RHODE ISLAND,2015,10,49,,83,,243,,920,,701,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW JERSEY,2015,10,237,,589,,690,,5178,,5614,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
OREGON,2015,10,352,,306,,402,,3221,,2827,,,-,0,,1,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
NEVADA,2015,10,,-,177,,255,,231,,3674,,1,,1,,5,,13,,18,,"NEVADA
(39.49324221300003, -117.07183885899997)",
ARIZONA,2015,10,,-,600,,872,,4024,,5994,,89,,93,,177,,951,,1410,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
UTAH,2015,10,113,,157,,215,,1546,,1649,,,-,0,,3,,1,,11,,"UTAH
(39.36070123200005, -111.58712831499997)",
IOWA,2015,10,17,,225,,258,,1948,,2260,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
OHIO,2015,10,342,,1070,,1249,,9159,,10110,,,-,0,,2,,2,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
FLORIDA,2015,10,,-,1637,,1968,,12938,,15100,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MARYLAND,2015,10,,-,494,,862,,2249,,3905,,,-,0,,2,,,-,1,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
PUERTO RICO,2015,10,,-,71,,317,,483,,1031,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WISCONSIN,2015,10,210,,443,,539,,4456,,4418,,,-,0,,1,,,-,2,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
WASHINGTON,2015,10,373,,485,,595,,3613,,5123,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
IDAHO,2015,10,113,,101,,135,,997,,990,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
GEORGIA,2015,10,387,,998,,1175,,7031,,8323,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MAINE,2015,10,,-,73,,110,,535,,672,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
ALABAMA,2015,10,,-,509,,733,,4688,,4905,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
LOUISIANA,2015,10,109,,453,,1062,,1000,,4286,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WYOMING,2015,10,4,,33,,72,,251,,378,,,-,0,,1,,1,,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
KANSAS,2015,10,41,,211,,351,,2198,,2068,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
NORTH CAROLINA,2015,10,1044,,931,,2545,,15770,,9485,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
PENNSYLVANIA,2015,10,991,,955,,1353,,9727,,9415,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MICHIGAN,2015,10,572,,868,,1223,,7837,,8053,,,-,0,,2,,2,,10,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MISSISSIPPI,2015,10,94,,346,,810,,1155,,7288,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
CALIFORNIA,2015,10,853,,3464,,3967,,30892,,18992,,19,,44,,80,,353,,589,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
VERMONT,2015,10,1,,35,,63,,249,,409,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
MASSACHUSETTS,2015,10,252,,414,,536,,3799,,3770,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
COLORADO,2015,10,633,,413,,749,,4358,,4035,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
NEW YORK CITY,2015,10,658,,1181,,1366,,11064,,11047,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
DELAWARE,2015,10,73,,80,,166,,747,,692,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEBRASKA,2015,10,117,,140,,250,,1378,,1469,,,-,0,,1,,1,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MONTANA,2015,10,42,,80,,127,,800,,755,,,-,0,,2,,2,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
TEXAS,2015,10,2038,,2542,,3189,,24903,,24359,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
NORTH DAKOTA,2015,10,5,,62,,86,,498,,656,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
HAWAII,2015,10,,-,117,,152,,688,,1232,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
WEST VIRGINIA,2015,10,84,,86,,140,,675,,859,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
KENTUCKY,2015,10,291,,325,,607,,2582,,2966,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
GUAM,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ILLINOIS,2015,10,42,,1217,,1380,,6275,,11854,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OKLAHOMA,2015,10,59,,264,,337,,1995,,3026,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
CONNECTICUT,2015,10,12,,244,,399,,1685,,2707,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
SOUTH DAKOTA,2015,10,20,,76,,101,,648,,843,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW MEXICO,2015,10,106,,222,,365,,2494,,2221,,,-,0,,3,,,-,4,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
VIRGINIA,2015,10,701,,694,,1141,,6773,,5798,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW HAMPSHIRE,2015,10,,-,35,,74,,65,,435,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
UNITED STATES,2015,11,14341,,27719,,29997,,261665,,280460,,99,,126,,234,,1269,,2163,,,
NEW ENGLAND,2015,11,374,,853,,1182,,8081,,9751,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2015,11,2445,,3476,,3952,,36441,,35491,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,11,1079,,4097,,4896,,36050,,43665,,,-,1,,3,,5,,15,,,
W.N. CENTRAL,2015,11,370,,1645,,1844,,14738,,17769,,,-,2,,6,,2,,19,,,
S. ATLANTIC,2015,11,4499,,5481,,7213,,59030,,55813,,,-,0,,2,,,-,1,,,
DIST. OF COL.,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,11,655,,1672,,2562,,13515,,23291,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,11,2199,,3866,,4723,,33705,,40978,,,-,0,,1,,,-,,-,,
MOUNTAIN,2015,11,1303,,1773,,2305,,16467,,21422,,99,,94,,180,,1048,,1572,,,
PACIFIC,2015,11,1417,,4510,,4998,,43638,,32280,,,-,36,,57,,214,,556,,,
AMER. SAMOA,2015,11,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,11,,-,13,,29,,82,,167,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2015,11,,-,67,,317,,510,,1235,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
COLORADO,2015,11,595,,420,,747,,4950,,4324,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
UTAH,2015,11,83,,156,,210,,1671,,1809,,,-,0,,3,,1,,13,,"UTAH
(39.36070123200005, -111.58712831499997)",
IOWA,2015,11,34,,224,,259,,2228,,2506,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
WYOMING,2015,11,3,,33,,72,,263,,388,,,-,0,,1,,1,,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ILLINOIS,2015,11,39,,1226,,1389,,7187,,13102,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEVADA,2015,11,,-,174,,255,,231,,3888,,,-,1,,5,,13,,18,,"NEVADA
(39.49324221300003, -117.07183885899997)",
DELAWARE,2015,11,92,,78,,166,,839,,827,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
RHODE ISLAND,2015,11,108,,82,,243,,1028,,835,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
KENTUCKY,2015,11,298,,323,,600,,2880,,3338,,,N,0,,0,,,N,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ARKANSAS,2015,11,,-,593,,843,,2845,,6174,,,N,0,,0,,,N,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MONTANA,2015,11,59,,80,,126,,910,,848,,,-,0,,2,,2,,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ALASKA,2015,11,,-,106,,142,,961,,1354,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
FLORIDA,2015,11,858,,1644,,1968,,16321,,16644,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
HAWAII,2015,11,,-,116,,152,,688,,1368,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
WASHINGTON,2015,11,459,,485,,595,,4072,,5572,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
LOUISIANA,2015,11,133,,453,,1062,,1137,,4658,,,-,0,,1,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VIRGINIA,2015,11,821,,694,,1141,,7594,,6738,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
AMER. SAMOA,2015,27,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
TENNESSEE,2015,11,164,,582,,872,,4584,,6434,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
WISCONSIN,2015,11,,-,441,,539,,4456,,4909,,,-,0,,1,,,-,2,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NORTH DAKOTA,2015,11,18,,62,,86,,560,,739,,,N,0,,1,,,N,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
GEORGIA,2015,11,493,,995,,1175,,8106,,9379,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
CONNECTICUT,2015,11,32,,242,,399,,1991,,2983,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ARIZONA,2015,11,478,,598,,873,,4687,,6594,,99,,91,,177,,1031,,1536,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MINNESOTA,2015,11,3,,382,,430,,1857,,4096,,,-,1,,6,,,-,13,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MISSOURI,2015,11,166,,545,,631,,5491,,5621,,,-,0,,1,,1,,5,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK CITY,2015,11,590,,1182,,1368,,12278,,12260,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
OREGON,2015,11,319,,306,,402,,3540,,3171,,,-,0,,1,,1,,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MAINE,2015,11,,-,73,,110,,535,,778,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
MASSACHUSETTS,2015,11,225,,408,,536,,4178,,4237,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NORTH CAROLINA,2015,11,1794,,931,,2545,,17564,,11181,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
OKLAHOMA,2015,11,59,,284,,348,,2219,,3380,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MISSISSIPPI,2015,11,193,,329,,810,,1363,,7976,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
INDIANA,2015,11,282,,544,,921,,5554,,5780,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
WEST VIRGINIA,2015,11,31,,88,,140,,735,,985,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
GUAM,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
SOUTH DAKOTA,2015,11,,-,76,,101,,648,,921,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW YORK,2015,11,727,,752,,1159,,7744,,6667,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MICHIGAN,2015,11,443,,870,,1223,,8692,,8813,,,-,0,,2,,3,,11,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
KANSAS,2015,11,34,,212,,351,,2408,,2240,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW HAMPSHIRE,2015,11,,-,34,,74,,69,,485,,,-,0,,2,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
VERMONT,2015,11,9,,35,,63,,280,,433,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEBRASKA,2015,11,115,,140,,250,,1546,,1646,,,-,0,,1,,1,,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MARYLAND,2015,11,,-,494,,862,,2249,,4324,,,-,0,,2,,,-,1,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW MEXICO,2015,11,85,,225,,366,,2758,,2455,,,-,0,,3,,,-,4,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
IDAHO,2015,11,,-,101,,135,,997,,1116,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
TEXAS,2015,11,2007,,2555,,3197,,27504,,26766,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
OHIO,2015,11,315,,1070,,1249,,10161,,11061,,,-,0,,2,,2,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
PENNSYLVANIA,2015,11,926,,958,,1353,,10723,,10373,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
