Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Babesiosis, Cum 2014","Babesiosis, Cum 2014, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag","Campylobacteriosis, Cum 2014","Campylobacteriosis, Cum 2014, flag",Location 1,Location 2
TEXAS,2015,8,,-,0,,1,,,-,,-,26,,0,,0,,225,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
SOUTH DAKOTA,2015,8,,-,0,,1,,,-,,-,,-,0,,0,,12,,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEBRASKA,2015,8,,-,0,,0,,,-,,-,3,,0,,0,,37,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WEST VIRGINIA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,12,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW JERSEY,2015,8,,-,1,,24,,,-,1,,,-,0,,0,,,-,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
LOUISIANA,2015,8,,-,0,,0,,,-,,-,5,,0,,0,,56,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
KENTUCKY,2015,8,,-,0,,0,,,-,,-,9,,0,,0,,77,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
INDIANA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,24,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
VERMONT,2015,8,,-,0,,1,,,-,,-,5,,0,,0,,15,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
GEORGIA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,53,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MARYLAND,2015,8,,-,0,,1,,3,,,-,5,,0,,0,,87,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IOWA,2015,8,,-,0,,0,,,-,,-,3,,0,,0,,56,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW YORK,2015,8,,-,3,,56,,6,,1,,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WISCONSIN,2015,8,,-,0,,4,,,-,1,,7,,0,,0,,109,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
RHODE ISLAND,2015,8,,-,1,,18,,,-,,-,,-,0,,0,,16,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MONTANA,2015,8,,-,0,,0,,,-,,-,6,,0,,0,,24,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
MASSACHUSETTS,2015,8,,-,3,,57,,,-,7,,,-,0,,0,,,-,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CONNECTICUT,2015,8,,-,1,,30,,,-,2,,,-,0,,0,,60,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ALABAMA,2015,8,,-,0,,1,,,-,,-,,-,0,,0,,5,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
VIRGINIA,2015,8,,-,0,,0,,,-,,-,13,,0,,0,,118,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NORTH DAKOTA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ILLINOIS,2015,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MISSOURI,2015,8,,-,0,,0,,,-,,-,15,,0,,0,,88,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
UNITED STATES,2015,9,1,,13,,164,,14,,20,,256,,0,,0,,4171,,,N,,
WEST VIRGINIA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,20,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW ENGLAND,2015,9,,-,6,,93,,,-,15,,3,,0,,0,,138,,,N,,
MID. ATLANTIC,2015,9,1,,5,,71,,10,,4,,40,,0,,0,,448,,,N,,
E.N. CENTRAL,2015,9,,-,0,,7,,,-,1,,44,,0,,0,,501,,,N,,
W.N. CENTRAL,2015,9,,-,0,,1,,,-,,-,8,,0,,0,,222,,,N,,
S. ATLANTIC,2015,9,,-,0,,2,,4,,,-,76,,0,,0,,1097,,,N,,
DIST. OF COL.,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,9,,-,0,,1,,,-,,-,9,,0,,0,,177,,,N,,
W.S. CENTRAL,2015,9,,-,0,,1,,,-,,-,48,,0,,0,,397,,,N,,
MOUNTAIN,2015,9,,-,0,,0,,,-,,-,11,,0,,0,,339,,,N,,
PACIFIC,2015,9,,-,0,,2,,,-,,-,17,,0,,0,,852,,,N,,
AMER. SAMOA,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
NEVADA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,9,,,N,"NEVADA
(39.49324221300003, -117.07183885899997)",
CALIFORNIA,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,578,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ALASKA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,12,,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEBRASKA,2015,9,,-,0,,0,,,-,,-,7,,0,,0,,44,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
ARIZONA,2015,9,,-,0,,0,,,-,,-,5,,0,,0,,132,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OREGON,2015,9,,-,0,,1,,,-,,-,8,,0,,0,,122,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
IOWA,2015,9,,-,0,,0,,,-,,-,1,,0,,0,,58,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
GUAM,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
TENNESSEE,2015,9,,-,0,,0,,,-,,-,7,,0,,0,,76,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
DELAWARE,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,13,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
KENTUCKY,2015,9,,-,0,,0,,,-,,-,2,,0,,0,,79,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MONTANA,2015,9,,-,0,,0,,,-,,-,3,,0,,0,,30,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW HAMPSHIRE,2015,9,,-,0,,6,,,-,2,,,-,0,,0,,8,,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
SOUTH CAROLINA,2015,9,,-,0,,2,,1,,,-,3,,0,,0,,41,,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WYOMING,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,13,,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
WISCONSIN,2015,9,,-,0,,7,,,-,1,,12,,0,,0,,129,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MINNESOTA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
OHIO,2015,9,,-,0,,0,,,-,,-,30,,0,,0,,190,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
AMER. SAMOA,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"AMER. SAMOA
",
VERMONT,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,16,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
MARYLAND,2015,9,,-,0,,1,,3,,,-,5,,0,,0,,93,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
VIRGINIA,2015,9,,-,0,,0,,,-,,-,5,,0,,0,,139,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MISSOURI,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,88,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW MEXICO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,33,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW YORK CITY,2015,9,,-,0,,9,,2,,2,,25,,0,,0,,208,,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WASHINGTON,2015,9,,-,0,,0,,,-,,-,9,,0,,0,,89,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
LOUISIANA,2015,9,,-,0,,0,,,-,,-,2,,0,,0,,58,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
IDAHO,2015,9,,-,0,,0,,,-,,-,3,,0,,0,,40,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW JERSEY,2015,9,,-,1,,24,,1,,1,,,-,0,,0,,,-,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
ARKANSAS,2015,9,,-,0,,0,,,-,,-,3,,0,,0,,28,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
UTAH,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,18,,,N,"UTAH
(39.36070123200005, -111.58712831499997)",
MAINE,2015,9,,-,0,,5,,,-,1,,2,,0,,0,,21,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
PENNSYLVANIA,2015,9,,-,0,,0,,,-,,-,15,,0,,0,,240,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
GEORGIA,2015,9,,-,0,,0,,,-,,-,5,,0,,0,,64,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
TEXAS,2015,9,,-,0,,1,,,-,,-,35,,0,,0,,267,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
NORTH DAKOTA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
SOUTH DAKOTA,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,12,,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MASSACHUSETTS,2015,9,,-,3,,57,,,-,9,,,-,0,,0,,,-,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CONNECTICUT,2015,9,,-,1,,30,,,-,2,,1,,0,,0,,77,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ALABAMA,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,5,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
HAWAII,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,51,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
INDIANA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,56,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
COLORADO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,64,,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
RHODE ISLAND,2015,9,,-,1,,18,,,-,1,,,-,0,,0,,16,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
PUERTO RICO,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
OKLAHOMA,2015,9,,-,0,,0,,,-,,-,8,,0,,0,,44,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MISSISSIPPI,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,17,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MICHIGAN,2015,9,,-,0,,1,,,-,,-,2,,0,,0,,126,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW YORK,2015,9,1,,3,,56,,7,,1,,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NORTH CAROLINA,2015,9,,-,0,,0,,,-,,-,12,,0,,0,,191,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ILLINOIS,2015,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
KANSAS,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,20,,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
FLORIDA,2015,9,,-,0,,0,,,-,,-,46,,0,,0,,536,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
UNITED STATES,2015,10,1,,13,,164,,16,,25,,353,,0,,0,,5010,,,N,,
NEW ENGLAND,2015,10,,-,6,,93,,1,,18,,20,,0,,0,,318,,,N,,
MID. ATLANTIC,2015,10,1,,5,,71,,11,,6,,39,,0,,0,,507,,,N,,
E.N. CENTRAL,2015,10,,-,0,,7,,,-,1,,33,,0,,0,,573,,,N,,
W.N. CENTRAL,2015,10,,-,0,,1,,,-,,-,5,,0,,0,,235,,,N,,
S. ATLANTIC,2015,10,,-,0,,2,,3,,,-,122,,0,,0,,1246,,,N,,
DIST. OF COL.,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,10,,-,0,,1,,1,,,-,19,,0,,0,,212,,,N,,
W.S. CENTRAL,2015,10,,-,0,,1,,,-,,-,35,,0,,0,,441,,,N,,
MOUNTAIN,2015,10,,-,0,,0,,,-,,-,26,,0,,0,,392,,,N,,
PACIFIC,2015,10,,-,0,,2,,,-,,-,54,,0,,0,,1086,,,N,,
AMER. SAMOA,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
ALABAMA,2015,10,,-,0,,1,,1,,,-,,-,0,,0,,13,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
ARKANSAS,2015,10,,-,0,,0,,,-,,-,6,,0,,0,,35,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
ARIZONA,2015,10,,-,0,,0,,,-,,-,12,,0,,0,,152,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
VERMONT,2015,10,,-,0,,1,,,-,,-,2,,0,,0,,18,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
WEST VIRGINIA,2015,10,,-,0,,0,,,-,,-,1,,0,,0,,27,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
ILLINOIS,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OREGON,2015,10,,-,0,,1,,,-,,-,6,,0,,0,,135,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
MASSACHUSETTS,2015,10,,-,2,,57,,1,,9,,9,,0,,0,,149,,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CALIFORNIA,2015,10,,-,0,,1,,,-,,-,15,,0,,0,,768,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
SOUTH DAKOTA,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,12,,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
GEORGIA,2015,10,,-,0,,0,,,-,,-,3,,0,,0,,73,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW YORK CITY,2015,10,,-,0,,9,,2,,2,,26,,0,,0,,234,,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
KANSAS,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,22,,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
NORTH DAKOTA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MICHIGAN,2015,10,,-,0,,1,,,-,,-,5,,0,,0,,152,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW YORK,2015,10,1,,2,,56,,8,,2,,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW HAMPSHIRE,2015,10,,-,0,,6,,,-,3,,,-,0,,0,,13,,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
COLORADO,2015,10,,-,0,,0,,,-,,-,10,,0,,0,,74,,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
MONTANA,2015,10,,-,0,,0,,,-,,-,2,,0,,0,,33,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
WASHINGTON,2015,10,,-,0,,0,,,-,,-,33,,0,,0,,119,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NORTH CAROLINA,2015,10,,-,0,,0,,,-,,-,16,,0,,0,,207,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
RHODE ISLAND,2015,10,,-,1,,18,,,-,1,,7,,0,,0,,25,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WYOMING,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,14,,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALASKA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,13,,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
MAINE,2015,10,,-,0,,5,,,-,1,,2,,0,,0,,23,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
UTAH,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,27,,,N,"UTAH
(39.36070123200005, -111.58712831499997)",
INDIANA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,66,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW JERSEY,2015,10,,-,1,,24,,1,,2,,,-,0,,0,,,-,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
PENNSYLVANIA,2015,10,,-,0,,0,,,-,,-,13,,0,,0,,273,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
SOUTH CAROLINA,2015,10,,-,0,,2,,1,,,-,6,,0,,0,,50,,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MISSOURI,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,88,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WISCONSIN,2015,10,,-,0,,7,,,-,1,,2,,0,,0,,139,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MINNESOTA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
VIRGINIA,2015,10,,-,0,,0,,,-,,-,15,,0,,0,,164,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
KENTUCKY,2015,10,,-,0,,0,,,-,,-,7,,0,,0,,89,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEBRASKA,2015,10,,-,0,,0,,,-,,-,4,,0,,0,,49,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
LOUISIANA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,58,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MISSISSIPPI,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,17,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW MEXICO,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,35,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
CONNECTICUT,2015,10,,-,1,,30,,,-,4,,,-,0,,0,,90,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
OKLAHOMA,2015,10,,-,0,,0,,,-,,-,4,,0,,0,,50,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MARYLAND,2015,10,,-,0,,1,,2,,,-,5,,0,,0,,100,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEVADA,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,15,,,N,"NEVADA
(39.49324221300003, -117.07183885899997)",
GUAM,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
TENNESSEE,2015,10,,-,0,,0,,,-,,-,12,,0,,0,,93,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
HAWAII,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,51,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
OHIO,2015,10,,-,0,,0,,,-,,-,26,,0,,0,,216,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
IDAHO,2015,10,,-,0,,0,,,-,,-,2,,0,,0,,42,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
DELAWARE,2015,10,,-,0,,1,,,-,,-,1,,0,,0,,14,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
IOWA,2015,10,,-,0,,0,,,-,,-,1,,0,,0,,64,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
FLORIDA,2015,10,,-,0,,0,,,-,,-,75,,0,,0,,611,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
PUERTO RICO,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
TEXAS,2015,10,,-,0,,1,,,-,,-,25,,0,,0,,298,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
UNITED STATES,2015,11,1,,13,,164,,17,,28,,353,,0,,0,,5539,,,N,,
NEW ENGLAND,2015,11,,-,6,,93,,1,,18,,15,,0,,0,,357,,,N,,
MID. ATLANTIC,2015,11,1,,5,,71,,12,,8,,47,,0,,0,,571,,,N,,
E.N. CENTRAL,2015,11,,-,0,,7,,,-,2,,36,,0,,0,,626,,,N,,
W.N. CENTRAL,2015,11,,-,0,,1,,,-,,-,7,,0,,0,,262,,,N,,
S. ATLANTIC,2015,11,,-,0,,2,,3,,,-,100,,0,,0,,1364,,,N,,
DIST. OF COL.,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,11,,-,0,,1,,1,,,-,26,,0,,0,,266,,,N,,
W.S. CENTRAL,2015,11,,-,0,,1,,,-,,-,54,,0,,0,,520,,,N,,
MOUNTAIN,2015,11,,-,0,,0,,,-,,-,16,,0,,0,,413,,,N,,
PACIFIC,2015,11,,-,0,,2,,,-,,-,52,,0,,0,,1160,,,N,,
C.N.M.I.,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
INDIANA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,74,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
ARKANSAS,2015,11,,-,0,,0,,,-,,-,5,,0,,0,,40,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
LOUISIANA,2015,11,,-,0,,0,,,-,,-,9,,0,,0,,86,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW MEXICO,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,35,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
COLORADO,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,74,,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
WEST VIRGINIA,2015,11,,-,0,,0,,,-,,-,1,,0,,0,,30,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OHIO,2015,11,,-,0,,0,,,-,,-,29,,0,,0,,245,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
PENNSYLVANIA,2015,11,,-,0,,0,,,-,,-,14,,0,,0,,305,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
GUAM,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
TENNESSEE,2015,11,,-,0,,0,,,-,,-,15,,0,,0,,111,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSISSIPPI,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,21,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW JERSEY,2015,11,,-,1,,24,,1,,4,,,-,0,,0,,,-,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MINNESOTA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
IDAHO,2015,11,,-,0,,0,,,-,,-,8,,0,,0,,50,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
WYOMING,2015,11,,-,0,,0,,,-,,-,1,,0,,0,,17,,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
IOWA,2015,11,,-,0,,0,,,-,,-,1,,0,,0,,74,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
VERMONT,2015,11,,-,0,,1,,,-,,-,1,,0,,0,,19,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
FLORIDA,2015,11,,-,0,,0,,,-,,-,66,,0,,0,,677,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MISSOURI,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,88,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
KENTUCKY,2015,11,,-,0,,0,,,-,,-,11,,0,,0,,108,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
WASHINGTON,2015,11,,-,0,,0,,,-,,-,44,,0,,0,,163,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
ALABAMA,2015,11,,-,0,,1,,1,,,-,,-,0,,0,,26,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NORTH CAROLINA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,207,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MONTANA,2015,11,,-,0,,0,,,-,,-,1,,0,,0,,35,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
SOUTH DAKOTA,2015,11,,-,0,,1,,,-,,-,,-,0,,0,,12,,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
CALIFORNIA,2015,11,,-,0,,1,,,-,,-,,-,0,,0,,780,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ARIZONA,2015,11,,-,0,,0,,,-,,-,6,,0,,0,,159,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW YORK,2015,11,,-,2,,56,,8,,2,,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
DELAWARE,2015,11,,-,0,,1,,,-,,-,,-,0,,0,,16,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NORTH DAKOTA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEBRASKA,2015,11,,-,0,,0,,,-,,-,6,,0,,0,,56,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
