Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
NEW YORK,2016,9,16,,46,,231,,117,,81,,2,,1,,7,,6,,7,,,-,0,,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2016,9,,-,2,,11,,10,,3,,,-,0,,2,,1,,1,,,-,0,,1,,,-,1,,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2016,9,,-,0,,3,,,-,,-,,-,0,,3,,3,,,-,,-,0,,4,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2016,9,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,,-,0,,4,,1,,4,,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2016,9,,-,0,,2,,1,,4,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
HAWAII,2016,9,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"HAWAII
(21.30992, -157.858158)",
TEXAS,2016,9,,-,1,,6,,1,,,-,,-,1,,8,,11,,3,,,-,0,,3,,1,,4,,"TEXAS
(31.827233, -99.423022)",
OHIO,2016,9,,-,2,,18,,3,,9,,,-,1,,3,,6,,3,,,-,0,,4,,2,,2,,"OHIO
(40.056807, -82.405897)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2016,10,54,,506,,2369,,1255,,1720,,8,,23,,57,,143,,132,,1,,6,,12,,56,,93,,,
NEW ENGLAND,2016,10,,-,107,,744,,119,,537,,,-,2,,7,,11,,8,,,-,0,,2,,5,,5,,,
MID. ATLANTIC,2016,10,34,,247,,1291,,837,,851,,2,,5,,24,,32,,27,,,-,0,,4,,2,,9,,,
NEW YORK CITY,2016,10,,-,2,,560,,11,,22,,2,,3,,17,,20,,7,,,-,0,,2,,2,,2,,"NEW YORK CITY
",
E.N. CENTRAL,2016,10,1,,26,,215,,34,,71,,,-,2,,7,,11,,17,,,-,1,,5,,5,,10,,,
W.N. CENTRAL,2016,10,,-,4,,30,,5,,10,,1,,0,,3,,5,,4,,,-,0,,3,,2,,6,,,
S. ATLANTIC,2016,10,17,,70,,236,,235,,222,,5,,6,,16,,49,,40,,1,,1,,4,,10,,22,,,
DIST. OF COL.,2016,10,,-,1,,8,,3,,9,,,-,0,,1,,2,,2,,,-,0,,1,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,10,1,,2,,12,,12,,8,,,-,0,,4,,6,,3,,,-,0,,2,,3,,3,,,
W.S. CENTRAL,2016,10,,-,1,,6,,1,,,-,,-,2,,9,,14,,5,,,-,0,,5,,4,,9,,,
MOUNTAIN,2016,10,1,,1,,2,,4,,6,,,-,1,,5,,,-,4,,,-,0,,3,,2,,,-,,
PACIFIC,2016,10,,-,3,,15,,8,,15,,,-,2,,7,,15,,24,,,-,2,,6,,23,,29,,,
AMER. SAMOA,2016,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2016,10,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
HAWAII,2016,10,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GUAM,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
FLORIDA,2016,10,5,,3,,15,,22,,13,,1,,1,,3,,6,,8,,1,,0,,2,,3,,9,,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2016,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2016,10,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,,-,0,,4,,1,,4,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2016,10,1,,1,,3,,7,,4,,1,,0,,1,,2,,1,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
UTAH,2016,10,,-,0,,1,,,-,1,,,-,0,,1,,,-,2,,,-,0,,1,,1,,,-,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2016,10,,-,3,,24,,13,,17,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,10,1,,0,,4,,5,,6,,,-,0,,2,,2,,2,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2016,10,,-,35,,409,,1,,237,,,-,1,,3,,6,,6,,,-,0,,2,,3,,2,,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2016,10,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ILLINOIS,2016,10,,-,2,,29,,1,,8,,,-,1,,3,,4,,8,,,-,0,,2,,,-,2,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2016,10,,-,0,,0,,,-,,-,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,"COLORADO
(38.841772, -106.132562)",
KANSAS,2016,10,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"KANSAS
(38.345528, -98.201847)",
OREGON,2016,10,,-,0,,4,,5,,5,,,-,0,,2,,4,,5,,,-,0,,3,,5,,9,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2016,10,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2016,10,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2016,10,,-,0,,6,,2,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2016,10,,-,1,,56,,11,,17,,,-,0,,6,,5,,2,,,-,0,,1,,1,,2,,"NORTH CAROLINA
(35.47995, -79.180571)",
MONTANA,2016,10,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
IOWA,2016,10,,-,2,,28,,5,,7,,1,,0,,2,,2,,1,,,-,0,,1,,1,,2,,"IOWA
(42.46942, -93.815856)",
DELAWARE,2016,10,3,,7,,30,,50,,20,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2016,10,,-,0,,3,,,-,,-,,-,0,,3,,3,,1,,,-,0,,4,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2016,10,,-,3,,11,,11,,4,,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2016,10,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2016,10,,-,1,,6,,1,,,-,,-,1,,8,,11,,2,,,-,0,,3,,1,,4,,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2016,10,,-,11,,72,,41,,31,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2016,10,12,,46,,231,,129,,94,,,-,1,,7,,6,,9,,,-,0,,1,,,-,2,,"NEW YORK
(42.826892, -75.544286)",
ALASKA,2016,10,,-,0,,2,,2,,1,,,-,0,,2,,1,,1,,,-,0,,2,,2,,2,,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2016,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2016,10,6,,26,,113,,92,,78,,3,,2,,9,,14,,9,,,-,0,,1,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2016,10,,-,18,,155,,17,,43,,,-,0,,1,,,-,1,,,-,0,,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2016,10,,-,16,,79,,34,,59,,,-,0,,3,,2,,,-,,-,0,,2,,1,,,-,"MAINE
(45.252223, -68.986647)",
NEVADA,2016,10,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2016,10,,-,44,,325,,47,,269,,,-,1,,5,,3,,6,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2016,10,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2016,10,,-,0,,4,,5,,,-,,-,0,,2,,2,,1,,,-,0,,1,,1,,1,,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2016,10,1,,0,,2,,2,,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2016,10,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2016,10,,-,8,,57,,27,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
CONNECTICUT,2016,10,,-,31,,187,,16,,132,,,-,0,,2,,1,,1,,,-,0,,1,,1,,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2016,10,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
INDIANA,2016,10,,-,1,,15,,,-,6,,,-,0,,1,,,-,3,,,-,0,,1,,2,,1,,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2016,10,,-,1,,65,,,-,53,,,-,0,,3,,2,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2016,11,,-,0,,6,,3,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2016,10,1,,2,,18,,5,,10,,,-,1,,3,,6,,4,,,-,0,,4,,2,,4,,"OHIO
(40.056807, -82.405897)",
GEORGIA,2016,10,,-,0,,0,,,-,,-,,-,0,,8,,7,,10,,,-,0,,2,,2,,5,,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2016,10,2,,23,,113,,37,,64,,,-,1,,5,,8,,8,,,-,0,,2,,2,,4,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2016,10,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2016,10,22,,134,,881,,650,,466,,,-,0,,3,,3,,5,,,-,0,,2,,,-,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2016,10,,-,2,,12,,1,,9,,,-,2,,6,,7,,17,,,-,1,,5,,15,,18,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2016,10,,-,0,,2,,1,,5,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2016,11,50,,514,,2367,,1432,,1912,,5,,23,,57,,153,,139,,7,,6,,12,,68,,104,,,
NEW ENGLAND,2016,11,,-,107,,744,,148,,599,,,-,2,,7,,12,,8,,1,,0,,3,,6,,6,,,
MID. ATLANTIC,2016,11,34,,253,,1290,,933,,932,,1,,5,,24,,33,,28,,1,,0,,3,,3,,11,,,
NEW YORK CITY,2016,11,,-,2,,560,,11,,24,,1,,3,,17,,21,,7,,,-,0,,2,,2,,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,11,1,,27,,217,,45,,79,,1,,2,,7,,12,,18,,,-,1,,5,,9,,10,,,
W.N. CENTRAL,2016,11,1,,4,,30,,6,,10,,,-,0,,3,,5,,5,,,-,0,,3,,2,,6,,,
S. ATLANTIC,2016,11,14,,71,,237,,268,,263,,2,,6,,16,,53,,43,,2,,1,,4,,12,,25,,,
DIST. OF COL.,2016,11,,-,1,,8,,3,,11,,,-,0,,1,,2,,2,,,-,0,,1,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,11,,-,2,,12,,14,,8,,,-,0,,4,,6,,3,,,-,0,,2,,3,,4,,,
W.S. CENTRAL,2016,11,,-,1,,6,,1,,,-,,-,2,,9,,14,,5,,3,,0,,5,,7,,10,,,
MOUNTAIN,2016,11,,-,1,,2,,4,,6,,,-,1,,5,,,-,4,,,-,0,,3,,2,,2,,,
PACIFIC,2016,11,,-,3,,15,,13,,15,,1,,2,,7,,18,,25,,,-,1,,6,,24,,30,,,
AMER. SAMOA,2016,11,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,11,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2016,11,,-,1,,56,,13,,17,,,-,0,,6,,6,,2,,,-,0,,1,,1,,2,,"NORTH CAROLINA
(35.47995, -79.180571)",
ALABAMA,2016,11,,-,0,,4,,5,,6,,,-,0,,2,,2,,2,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2016,11,,-,0,,4,,6,,,-,,-,0,,2,,2,,1,,,-,0,,1,,1,,1,,"TENNESSEE
(35.681402, -85.774444)",
CONNECTICUT,2016,11,,-,31,,186,,19,,146,,,-,0,,2,,1,,1,,1,,0,,1,,2,,1,,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2016,11,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IOWA,2016,11,,-,2,,28,,5,,7,,,-,0,,2,,2,,2,,,-,0,,1,,1,,2,,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH DAKOTA,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2016,11,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK,2016,11,19,,46,,231,,154,,108,,,-,1,,7,,6,,9,,,-,0,,1,,,-,2,,"NEW YORK
(42.826892, -75.544286)",
MASSACHUSETTS,2016,11,,-,35,,409,,1,,268,,,-,1,,3,,6,,6,,,-,0,,2,,3,,2,,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2016,11,,-,0,,1,,,-,1,,,-,0,,1,,,-,2,,,-,0,,1,,1,,,-,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2016,11,,-,44,,325,,48,,298,,,-,1,,5,,3,,7,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2016,11,1,,3,,15,,24,,13,,1,,1,,3,,7,,8,,2,,0,,2,,5,,11,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2016,11,,-,1,,6,,1,,,-,,-,1,,8,,11,,2,,3,,0,,3,,4,,5,,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2016,11,,-,0,,3,,,-,,-,1,,0,,3,,4,,1,,,-,0,,4,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
WYOMING,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"WYOMING
(43.23558, -108.110518)",
COLORADO,2016,11,,-,0,,0,,,-,,-,,-,0,,4,,,-,1,,,-,0,,1,,,-,1,,"COLORADO
(38.841772, -106.132562)",
ILLINOIS,2016,11,,-,3,,29,,3,,10,,,-,1,,3,,4,,8,,,-,0,,2,,3,,2,,"ILLINOIS
(40.477092, -88.993221)",
ALASKA,2016,11,,-,0,,2,,2,,1,,,-,0,,2,,1,,1,,,-,0,,2,,2,,2,,"ALASKA
(64.836661, -147.738891)",
INDIANA,2016,11,,-,1,,17,,,-,7,,,-,0,,2,,,-,3,,,-,0,,1,,2,,1,,"INDIANA
(39.76845, -86.156212)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH CAROLINA,2016,11,1,,1,,3,,8,,5,,,-,0,,1,,2,,1,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2016,11,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2016,11,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2016,11,,-,0,,0,,,-,,-,,-,1,,8,,8,,10,,,-,0,,2,,2,,6,,"GEORGIA
(32.836038, -83.631709)",
MINNESOTA,2016,11,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MISSOURI,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2016,11,1,,23,,118,,40,,69,,,-,1,,5,,8,,10,,,-,0,,2,,2,,4,,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2016,11,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
LOUISIANA,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,,-,0,,4,,1,,4,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2016,11,4,,7,,30,,55,,25,,,-,0,,2,,4,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW MEXICO,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2016,11,7,,26,,114,,112,,105,,1,,2,,9,,15,,10,,,-,0,,1,,,-,1,,"MARYLAND
(39.290443, -76.612333)",
CALIFORNIA,2016,11,,-,2,,12,,3,,9,,,-,2,,6,,9,,18,,,-,1,,5,,16,,18,,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2016,11,,-,0,,2,,2,,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
UTAH,2016,15,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,1,,,-,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2016,11,,-,1,,65,,,-,60,,,-,0,,3,,2,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2016,11,,-,0,,4,,8,,5,,,-,0,,2,,4,,5,,,-,0,,3,,5,,9,,"OREGON
(44.567912, -120.156945)",
VERMONT,2016,11,,-,8,,57,,27,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2016,11,,-,3,,11,,13,,4,,1,,0,,2,,2,,1,,,-,0,,1,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2016,11,1,,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
ARIZONA,2016,11,,-,0,,2,,1,,5,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2016,11,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2016,11,,-,11,,72,,56,,39,,,-,0,,2,,,-,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
HAWAII,2016,11,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,"HAWAII
(21.30992, -157.858158)",
OHIO,2016,11,1,,2,,18,,7,,10,,,-,1,,3,,6,,5,,,-,0,,4,,2,,4,,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2016,11,,-,3,,24,,13,,18,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2016,11,15,,134,,880,,720,,502,,,-,0,,3,,3,,5,,1,,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2016,11,,-,16,,79,,45,,61,,,-,0,,3,,3,,,-,,-,0,,2,,1,,,-,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2016,11,,-,18,,157,,22,,48,,,-,0,,1,,,-,1,,,-,0,,2,,1,,2,,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2016,12,73,,516,,2369,,1629,,2072,,10,,23,,57,,175,,147,,3,,7,,12,,75,,111,,,
NEW ENGLAND,2016,12,6,,108,,745,,164,,637,,,-,2,,7,,16,,10,,,-,0,,3,,8,,6,,,
MID. ATLANTIC,2016,12,46,,253,,1291,,1046,,994,,5,,5,,24,,38,,32,,,-,0,,3,,3,,12,,,
NEW YORK CITY,2016,12,10,,2,,560,,21,,26,,5,,3,,17,,26,,10,,,-,0,,2,,2,,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,12,,-,27,,219,,56,,84,,,-,2,,7,,14,,19,,,-,1,,5,,9,,10,,,
W.N. CENTRAL,2016,12,,-,4,,30,,9,,10,,,-,0,,3,,5,,5,,,-,0,,3,,2,,7,,,
S. ATLANTIC,2016,12,17,,71,,239,,314,,313,,3,,7,,16,,58,,43,,1,,1,,4,,13,,26,,,
DIST. OF COL.,2016,12,,-,2,,9,,6,,13,,,-,0,,1,,2,,2,,,-,0,,1,,,-,1,,"DIST. OF COL.
",
E.S. CENTRAL,2016,12,1,,2,,12,,18,,9,,,-,0,,4,,6,,4,,,-,0,,2,,3,,5,,,
W.S. CENTRAL,2016,12,,-,1,,6,,1,,1,,,-,2,,9,,16,,5,,,-,0,,5,,7,,10,,,
MOUNTAIN,2016,12,2,,1,,2,,7,,8,,,-,1,,5,,1,,4,,,-,0,,3,,2,,2,,,
PACIFIC,2016,12,1,,3,,15,,14,,16,,2,,2,,7,,21,,25,,2,,2,,6,,28,,33,,,
AMER. SAMOA,2016,12,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VIRGINIA,2016,12,3,,23,,119,,44,,86,,,-,1,,5,,8,,10,,1,,0,,2,,3,,4,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2016,12,,-,44,,325,,48,,310,,,-,1,,5,,3,,8,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
WASHINGTON,2016,12,,-,0,,3,,,-,,-,1,,0,,3,,5,,1,,1,,0,,4,,2,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2016,12,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,"KANSAS
(38.345528, -98.201847)",
OKLAHOMA,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2016,12,1,,0,,4,,9,,5,,,-,0,,2,,4,,5,,1,,0,,3,,6,,10,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2016,12,,-,0,,0,,,-,,-,,-,1,,8,,9,,10,,,-,0,,2,,2,,6,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,12,1,,0,,2,,3,,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
PENNSYLVANIA,2016,12,14,,134,,881,,797,,541,,,-,0,,3,,3,,5,,,-,0,,2,,1,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2016,12,,-,3,,11,,15,,4,,,-,0,,2,,4,,1,,,-,0,,1,,1,,1,,"MICHIGAN
(44.66399, -84.711206)",
KENTUCKY,2016,12,,-,0,,6,,3,,2,,,-,0,,1,,,-,,-,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2016,12,,-,1,,6,,1,,1,,,-,1,,8,,12,,2,,,-,0,,3,,4,,5,,"TEXAS
(31.827233, -99.423022)",
VERMONT,2016,12,,-,8,,57,,27,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NEW MEXICO,2016,12,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"NEW MEXICO
(34.520396, -106.244402)",
