Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
NEW YORK,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,31,,24,,58,,412,,364,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
SOUTH CAROLINA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,25,,77,,303,,236,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NORTH DAKOTA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,28,,26,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ILLINOIS,2015,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,30,,65,,480,,513,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ALABAMA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,56,,215,,302,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MASSACHUSETTS,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,53,,345,,327,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW JERSEY,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,50,,86,,343,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WASHINGTON,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,14,,44,,218,,170,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
VIRGINIA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,20,,58,,272,,257,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OREGON,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,9,,17,,149,,121,,"OREGON
(44.56745049300008, -120.15502935599994)",
RHODE ISLAND,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,17,,35,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
IDAHO,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,4,,32,,109,,51,,"IDAHO
(43.68263174800006, -114.36372693399994)",
KENTUCKY,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,27,,143,,179,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ALASKA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,5,,22,,26,,"ALASKA
(64.84507799500005, -147.72205958799998)",
ARKANSAS,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,13,,29,,174,,117,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW HAMPSHIRE,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,40,,64,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
IOWA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,12,,23,,232,,137,,"IOWA
(42.469401411000035, -93.81648725599996)",
MISSOURI,2015,22,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,15,,36,,86,,212,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MICHIGAN,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,17,,56,,294,,294,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
FLORIDA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,120,,104,,225,,1618,,1594,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MONTANA,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,35,,80,,49,,"MONTANA
(47.06652795700006, -109.42441587999997)",
KANSAS,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,21,,139,,113,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MARYLAND,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,15,,50,,270,,224,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
UNITED STATES,2015,23,,-,0,,1,,2,,3,,,-,0,,0,,,-,1,,536,,854,,1647,,13679,,14811,,,
NEW ENGLAND,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,41,,87,,653,,722,,,
MID. ATLANTIC,2015,23,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,60,,72,,182,,1218,,1555,,,
E.N. CENTRAL,2015,23,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,32,,91,,206,,1732,,1904,,,
W.N. CENTRAL,2015,23,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,3,,46,,109,,677,,941,,,
S. ATLANTIC,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,201,,235,,561,,3661,,3630,,,
DIST. OF COL.,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,18,,"DIST. OF COL.
",
E.S. CENTRAL,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,57,,154,,868,,974,,,
W.S. CENTRAL,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,118,,161,,275,,2025,,1645,,,
MOUNTAIN,2015,23,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,63,,52,,94,,959,,1006,,,
PACIFIC,2015,23,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,37,,112,,220,,1886,,2434,,,
C.N.M.I.,2015,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,24,,190,,396,,527,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ARIZONA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,19,,41,,354,,319,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MINNESOTA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,31,,,-,271,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
PUERTO RICO,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,11,,34,,151,,276,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WASHINGTON,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,14,,44,,233,,191,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MICHIGAN,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,17,,56,,304,,319,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ALABAMA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,18,,56,,226,,316,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
WISCONSIN,2015,23,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,12,,78,,269,,322,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
SOUTH CAROLINA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,24,,77,,338,,263,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
GEORGIA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,35,,94,,490,,502,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
FLORIDA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,113,,109,,225,,1732,,1697,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEW HAMPSHIRE,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,44,,71,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
OREGON,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,9,,17,,163,,128,,"OREGON
(44.56745049300008, -120.15502935599994)",
CONNECTICUT,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,23,,141,,161,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW MEXICO,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,94,,93,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW YORK,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,24,,58,,441,,388,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ARKANSAS,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,13,,29,,192,,122,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
ALASKA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,5,,24,,26,,"ALASKA
(64.84507799500005, -147.72205958799998)",
SOUTH DAKOTA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,66,,57,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
VERMONT,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,29,,37,,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEVADA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,8,,66,,54,,"NEVADA
(39.49324221300003, -117.07183885899997)",
MONTANA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,81,,52,,"MONTANA
(47.06652795700006, -109.42441587999997)",
VIRGINIA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,20,,58,,302,,282,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WYOMING,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,24,,32,,"WYOMING
(43.23554100600006, -108.10982701399996)",
COLORADO,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,26,,48,,228,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ILLINOIS,2015,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,30,,65,,502,,563,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW YORK CITY,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,17,,37,,301,,363,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
OHIO,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,23,,46,,483,,444,,"OHIO
(40.060212455000055, -82.40425667899996)",
MAINE,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,7,,46,,49,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW JERSEY,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,50,,88,,366,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
DELAWARE,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,15,,37,,32,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
CALIFORNIA,2015,23,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,16,,86,,169,,1389,,1979,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
KENTUCKY,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,10,,25,,173,,206,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OKLAHOMA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,53,,147,,194,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MISSOURI,2015,23,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,15,,36,,86,,242,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
LOUISIANA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,31,,22,,51,,344,,304,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEBRASKA,2015,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,3,,5,,13,,101,,59,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
GUAM,2015,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
INDIANA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,174,,256,,"INDIANA
(39.766913353000064, -86.14995646699998)",
TEXAS,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,72,,97,,218,,1342,,1025,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MASSACHUSETTS,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,21,,53,,376,,366,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
PENNSYLVANIA,2015,23,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,19,,25,,69,,388,,438,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NORTH DAKOTA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,33,,29,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
IDAHO,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,49,,4,,32,,159,,56,,"IDAHO
(43.68263174800006, -114.36372693399994)",
WEST VIRGINIA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,12,,70,,70,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MISSISSIPPI,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,58,,202,,183,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
HAWAII,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,77,,110,,"HAWAII
(21.30485232600006, -157.85774798099996)",
UTAH,2015,23,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,6,,14,,133,,172,,"UTAH
(39.36070123200005, -111.58712831499997)",
KANSAS,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,151,,129,,"KANSAS
(38.347742794000055, -98.20077822999997)",
IOWA,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,23,,240,,154,,"IOWA
(42.469401411000035, -93.81648725599996)",
RHODE ISLAND,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,12,,17,,38,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
TENNESSEE,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,16,,54,,267,,269,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MARYLAND,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,15,,50,,296,,239,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
UNITED STATES,2015,24,,-,0,,1,,2,,4,,,-,0,,0,,,-,1,,625,,833,,1648,,14696,,15927,,,
NEW ENGLAND,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,41,,87,,724,,761,,,
MID. ATLANTIC,2015,24,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,68,,71,,182,,1313,,1666,,,
E.N. CENTRAL,2015,24,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,49,,91,,206,,1827,,2068,,,
W.N. CENTRAL,2015,24,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,8,,44,,109,,723,,1028,,,
S. ATLANTIC,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,192,,230,,563,,3888,,3868,,,
DIST. OF COL.,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,,-,22,,"DIST. OF COL.
",
E.S. CENTRAL,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,58,,154,,963,,1093,,,
W.S. CENTRAL,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,101,,153,,275,,2150,,1823,,,
MOUNTAIN,2015,24,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,110,,53,,94,,1094,,1056,,,
PACIFIC,2015,24,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,58,,113,,220,,2014,,2564,,,
AMER. SAMOA,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OHIO,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,45,,23,,46,,528,,471,,"OHIO
(40.060212455000055, -82.40425667899996)",
IDAHO,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,85,,4,,54,,249,,60,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MONTANA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,3,,35,,88,,54,,"MONTANA
(47.06652795700006, -109.42441587999997)",
OREGON,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,9,,17,,171,,141,,"OREGON
(44.56745049300008, -120.15502935599994)",
CONNECTICUT,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,23,,166,,165,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
GEORGIA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,31,,94,,524,,547,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MISSISSIPPI,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,17,,58,,250,,210,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
WEST VIRGINIA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,70,,71,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW YORK CITY,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,17,,37,,325,,387,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
VIRGINIA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,20,,58,,319,,313,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MICHIGAN,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,17,,56,,320,,345,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
PUERTO RICO,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,11,,34,,151,,298,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
DELAWARE,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,15,,39,,35,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MAINE,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,2,,7,,52,,53,,"MAINE
(45.25422910300006, -68.98502586699993)",
KENTUCKY,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,25,,173,,221,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEVADA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,66,,58,,"NEVADA
(39.49324221300003, -117.07183885899997)",
LOUISIANA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,22,,51,,365,,339,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NORTH DAKOTA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,33,,31,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
PENNSYLVANIA,2015,24,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,19,,25,,69,,423,,479,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ILLINOIS,2015,24,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,30,,65,,535,,623,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
FLORIDA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,105,,109,,225,,1838,,1813,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
COLORADO,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,26,,48,,237,,"COLORADO
(38.84384342200008, -106.13360911499996)",
RHODE ISLAND,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,12,,17,,43,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WYOMING,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,3,,26,,33,,"WYOMING
(43.23554100600006, -108.10982701399996)",
NORTH CAROLINA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,24,,190,,399,,528,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ARIZONA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,19,,41,,373,,333,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
VERMONT,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,1,,7,,33,,40,,"VERMONT
(43.62538389600007, -72.51763667599994)",
ARKANSAS,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,13,,29,,206,,138,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
ALABAMA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,56,,251,,369,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
UTAH,2015,24,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,1,,6,,14,,142,,177,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW MEXICO,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,102,,104,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MARYLAND,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,16,,50,,326,,251,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW JERSEY,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,50,,100,,391,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
TENNESSEE,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,16,,54,,289,,293,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEBRASKA,2015,24,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,5,,13,,107,,67,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
TEXAS,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,66,,97,,218,,1417,,1120,,"TEXAS
(31.827240467000024, -99.42676785299994)",
WASHINGTON,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,14,,44,,241,,196,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
GUAM,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
IOWA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,11,,23,,256,,166,,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW YORK,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,24,,58,,465,,409,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OKLAHOMA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,11,,53,,162,,226,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MINNESOTA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,31,,,-,291,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MISSOURI,2015,24,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,14,,36,,86,,271,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WISCONSIN,2015,24,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,12,,78,,269,,348,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
CALIFORNIA,2015,24,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,39,,82,,169,,1486,,2088,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ALASKA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,5,,25,,27,,"ALASKA
(64.84507799500005, -147.72205958799998)",
INDIANA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,40,,175,,281,,"INDIANA
(39.766913353000064, -86.14995646699998)",
HAWAII,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,5,,15,,91,,112,,"HAWAII
(21.30485232600006, -157.85774798099996)",
SOUTH DAKOTA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,76,,59,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW HAMPSHIRE,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,8,,50,,76,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
KANSAS,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,165,,143,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MASSACHUSETTS,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,22,,53,,406,,384,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
SOUTH CAROLINA,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,25,,77,,373,,288,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
UNITED STATES,2015,25,,-,0,,1,,2,,4,,,-,0,,0,,,-,1,,695,,832,,1648,,15760,,17062,,,
NEW ENGLAND,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,40,,87,,769,,811,,,
MID. ATLANTIC,2015,25,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,70,,72,,182,,1401,,1770,,,
E.N. CENTRAL,2015,25,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,50,,90,,206,,1942,,2222,,,
W.N. CENTRAL,2015,25,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,6,,42,,109,,749,,1095,,,
S. ATLANTIC,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,228,,229,,563,,4154,,4107,,,
