Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2016","Chlamydia trachomatis infection, Cum 2016, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2016","Coccidioidomycosis, Cum 2016, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag",Location 1,Location 2
RHODE ISLAND,2016,9,33,,86,,227,,541,,870,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,9,,-,91,,299,,793,,498,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2016,9,,-,1083,,2036,,4921,,14808,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2016,9,1076,,1787,,2244,,14224,,14032,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2016,10,16259,,29028,,31222,,251132,,284588,,151,,210,,365,,1663,,1593,,,
NEW ENGLAND,2016,10,383,,994,,1434,,9130,,8730,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,10,2653,,3726,,4253,,37281,,35224,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,10,706,,1247,,1404,,12332,,11884,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,10,1655,,4259,,4935,,36235,,42910,,1,,1,,3,,8,,5,,,
W.N. CENTRAL,2016,10,458,,1657,,1923,,14169,,17820,,1,,1,,8,,9,,24,,,
S. ATLANTIC,2016,10,3077,,6189,,7336,,49171,,61350,,1,,0,,1,,3,,,-,,
DIST. OF COL.,2016,10,149,,141,,404,,1224,,937,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,10,896,,1429,,2598,,10645,,14884,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,10,3264,,3808,,6593,,36073,,36425,,,-,0,,2,,3,,,-,,
MOUNTAIN,2016,10,1400,,1895,,2507,,17369,,18894,,146,,149,,284,,1355,,983,,,
PACIFIC,2016,10,2473,,4775,,5259,,41059,,48351,,2,,60,,108,,285,,581,,,
AMER. SAMOA,2016,10,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,10,,-,12,,26,,29,,172,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2016,10,56,,1252,,1415,,7311,,13407,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEW JERSEY,2016,10,235,,646,,748,,6078,,6230,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2016,10,483,,545,,1034,,4255,,2671,,1,,0,,1,,2,,,-,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2016,10,68,,169,,244,,1299,,1939,,,-,2,,7,,5,,16,,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2016,10,215,,557,,687,,5246,,5756,,,-,0,,0,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2016,10,482,,535,,744,,4610,,5619,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2016,10,7,,406,,488,,2387,,4238,,,-,1,,8,,5,,21,,"MINNESOTA
(44.943719, -93.094281)",
WISCONSIN,2016,10,246,,464,,586,,4710,,4705,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2016,10,643,,575,,758,,5983,,5070,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2016,10,11,,136,,178,,764,,1426,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
CALIFORNIA,2016,10,1536,,3670,,4116,,32041,,37042,,2,,59,,108,,285,,580,,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2016,10,288,,447,,1015,,4093,,4369,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MONTANA,2016,10,82,,82,,118,,932,,850,,,-,0,,1,,3,,2,,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,10,756,,539,,3348,,5214,,3806,,,-,0,,1,,3,,,-,"LOUISIANA
(31.2931, -92.463284)",
UTAH,2016,10,82,,165,,196,,1710,,1745,,,-,0,,3,,,-,8,,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2016,10,11,,58,,85,,531,,624,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
OKLAHOMA,2016,10,65,,274,,350,,2270,,3004,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
FLORIDA,2016,10,1115,,1789,,2251,,16111,,16077,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2016,10,78,,86,,227,,621,,922,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
TEXAS,2016,10,2443,,2690,,4585,,26289,,29233,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
WEST VIRGINIA,2016,10,,-,58,,160,,103,,753,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2016,10,435,,1124,,1364,,10353,,10557,,1,,0,,2,,2,,2,,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2016,10,847,,1076,,1492,,11417,,10145,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2016,10,3,,1063,,2053,,5471,,15854,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
GEORGIA,2016,10,448,,1127,,1278,,8344,,11799,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2016,10,175,,258,,484,,2323,,2244,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2016,10,556,,464,,1191,,5209,,5184,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2016,10,,-,483,,586,,4469,,4333,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
KANSAS,2016,10,35,,218,,295,,2029,,2389,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
GUAM,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2016,10,551,,908,,1173,,7819,,8787,,,-,0,,2,,6,,3,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,10,367,,563,,1223,,6042,,5454,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2016,10,210,,560,,794,,4574,,5934,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2016,10,130,,290,,1326,,862,,2565,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2016,10,7,,32,,58,,326,,340,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
WYOMING,2016,10,8,,36,,72,,296,,372,,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2016,10,70,,92,,299,,904,,526,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2016,10,99,,110,,261,,1017,,1494,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
OREGON,2016,10,403,,317,,435,,2964,,3219,,,-,0,,1,,,-,1,,"OREGON
(44.567912, -120.156945)",
IOWA,2016,10,69,,238,,275,,2324,,2415,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2016,10,123,,64,,338,,1207,,132,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,10,77,,227,,331,,2155,,2885,,,-,0,,2,,1,,8,,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,10,119,,146,,236,,1460,,1607,,1,,0,,2,,4,,1,,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2016,10,,-,106,,651,,,-,1201,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
ALASKA,2016,10,41,,79,,117,,680,,1045,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
SOUTH DAKOTA,2016,10,2,,59,,93,,192,,791,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
IDAHO,2016,10,105,,112,,206,,1314,,1034,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ARIZONA,2016,10,690,,621,,852,,5570,,5700,,146,,146,,283,,1346,,948,,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2016,10,,-,371,,685,,2300,,382,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MAINE,2016,10,,-,73,,122,,184,,759,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEW YORK,2016,10,865,,799,,1478,,7454,,6965,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2016,10,137,,694,,1358,,6663,,6695,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2016,11,15580,,29009,,31307,,278716,,313284,,155,,211,,364,,1835,,1737,,,
NEW ENGLAND,2016,11,501,,994,,1435,,9853,,9610,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,11,2513,,3740,,4254,,41293,,38886,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,11,640,,1241,,1404,,13591,,13109,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,11,1450,,4275,,5016,,40404,,46967,,1,,1,,3,,9,,5,,,
W.N. CENTRAL,2016,11,219,,1657,,1923,,15715,,19410,,,-,1,,8,,9,,25,,,
S. ATLANTIC,2016,11,3535,,6185,,7373,,54874,,68026,,,-,0,,1,,3,,,-,,
DIST. OF COL.,2016,11,169,,143,,404,,1397,,1017,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,11,629,,1425,,2598,,11271,,16431,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,11,3216,,3809,,6595,,40641,,39867,,,-,0,,2,,3,,1,,,
MOUNTAIN,2016,11,1122,,1884,,2507,,19012,,20928,,152,,148,,283,,1487,,1075,,,
PACIFIC,2016,11,2395,,4765,,5294,,45653,,53159,,2,,60,,108,,324,,631,,,
AMER. SAMOA,2016,11,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,11,,-,12,,26,,29,,198,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OREGON,2016,11,313,,317,,435,,3282,,3536,,,-,0,,1,,1,,1,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2016,11,332,,1127,,1278,,9167,,13012,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
IOWA,2016,11,,-,236,,275,,2324,,2632,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2016,11,174,,71,,338,,1380,,133,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2016,11,,-,167,,244,,1299,,2135,,,-,2,,7,,5,,16,,"NEVADA
(39.491833, -117.070159)",
MASSACHUSETTS,2016,11,,-,480,,586,,4469,,4731,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH DAKOTA,2016,11,9,,58,,86,,610,,692,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2016,11,6,,63,,118,,444,,865,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2016,11,678,,541,,1035,,5012,,3140,,,-,0,,1,,2,,,-,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2016,11,943,,1791,,2252,,17952,,17667,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
ARKANSAS,2016,11,50,,374,,686,,2925,,442,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2016,11,407,,444,,1015,,4527,,4984,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
KANSAS,2016,11,15,,217,,295,,2152,,2568,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2016,11,118,,86,,227,,741,,1030,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2016,11,63,,167,,200,,1896,,1911,,,-,0,,3,,,-,8,,"UTAH
(39.359772, -111.584173)",
TEXAS,2016,11,2530,,2692,,4615,,29219,,32124,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
MAINE,2016,11,56,,73,,122,,296,,863,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2016,11,41,,1264,,1473,,8308,,14821,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2016,11,632,,535,,744,,5242,,6206,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2016,11,,-,464,,1191,,5209,,5674,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2016,11,600,,575,,758,,6583,,5468,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,11,40,,274,,350,,2484,,3264,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2016,11,51,,227,,313,,2324,,3101,,,-,0,,2,,1,,9,,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2016,11,,-,135,,178,,764,,1541,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2016,11,189,,554,,687,,5960,,6293,,,-,0,,0,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2016,11,596,,549,,3348,,6013,,4037,,,-,0,,1,,3,,1,,"LOUISIANA
(31.2931, -92.463284)",
NEW JERSEY,2016,11,209,,644,,749,,6690,,6920,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
MINNESOTA,2016,11,,-,409,,488,,2765,,4619,,,-,1,,8,,5,,22,,"MINNESOTA
(44.943719, -93.094281)",
MICHIGAN,2016,11,356,,896,,1173,,8598,,9591,,,-,0,,2,,6,,3,,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2016,11,,-,92,,299,,904,,677,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,11,,-,56,,160,,103,,803,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2016,11,278,,466,,588,,5197,,4999,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2016,11,885,,1078,,1493,,12783,,11174,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2016,11,174,,554,,794,,4748,,6495,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2016,11,339,,563,,1223,,6641,,5948,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2016,11,89,,109,,261,,1106,,1678,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
KENTUCKY,2016,11,455,,290,,1326,,1314,,2855,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,11,779,,802,,1478,,8229,,7683,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
CALIFORNIA,2016,11,1434,,3679,,4137,,35627,,40672,,2,,60,,108,,323,,630,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2016,11,2,,1073,,2087,,6169,,17740,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEBRASKA,2016,11,,-,142,,236,,1460,,1741,,,-,0,,2,,4,,1,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2016,11,10,,37,,72,,356,,409,,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
VERMONT,2016,11,12,,32,,58,,368,,378,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
CONNECTICUT,2016,11,141,,259,,484,,2599,,2475,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2016,11,16,,82,,117,,738,,1204,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2016,11,722,,689,,1358,,7385,,7501,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2016,11,99,,112,,206,,1430,,1149,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ARIZONA,2016,11,492,,629,,852,,6248,,6319,,152,,146,,282,,1478,,1039,,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,11,436,,1140,,1364,,11660,,11608,,1,,0,,2,,3,,2,,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2016,11,,-,106,,651,,,-,1407,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,11,,-,82,,118,,932,,920,,,-,0,,1,,3,,2,,"MONTANA
(47.062617, -109.430168)",
UNITED STATES,2016,12,15595,,28994,,31337,,305674,,341695,,185,,213,,365,,2048,,1912,,,
NEW ENGLAND,2016,12,399,,995,,1444,,10365,,10475,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,12,2381,,3730,,4239,,44958,,42580,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,12,651,,1247,,1404,,14904,,14338,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,12,1663,,4309,,5118,,44473,,51596,,,-,1,,3,,9,,6,,,
W.N. CENTRAL,2016,12,457,,1663,,1923,,17477,,21202,,1,,1,,8,,10,,28,,,
S. ATLANTIC,2016,12,2989,,6119,,7392,,60074,,73301,,,-,0,,1,,3,,,-,,
DIST. OF COL.,2016,12,180,,146,,404,,1579,,1151,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,12,840,,1421,,2598,,12108,,18370,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,12,3619,,3826,,6596,,45074,,43312,,,-,0,,2,,3,,1,,,
MOUNTAIN,2016,12,1316,,1881,,2508,,21076,,22890,,179,,148,,283,,1640,,1184,,,
PACIFIC,2016,12,1931,,4790,,5295,,50069,,57969,,5,,62,,112,,383,,693,,,
AMER. SAMOA,2016,12,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,-,12,,26,,29,,212,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MAINE,2016,12,63,,72,,122,,375,,918,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
OHIO,2016,12,539,,1140,,1367,,13001,,12693,,,-,0,,2,,3,,2,,"OHIO
(40.056807, -82.405897)",
IDAHO,2016,12,99,,111,,209,,1543,,1252,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2016,12,690,,291,,1326,,2001,,3185,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,12,245,,466,,593,,5696,,5227,,,-,0,,2,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2016,12,755,,1078,,1478,,13782,,12227,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2016,12,95,,237,,275,,2555,,2889,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2016,12,144,,375,,686,,3224,,490,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OREGON,2016,12,327,,317,,435,,3617,,3884,,,-,0,,1,,1,,1,,"OREGON
(44.567912, -120.156945)",
TENNESSEE,2016,12,150,,549,,794,,4898,,7264,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
PUERTO RICO,2016,12,5,,92,,299,,1015,,729,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2016,12,524,,444,,1015,,5100,,5518,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
UTAH,2016,12,99,,165,,208,,2125,,2071,,,-,0,,3,,1,,11,,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,12,,-,535,,744,,5242,,6764,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2016,12,1575,,3691,,4138,,39609,,44362,,5,,62,,112,,382,,692,,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2016,12,,-,86,,227,,741,,1096,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2016,12,214,,562,,687,,6643,,6839,,,-,0,,0,,,-,1,,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2016,12,736,,556,,3348,,6806,,4209,,,-,0,,1,,3,,1,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2016,12,81,,92,,150,,1187,,956,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
WEST VIRGINIA,2016,12,,-,56,,160,,103,,864,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2016,12,187,,259,,484,,2856,,2704,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
INDIANA,2016,12,319,,571,,1223,,7267,,6536,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
HAWAII,2016,12,,-,135,,178,,764,,1657,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
ALASKA,2016,12,29,,82,,117,,837,,1302,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2016,12,6,,409,,488,,2905,,5038,,1,,1,,8,,6,,24,,"MINNESOTA
(44.943719, -93.094281)",
NORTH CAROLINA,2016,12,,-,1070,,2089,,6915,,18845,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2016,12,45,,230,,316,,2574,,3288,,,-,0,,2,,1,,10,,"NEW MEXICO
(34.520396, -106.244402)",
MONTANA,2016,12,92,,83,,118,,1117,,1010,,,-,0,,1,,3,,2,,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2016,12,444,,629,,852,,6905,,6940,,179,,146,,282,,1630,,1144,,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2016,12,41,,1293,,1514,,8968,,16411,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
GEORGIA,2016,12,273,,1123,,1289,,9913,,14200,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2016,12,14,,33,,58,,405,,405,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
NEVADA,2016,12,,-,166,,244,,1299,,2370,,,-,2,,7,,5,,16,,"NEVADA
(39.491833, -117.070159)",
FLORIDA,2016,12,1018,,1797,,2251,,19910,,19420,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2016,12,,-,444,,1191,,5209,,6281,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2016,12,26,,218,,295,,2452,,2794,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2016,12,538,,583,,758,,7127,,5979,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2016,12,13,,37,,72,,413,,441,,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2016,12,63,,275,,350,,2801,,3596,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
VIRGINIA,2016,12,545,,689,,1358,,7927,,8247,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2016,12,,-,103,,651,,,-,1640,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2016,12,7,,57,,86,,642,,768,,,-,0,,2,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2016,12,104,,146,,238,,1728,,1923,,,-,0,,2,,4,,2,,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2016,12,789,,802,,1487,,9016,,8415,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2016,12,2676,,2697,,4615,,32243,,35017,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2016,12,186,,643,,749,,7256,,7600,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2016,12,135,,82,,338,,1519,,135,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,12,354,,552,,1036,,5413,,3639,,,-,0,,1,,2,,,-,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2016,12,519,,903,,1173,,9541,,10729,,,-,0,,2,,6,,4,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2016,12,5,,63,,118,,552,,951,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2016,12,,-,480,,586,,4469,,5217,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2016,13,14552,,29000,,31402,,335746,,369511,,161,,217,,378,,2204,,2069,,,
NEW ENGLAND,2016,13,179,,995,,1444,,10626,,11301,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,13,2349,,3739,,4240,,48527,,46204,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,13,674,,1248,,1404,,16177,,15539,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,13,856,,4294,,5118,,46222,,55565,,,-,1,,3,,9,,8,,,
