Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2016","Rubella, Cum 2016, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2016","Rubella, congenital syndrome, Cum 2016, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag",Location 1,Location 2
VIRGINIA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,21,,55,,74,,93,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,21,,32,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,26,,49,,112,,122,,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,17,,34,,71,,108,,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,22,,51,,90,,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,,-,21,,"WEST VIRGINIA
(38.668501, -80.709421)",
INDIANA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,28,,24,,74,,"INDIANA
(39.76845, -86.156212)",
WYOMING,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,4,,6,,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,36,,71,,93,,211,,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
DELAWARE,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,11,,7,,11,,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2016,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,25,,68,,109,,101,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,16,,70,,64,,42,,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,22,,46,,146,,73,,"ALABAMA
(32.839182, -86.631125)",
ARKANSAS,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,15,,34,,38,,39,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,18,,49,,96,,118,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,13,,25,,36,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,9,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,10,,16,,37,,90,,114,,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,20,,58,,69,,53,,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2016,9,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,86,,"MISSOURI
(38.636168, -92.566292)",
UTAH,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,30,,42,,48,,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,47,,15,,109,,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,38,,98,,162,,203,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,10,,17,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,25,,31,,38,,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2016,9,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,31,,101,,268,,337,,415,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,12,,34,,35,,"HAWAII
(21.30992, -157.858158)",
NEVADA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,14,,6,,33,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,99,,207,,381,,650,,"CALIFORNIA
(37.640735, -121.002435)",
NORTH DAKOTA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,8,,12,,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,27,,61,,81,,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,22,,43,,57,,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,12,,7,,"VERMONT
(43.622479, -72.51927)",
IDAHO,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,108,,21,,18,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,9,,12,,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2016,10,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,244,,990,,1688,,4293,,5455,,,
NEW ENGLAND,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,34,,87,,194,,246,,,
MID. ATLANTIC,2016,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,28,,89,,167,,355,,527,,,
NEW YORK CITY,2016,10,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,14,,17,,37,,112,,124,,"NEW YORK CITY
",
E.N. CENTRAL,2016,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,43,,103,,193,,433,,683,,,
W.N. CENTRAL,2016,10,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,4,,31,,59,,175,,338,,,
S. ATLANTIC,2016,10,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,78,,251,,490,,1255,,1417,,,
DIST. OF COL.,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,71,,136,,426,,300,,,
W.S. CENTRAL,2016,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,35,,161,,339,,588,,661,,,
MOUNTAIN,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,62,,176,,241,,397,,,
PACIFIC,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,35,,131,,280,,626,,886,,,
AMER. SAMOA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,44,,7,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
COLORADO,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,30,,,-,60,,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,47,,15,,128,,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2016,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,21,,101,,270,,369,,474,,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,22,,46,,158,,83,,"ALABAMA
(32.839182, -86.631125)",
OREGON,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,10,,21,,52,,46,,"OREGON
(44.567912, -120.156945)",
CONNECTICUT,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,48,,65,,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,11,,22,,60,,100,,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,12,,8,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,58,,97,,65,,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,15,,34,,46,,45,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,26,,49,,120,,138,,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,11,,61,,63,,42,,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,36,,71,,113,,223,,"ILLINOIS
(40.477092, -88.993221)",
CALIFORNIA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,99,,207,,450,,724,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,18,,49,,104,,130,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,5,,13,,31,,47,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,5,,12,,41,,40,,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,7,,30,,49,,54,,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,21,,55,,86,,109,,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,23,,40,,"SOUTH DAKOTA
(44.35371, -100.373709)",
IDAHO,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,108,,22,,21,,"IDAHO
(43.680635, -114.364237)",
OHIO,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,41,,26,,48,,191,,154,,"OHIO
(40.056807, -82.405897)",
MAINE,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,11,,11,,"MAINE
(45.252223, -68.986647)",
KANSAS,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,39,,54,,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,17,,35,,81,,121,,"MICHIGAN
(44.66399, -84.711206)",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
PENNSYLVANIA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,30,,71,,108,,137,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW MEXICO,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,25,,33,,39,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,25,,68,,112,,103,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,38,,99,,171,,214,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,28,,27,,86,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2016,10,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,51,,118,,191,,705,,590,,"FLORIDA
(28.915325, -81.922409)",
MASSACHUSETTS,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,50,,105,,134,,"MASSACHUSETTS
(42.268546, -72.085064)",
GUAM,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH CAROLINA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,25,,155,,68,,239,,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
WISCONSIN,2016,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,14,,89,,21,,99,,"WISCONSIN
(44.395526, -89.834513)",
MARYLAND,2016,10,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,13,,15,,37,,104,,119,,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,9,,13,,"ALASKA
(64.836661, -147.738891)",
LOUISIANA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,24,,62,,110,,100,,"LOUISIANA
(31.2931, -92.463284)",
MISSOURI,2016,10,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,86,,"MISSOURI
(38.636168, -92.566292)",
WEST VIRGINIA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,,-,25,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH DAKOTA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,13,,13,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,20,,58,,79,,62,,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,27,,69,,98,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,16,,70,,74,,63,,"WASHINGTON
(47.517368, -120.467672)",
NEW HAMPSHIRE,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,11,,19,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,7,,9,,7,,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,11,,9,,15,,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,16,,33,,92,,90,,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,17,,50,,"MONTANA
(47.062617, -109.430168)",
NEVADA,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,14,,7,,36,,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2016,11,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,265,,991,,1689,,4752,,6078,,,
NEW ENGLAND,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,34,,87,,201,,280,,,
MID. ATLANTIC,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,36,,89,,167,,397,,608,,,
NEW YORK CITY,2016,11,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,10,,16,,37,,122,,139,,"NEW YORK CITY
",
E.N. CENTRAL,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,27,,103,,193,,490,,777,,,
W.N. CENTRAL,2016,11,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,4,,31,,59,,193,,376,,,
S. ATLANTIC,2016,11,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,75,,252,,490,,1363,,1537,,,
DIST. OF COL.,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"DIST. OF COL.
",
E.S. CENTRAL,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,72,,134,,447,,334,,,
W.S. CENTRAL,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,67,,162,,342,,680,,731,,,
MOUNTAIN,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,62,,176,,275,,455,,,
PACIFIC,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,132,,280,,706,,980,,,
AMER. SAMOA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSOURI,2016,11,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,86,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,26,,46,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH CAROLINA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,23,,156,,83,,244,,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,12,,16,,"MAINE
(45.252223, -68.986647)",
MICHIGAN,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,17,,35,,94,,139,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,44,,7,,9,,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,9,,24,,47,,58,,"KANSAS
(38.345528, -98.201847)",
INDIANA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,28,,34,,99,,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,15,,34,,54,,51,,"ARKANSAS
(34.748745, -92.275105)",
HAWAII,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,12,,41,,43,,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,25,,34,,45,,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,11,,61,,69,,46,,"OKLAHOMA
(35.468494, -97.521264)",
WASHINGTON,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,15,,70,,82,,73,,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,18,,49,,118,,154,,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,11,,60,,102,,72,,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,38,,99,,190,,235,,"GEORGIA
(32.836038, -83.631709)",
NEW JERSEY,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,47,,16,,145,,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,7,,30,,66,,61,,"UTAH
(39.359772, -111.584173)",
FLORIDA,2016,11,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,49,,118,,191,,755,,650,,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,100,,207,,508,,803,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PENNSYLVANIA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,30,,70,,119,,157,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,21,,56,,84,,70,,"MISSISSIPPI
(32.738663, -89.537312)",
IDAHO,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,108,,24,,24,,"IDAHO
(43.680635, -114.364237)",
NEVADA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,14,,7,,40,,"NEVADA
(39.491833, -117.070159)",
ALASKA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,1,,7,,17,,12,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,22,,60,,110,,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,9,,11,,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,22,,51,,69,,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,12,,23,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,10,,17,,"DELAWARE
(39.008676, -75.574561)",
WEST VIRGINIA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,,-,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,5,,13,,33,,52,,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,25,,68,,119,,110,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2016,11,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,2,,15,,37,,107,,130,,"MARYLAND
(39.290443, -76.612333)",
IOWA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,27,,69,,119,,"IOWA
(42.46942, -93.815856)",
WISCONSIN,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,14,,89,,21,,114,,"WISCONSIN
(44.395526, -89.834513)",
VERMONT,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,6,,14,,10,,"VERMONT
(43.622479, -72.51927)",
VIRGINIA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,21,,56,,99,,120,,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,24,,62,,126,,103,,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,16,,33,,101,,101,,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2016,11,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,45,,101,,302,,431,,531,,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,22,,46,,160,,91,,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,26,,49,,140,,167,,"NEW YORK
(42.826892, -75.544286)",
OREGON,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,21,,58,,49,,"OREGON
(44.567912, -120.156945)",
MONTANA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,17,,53,,"MONTANA
(47.062617, -109.430168)",
COLORADO,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,30,,,-,67,,"COLORADO
(38.841772, -106.132562)",
OHIO,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,26,,48,,215,,172,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,50,,105,,153,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH DAKOTA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,18,,15,,"NORTH DAKOTA
(47.475879, -100.121011)",
ILLINOIS,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,36,,71,,126,,253,,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2016,12,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,242,,992,,1691,,5220,,6712,,,
NEW ENGLAND,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,34,,87,,234,,304,,,
