Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
GUAM,2016,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2016,10,,-,0,,3,,1,,3,,18,,11,,47,,150,,136,,3,,7,,14,,61,,32,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2016,10,,-,0,,0,,,-,,-,,-,1,,8,,,-,26,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2016,10,,-,0,,1,,1,,3,,10,,3,,27,,137,,27,,,-,0,,2,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2016,10,,-,0,,6,,7,,,-,,-,4,,13,,14,,45,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
OHIO,2016,10,,-,0,,2,,7,,11,,10,,13,,34,,196,,234,,,-,0,,5,,1,,8,,"OHIO
(40.056807, -82.405897)",
MAINE,2016,10,,-,0,,1,,1,,,-,,-,3,,21,,48,,84,,1,,0,,3,,8,,4,,"MAINE
(45.252223, -68.986647)",
IOWA,2016,10,,-,2,,32,,167,,2,,,-,2,,7,,13,,45,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
WISCONSIN,2016,10,,-,0,,17,,4,,1,,,-,12,,28,,113,,144,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2016,10,,-,0,,1,,1,,,-,2,,3,,8,,40,,45,,3,,1,,6,,16,,18,,"ALABAMA
(32.839182, -86.631125)",
MICHIGAN,2016,10,2,,0,,2,,5,,,-,2,,8,,25,,57,,126,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,10,,-,0,,1,,2,,,-,,-,2,,17,,22,,35,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,10,,-,0,,1,,,-,,-,,-,0,,9,,,-,6,,3,,0,,23,,7,,11,,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2016,10,,-,0,,1,,,-,,-,1,,0,,6,,19,,2,,1,,0,,2,,5,,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2016,10,,-,0,,1,,,-,7,,2,,2,,20,,13,,51,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2016,10,,-,0,,1,,,-,1,,,-,2,,8,,9,,28,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2016,10,,-,0,,1,,,-,,-,,-,1,,4,,7,,10,,,-,3,,12,,19,,16,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2016,10,,-,0,,0,,,-,,-,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
COLORADO,2016,10,1,,0,,3,,7,,4,,25,,17,,26,,172,,239,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
HAWAII,2016,10,,-,0,,1,,2,,,-,,-,1,,4,,9,,5,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,10,,-,0,,1,,,-,1,,,-,0,,3,,4,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
UTAH,2016,10,,-,0,,0,,,-,,-,,-,6,,24,,10,,94,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2016,10,,-,0,,2,,,-,4,,1,,37,,106,,116,,908,,,-,4,,13,,12,,14,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2016,10,,-,0,,2,,6,,,-,,-,5,,18,,4,,108,,1,,1,,6,,7,,16,,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2016,10,,-,0,,5,,1,,9,,,-,5,,35,,29,,35,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,10,1,,0,,2,,1,,4,,9,,18,,33,,254,,170,,,-,8,,26,,,-,63,,"PENNSYLVANIA
(40.789676, -77.858055)",
RHODE ISLAND,2016,10,,-,0,,1,,,-,,-,,-,0,,5,,1,,6,,,-,0,,2,,2,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2016,10,,-,0,,0,,,-,,-,,-,3,,10,,26,,62,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2016,11,12,,23,,75,,394,,97,,131,,343,,536,,2541,,4915,,42,,69,,124,,301,,546,,,
NEW ENGLAND,2016,11,1,,0,,8,,12,,,-,1,,12,,31,,95,,161,,1,,5,,13,,37,,28,,,
MID. ATLANTIC,2016,11,4,,2,,12,,13,,25,,23,,47,,77,,540,,446,,6,,15,,32,,67,,107,,,
NEW YORK CITY,2016,11,,-,1,,10,,6,,10,,,-,7,,22,,51,,42,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,11,4,,11,,46,,128,,23,,18,,53,,90,,540,,682,,,-,1,,18,,1,,10,,,
W.N. CENTRAL,2016,11,,-,3,,37,,192,,5,,3,,21,,35,,121,,765,,2,,2,,9,,13,,25,,,
S. ATLANTIC,2016,11,1,,1,,8,,19,,19,,8,,26,,73,,218,,405,,8,,13,,31,,56,,183,,,
DIST. OF COL.,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,11,,-,0,,2,,3,,5,,8,,10,,34,,208,,147,,1,,2,,6,,18,,20,,,
W.S. CENTRAL,2016,11,,-,0,,6,,6,,5,,27,,32,,112,,191,,237,,24,,19,,71,,89,,154,,,
MOUNTAIN,2016,11,2,,0,,5,,17,,11,,33,,43,,83,,372,,765,,,-,1,,5,,1,,,-,,
PACIFIC,2016,11,,-,0,,3,,4,,4,,10,,79,,223,,256,,1307,,,-,4,,13,,19,,19,,,
AMER. SAMOA,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VIRGINIA,2016,11,,-,0,,5,,1,,13,,,-,5,,35,,30,,36,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2016,11,,-,0,,0,,,-,1,,,-,1,,7,,6,,14,,,-,0,,4,,1,,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,11,,-,0,,1,,1,,,-,1,,3,,8,,42,,47,,1,,1,,6,,17,,18,,"ALABAMA
(32.839182, -86.631125)",
HAWAII,2016,11,,-,0,,1,,2,,,-,,-,1,,4,,9,,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALASKA,2016,11,,-,0,,0,,,-,,-,1,,1,,10,,19,,21,,,-,0,,3,,7,,1,,"ALASKA
(64.836661, -147.738891)",
SOUTH DAKOTA,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,3,,2,,,-,0,,2,,3,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
IOWA,2016,11,,-,2,,32,,167,,2,,,-,2,,7,,13,,47,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GEORGIA,2016,11,,-,0,,0,,,-,,-,,-,3,,10,,26,,66,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2016,11,,-,0,,1,,,-,,-,,-,0,,6,,19,,2,,1,,0,,2,,6,,2,,"VERMONT
(43.622479, -72.51927)",
MAINE,2016,11,1,,0,,1,,3,,,-,1,,3,,21,,50,,89,,,-,0,,3,,8,,4,,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,11,,-,0,,1,,,-,,-,,-,0,,4,,1,,6,,,-,0,,2,,2,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
IDAHO,2016,11,,-,0,,1,,,-,7,,3,,2,,13,,16,,56,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
DELAWARE,2016,11,,-,0,,1,,,-,1,,,-,0,,3,,4,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2016,11,4,,8,,33,,110,,9,,,-,14,,30,,104,,116,,,-,1,,18,,,-,2,,"ILLINOIS
(40.477092, -88.993221)",
KENTUCKY,2016,11,,-,0,,1,,1,,3,,5,,4,,27,,144,,29,,,-,0,,2,,1,,2,,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2016,11,,-,0,,1,,,-,,-,,-,3,,13,,18,,53,,,-,0,,1,,1,,,-,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2016,11,,-,0,,0,,,-,,-,,-,6,,24,,18,,106,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2016,11,,-,0,,1,,,-,1,,,-,2,,8,,13,,28,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2016,11,,-,0,,3,,,-,,-,6,,15,,118,,64,,162,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,11,,-,0,,2,,1,,,-,,-,9,,28,,31,,105,,,-,0,,4,,,-,,-,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2016,11,,-,0,,2,,5,,,-,,-,8,,25,,63,,131,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,11,2,,0,,5,,7,,,-,,-,1,,18,,2,,102,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2016,11,,-,0,,1,,2,,,-,,-,2,,17,,22,,38,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEVADA,2016,11,,-,0,,0,,,-,,-,,-,1,,8,,,-,31,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2016,11,,-,0,,1,,2,,,-,,-,4,,9,,25,,38,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
KANSAS,2016,11,,-,0,,2,,6,,,-,,-,5,,18,,5,,114,,2,,1,,6,,9,,18,,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2016,11,,-,0,,1,,3,,,-,6,,10,,30,,119,,158,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
GUAM,2016,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2016,11,,-,0,,5,,6,,3,,27,,28,,108,,166,,196,,21,,15,,70,,74,,130,,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2016,11,,-,0,,0,,,-,,-,,-,0,,2,,1,,1,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MASSACHUSETTS,2016,11,,-,0,,6,,7,,,-,,-,4,,13,,14,,47,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2016,11,,-,0,,3,,7,,4,,24,,17,,26,,196,,254,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2016,11,,-,0,,0,,,-,1,,,-,0,,0,,,-,50,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2016,11,,-,0,,1,,1,,2,,2,,2,,8,,21,,70,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,11,,-,0,,1,,2,,,-,,-,0,,3,,4,,6,,,-,0,,2,,2,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OHIO,2016,11,,-,0,,2,,7,,13,,18,,13,,34,,214,,242,,,-,0,,5,,1,,8,,"OHIO
(40.056807, -82.405897)",
NORTH DAKOTA,2016,11,,-,0,,1,,1,,,-,,-,0,,4,,1,,4,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2016,11,,-,0,,1,,,-,1,,,-,1,,7,,12,,7,,,-,0,,7,,5,,13,,"ARKANSAS
(34.748745, -92.275105)",
WISCONSIN,2016,11,,-,0,,17,,4,,1,,,-,13,,28,,134,,155,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2016,11,,-,0,,1,,,-,2,,,-,0,,1,,,-,5,,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2016,11,,-,0,,5,,,-,1,,,-,2,,6,,10,,41,,,-,6,,20,,4,,48,,"MARYLAND
(39.290443, -76.612333)",
NORTH CAROLINA,2016,11,,-,0,,8,,14,,1,,,-,5,,24,,34,,131,,8,,7,,12,,40,,46,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEBRASKA,2016,11,,-,0,,1,,1,,,-,3,,5,,15,,55,,415,,,-,0,,5,,1,,3,,"NEBRASKA
(41.640503, -99.367122)",
CALIFORNIA,2016,11,,-,0,,2,,1,,4,,3,,38,,112,,133,,1013,,,-,4,,13,,12,,18,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2016,11,,-,0,,2,,1,,5,,9,,18,,33,,274,,183,,,-,7,,26,,,-,67,,"PENNSYLVANIA
(40.789676, -77.858055)",
OKLAHOMA,2016,11,,-,0,,1,,,-,,-,,-,0,,9,,,-,6,,3,,0,,23,,10,,11,,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2016,11,4,,0,,3,,5,,6,,14,,11,,48,,163,,150,,6,,7,,14,,67,,40,,"NEW YORK
(42.826892, -75.544286)",
WYOMING,2016,11,,-,0,,0,,,-,,-,,-,0,,4,,3,,5,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2016,11,1,,0,,1,,2,,2,,8,,7,,14,,84,,76,,,-,0,,3,,11,,84,,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2016,11,,-,0,,1,,,-,,-,,-,1,,4,,7,,11,,,-,3,,12,,19,,20,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2016,11,,-,0,,4,,17,,2,,,-,6,,15,,44,,133,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
NEW JERSEY,2016,11,,-,0,,2,,1,,4,,,-,7,,16,,52,,71,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2016,12,7,,28,,75,,467,,102,,101,,345,,539,,2795,,5287,,27,,69,,125,,338,,615,,,
NEW ENGLAND,2016,12,,-,0,,17,,37,,,-,4,,12,,31,,104,,169,,3,,5,,13,,44,,31,,,
MID. ATLANTIC,2016,12,3,,2,,12,,16,,25,,20,,47,,77,,578,,477,,10,,15,,32,,77,,122,,,
NEW YORK CITY,2016,12,,-,1,,10,,6,,10,,,-,7,,22,,54,,45,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,12,1,,11,,46,,146,,24,,13,,53,,91,,611,,715,,1,,1,,18,,2,,10,,,
W.N. CENTRAL,2016,12,,-,4,,37,,209,,5,,1,,20,,32,,128,,788,,1,,2,,9,,14,,32,,,
S. ATLANTIC,2016,12,1,,1,,8,,22,,23,,8,,26,,73,,234,,428,,,-,13,,31,,58,,195,,,
DIST. OF COL.,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,4,,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,12,,-,0,,2,,3,,5,,5,,11,,34,,226,,153,,1,,2,,6,,19,,21,,,
W.S. CENTRAL,2016,12,1,,0,,6,,7,,5,,10,,32,,114,,203,,267,,10,,19,,71,,103,,172,,,
MOUNTAIN,2016,12,1,,0,,6,,22,,11,,15,,42,,83,,398,,833,,,-,1,,6,,1,,,-,,
PACIFIC,2016,12,,-,0,,3,,5,,4,,25,,66,,226,,313,,1457,,1,,4,,13,,20,,32,,,
AMER. SAMOA,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TEXAS,2016,12,1,,0,,5,,7,,3,,9,,28,,110,,178,,223,,9,,15,,70,,87,,145,,"TEXAS
(31.827233, -99.423022)",
COLORADO,2016,12,,-,0,,3,,7,,4,,12,,17,,26,,208,,270,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2016,12,,-,0,,8,,16,,1,,,-,5,,24,,35,,136,,,-,7,,12,,40,,54,,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2016,12,,-,0,,1,,2,,,-,,-,4,,9,,25,,41,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2016,12,,-,0,,5,,7,,,-,,-,0,,3,,4,,6,,,-,0,,2,,2,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2016,12,,-,0,,1,,2,,,-,,-,1,,4,,9,,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,12,,-,0,,1,,,-,1,,,-,0,,3,,4,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WEST VIRGINIA,2016,12,,-,0,,0,,,-,1,,,-,1,,7,,6,,14,,,-,0,,4,,2,,5,,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2016,12,,-,0,,1,,,-,,-,,-,1,,4,,7,,14,,,-,3,,12,,22,,23,,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2016,12,3,,0,,4,,8,,6,,11,,11,,48,,174,,153,,10,,7,,14,,77,,47,,"NEW YORK
(42.826892, -75.544286)",
OHIO,2016,12,,-,0,,2,,7,,13,,13,,14,,34,,227,,246,,1,,0,,5,,2,,8,,"OHIO
(40.056807, -82.405897)",
IDAHO,2016,12,,-,0,,1,,,-,7,,,-,2,,13,,16,,59,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MINNESOTA,2016,12,,-,0,,4,,17,,2,,,-,6,,15,,44,,141,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ALABAMA,2016,12,,-,0,,1,,1,,,-,,-,3,,8,,49,,48,,1,,1,,6,,18,,19,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2016,12,,-,0,,17,,4,,1,,,-,13,,28,,153,,161,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,4,,2,,,-,0,,2,,3,,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH DAKOTA,2016,12,,-,0,,1,,1,,,-,,-,0,,4,,1,,4,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2016,12,,-,4,,32,,184,,2,,,-,2,,7,,15,,48,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MARYLAND,2016,12,,-,0,,5,,,-,1,,1,,2,,7,,14,,43,,,-,6,,20,,4,,52,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2016,12,,-,0,,1,,,-,1,,1,,1,,7,,12,,8,,,-,0,,7,,5,,13,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2016,12,,-,0,,3,,,-,,-,22,,15,,118,,86,,190,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2016,12,,-,0,,0,,,-,1,,,-,0,,0,,,-,50,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2016,12,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,2,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEW MEXICO,2016,12,,-,0,,1,,,-,,-,,-,3,,13,,18,,59,,,-,0,,1,,1,,,-,"NEW MEXICO
(34.520396, -106.244402)",
PENNSYLVANIA,2016,12,,-,0,,2,,1,,5,,9,,18,,33,,289,,205,,,-,7,,26,,,-,75,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2016,12,1,,0,,1,,3,,2,,7,,7,,14,,91,,83,,,-,0,,3,,12,,84,,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2016,12,,-,0,,2,,2,,4,,1,,36,,115,,159,,1117,,,-,3,,13,,12,,31,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2016,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2016,12,,-,0,,1,,,-,,-,3,,0,,5,,4,,6,,,-,0,,2,,2,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2016,12,,-,0,,1,,1,,3,,4,,4,,27,,154,,29,,,-,0,,2,,1,,2,,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2016,12,,-,0,,1,,1,,2,,1,,2,,8,,22,,74,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2016,12,,-,0,,2,,1,,4,,,-,7,,17,,61,,74,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
VIRGINIA,2016,12,,-,0,,5,,1,,17,,,-,5,,35,,32,,39,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2016,12,,-,0,,0,,,-,,-,2,,1,,10,,25,,24,,1,,0,,3,,8,,1,,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2016,12,,-,0,,1,,3,,,-,2,,10,,30,,131,,171,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2016,12,,-,0,,2,,6,,,-,,-,4,,18,,8,,121,,1,,1,,6,,10,,23,,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2016,12,,-,8,,33,,127,,9,,,-,14,,30,,137,,126,,,-,1,,18,,,-,2,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,12,,-,0,,1,,,-,,-,,-,0,,6,,21,,2,,2,,0,,2,,8,,2,,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2016,12,,-,0,,1,,,-,1,,,-,2,,8,,13,,30,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OKLAHOMA,2016,12,,-,0,,1,,,-,,-,,-,0,,9,,,-,6,,1,,1,,23,,11,,14,,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2016,12,,-,0,,1,,3,,,-,1,,3,,21,,52,,92,,1,,0,,3,,10,,4,,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2016,12,,-,0,,1,,,-,2,,,-,0,,1,,,-,5,,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2016,12,,-,0,,2,,1,,,-,,-,9,,28,,34,,119,,,-,0,,4,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2016,12,,-,0,,1,,1,,,-,1,,4,,13,,56,,422,,,-,0,,5,,1,,5,,"NEBRASKA
(41.640503, -99.367122)",
NEVADA,2016,12,,-,0,,0,,,-,,-,,-,1,,8,,,-,32,,,-,0,,2,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MASSACHUSETTS,2016,12,,-,0,,15,,27,,,-,,-,4,,13,,16,,49,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2016,12,1,,0,,6,,12,,,-,1,,1,,18,,4,,108,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2016,12,,-,0,,1,,2,,,-,,-,2,,17,,22,,40,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2016,12,1,,0,,2,,6,,1,,,-,8,,25,,69,,141,,,-,0,,4,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,12,,-,0,,0,,,-,,-,,-,0,,4,,3,,6,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UTAH,2016,12,,-,0,,0,,,-,,-,,-,6,,24,,18,,128,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
GEORGIA,2016,12,,-,0,,0,,,-,,-,,-,3,,10,,26,,70,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
UNITED STATES,2016,13,3,,28,,75,,491,,104,,99,,342,,539,,2965,,5651,,29,,69,,125,,382,,717,,,
NEW ENGLAND,2016,13,,-,0,,17,,37,,,-,1,,12,,31,,111,,200,,6,,5,,13,,52,,37,,,
MID. ATLANTIC,2016,13,,-,2,,12,,16,,26,,24,,47,,77,,611,,516,,4,,15,,32,,81,,142,,,
NEW YORK CITY,2016,13,,-,1,,10,,6,,11,,,-,7,,22,,59,,48,,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,13,,-,11,,46,,146,,24,,9,,53,,91,,649,,748,,,-,1,,18,,2,,10,,,
W.N. CENTRAL,2016,13,1,,5,,37,,227,,5,,3,,20,,32,,133,,749,,2,,2,,9,,17,,39,,,
S. ATLANTIC,2016,13,1,,1,,8,,27,,24,,12,,26,,73,,255,,448,,,-,13,,31,,65,,212,,,
DIST. OF COL.,2016,13,,-,0,,0,,,-,,-,,-,0,,2,,4,,1,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,13,,-,0,,2,,3,,5,,6,,11,,34,,238,,164,,1,,2,,6,,20,,21,,,
W.S. CENTRAL,2016,13,1,,0,,6,,8,,5,,17,,32,,116,,224,,288,,16,,19,,71,,124,,216,,,
MOUNTAIN,2016,13,,-,0,,6,,22,,11,,15,,43,,87,,414,,922,,,-,1,,6,,1,,1,,,
PACIFIC,2016,13,,-,0,,3,,5,,4,,12,,59,,226,,330,,1616,,,-,4,,12,,20,,39,,,
AMER. SAMOA,2016,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
