Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2014","Babesiosis, Cum 2014, flag","Babesiosis, Cum 2013","Babesiosis, Cum 2013, flag","Coccidioidomycosis, Cum 2013, flag",Location 1,Location 2
MISSOURI,2014,39,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
GUAM,2014,39,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
SOUTH CAROLINA,2014,39,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
COLORADO,2014,39,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
ARKANSAS,2014,39,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MASSACHUSETTS,2014,39,,-,1,,29,,199,,398,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
WISCONSIN,2014,39,,-,0,,4,,24,,72,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
PENNSYLVANIA,2014,39,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
UNITED STATES,2014,40,27,,16,,131,,1219,,1488,,,,
NEW ENGLAND,2014,40,12,,4,,73,,656,,856,,,,
MID. ATLANTIC,2014,40,15,,8,,64,,526,,479,,-,,
E.N. CENTRAL,2014,40,,-,0,,4,,27,,78,,,,
W.N. CENTRAL,2014,40,,-,0,,2,,1,,61,,,,
S. ATLANTIC,2014,40,,-,0,,2,,5,,9,,,,
DIST. OF COL.,2014,40,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,40,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,40,,-,0,,1,,1,,2,,,,
MOUNTAIN,2014,40,,-,0,,0,,,-,,-,,,
PACIFIC,2014,40,,-,0,,1,,3,,3,,,,
AMER. SAMOA,2014,40,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,40,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,40,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
OKLAHOMA,2014,40,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW YORK CITY,2014,40,1,,0,,9,,57,,71,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MISSOURI,2014,40,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
SOUTH CAROLINA,2014,40,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
VERMONT,2014,40,,-,0,,1,,2,,6,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
NEW MEXICO,2014,40,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
IDAHO,2014,40,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEW YORK,2014,40,14,,3,,53,,344,,251,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
KANSAS,2014,40,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
CALIFORNIA,2014,40,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MARYLAND,2014,40,,-,0,,1,,2,,6,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
WISCONSIN,2014,40,,-,0,,4,,24,,74,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEVADA,2014,40,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
ILLINOIS,2014,40,,-,0,,1,,1,,2,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
OHIO,2014,40,,-,0,,0,,,-,,-,,"OHIO
(40.06021184000048, -82.40425685299965)",
WEST VIRGINIA,2014,40,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
PENNSYLVANIA,2014,40,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
CONNECTICUT,2014,40,,-,1,,22,,123,,274,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
NEBRASKA,2014,40,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
MICHIGAN,2014,40,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
ALABAMA,2014,40,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
INDIANA,2014,40,,-,0,,1,,,-,,-,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
NORTH CAROLINA,2014,40,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MINNESOTA,2014,40,,-,0,,2,,,-,58,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
SOUTH DAKOTA,2014,40,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
ARKANSAS,2014,40,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
OREGON,2014,40,,-,0,,1,,1,,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
NEW JERSEY,2014,40,,-,1,,23,,125,,157,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MONTANA,2014,40,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
DELAWARE,2014,40,,-,0,,1,,1,,2,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
WYOMING,2014,40,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
HAWAII,2014,40,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
RHODE ISLAND,2014,40,12,,1,,18,,121,,119,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NEW HAMPSHIRE,2014,40,,-,0,,4,,21,,20,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
ARIZONA,2014,40,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
WASHINGTON,2014,40,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
VIRGINIA,2014,40,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
KENTUCKY,2014,40,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
LOUISIANA,2014,40,,-,0,,1,,,-,1,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
COLORADO,2014,40,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
UTAH,2014,40,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
TENNESSEE,2014,40,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
GUAM,2014,40,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
FLORIDA,2014,40,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
IOWA,2014,40,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
MAINE,2014,40,,-,0,,5,,33,,32,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
GEORGIA,2014,40,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MISSISSIPPI,2014,40,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
PUERTO RICO,2014,40,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
ALASKA,2014,40,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
NORTH DAKOTA,2014,40,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MASSACHUSETTS,2014,40,,-,2,,41,,356,,405,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
TEXAS,2014,40,,-,0,,1,,1,,1,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
UNITED STATES,2014,41,4,,16,,132,,1224,,1532,,,,
NEW ENGLAND,2014,41,,-,4,,73,,656,,858,,,,
MID. ATLANTIC,2014,41,4,,8,,65,,531,,518,,-,,
E.N. CENTRAL,2014,41,,-,0,,4,,27,,80,,,,
W.N. CENTRAL,2014,41,,-,0,,2,,1,,62,,,,
S. ATLANTIC,2014,41,,-,0,,2,,5,,9,,,,
DIST. OF COL.,2014,41,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,41,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,41,,-,0,,1,,1,,2,,,,
MOUNTAIN,2014,41,,-,0,,0,,,-,,-,,,
PACIFIC,2014,41,,-,0,,1,,3,,3,,,,
AMER. SAMOA,2014,41,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,41,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,41,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
ARKANSAS,2014,41,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NORTH CAROLINA,2014,41,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NORTH DAKOTA,2014,41,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MISSOURI,2014,41,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
ARIZONA,2014,41,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NEW YORK CITY,2014,41,,-,0,,9,,57,,71,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEBRASKA,2014,41,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
ALASKA,2014,41,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
OREGON,2014,41,,-,0,,1,,1,,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
TEXAS,2014,41,,-,0,,1,,1,,1,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
MARYLAND,2014,41,,-,0,,1,,2,,6,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
FLORIDA,2014,41,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEVADA,2014,41,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
WASHINGTON,2014,41,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MONTANA,2014,41,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
IDAHO,2014,41,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
WEST VIRGINIA,2014,41,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
LOUISIANA,2014,41,,-,0,,1,,,-,1,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
OHIO,2014,41,,-,0,,0,,,-,,-,,"OHIO
(40.06021184000048, -82.40425685299965)",
KENTUCKY,2014,41,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
SOUTH CAROLINA,2014,41,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
UTAH,2014,41,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
ILLINOIS,2014,41,,-,0,,1,,1,,2,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
GEORGIA,2014,41,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
VERMONT,2014,41,,-,0,,1,,2,,6,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
ALABAMA,2014,41,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
KANSAS,2014,41,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
IOWA,2014,41,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
INDIANA,2014,41,,-,0,,1,,,-,1,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
MINNESOTA,2014,41,,-,0,,2,,,-,59,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NEW YORK,2014,41,4,,3,,53,,348,,290,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW JERSEY,2014,41,,-,1,,23,,126,,157,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
WYOMING,2014,41,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
CONNECTICUT,2014,41,,-,1,,22,,123,,275,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MISSISSIPPI,2014,41,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
GUAM,2014,41,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
PUERTO RICO,2014,41,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
RHODE ISLAND,2014,41,,-,1,,18,,121,,119,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
COLORADO,2014,41,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
CALIFORNIA,2014,41,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NEW MEXICO,2014,41,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MAINE,2014,41,,-,0,,5,,33,,32,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
DELAWARE,2014,41,,-,0,,1,,1,,2,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEW HAMPSHIRE,2014,41,,-,0,,4,,21,,20,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
PENNSYLVANIA,2014,41,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WISCONSIN,2014,41,,-,0,,4,,24,,75,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
MASSACHUSETTS,2014,41,,-,2,,41,,356,,406,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
OKLAHOMA,2014,41,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
HAWAII,2014,41,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
VIRGINIA,2014,41,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MICHIGAN,2014,41,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
SOUTH DAKOTA,2014,41,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
TENNESSEE,2014,41,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
UNITED STATES,2014,42,6,,14,,132,,1238,,1568,,,,
NEW ENGLAND,2014,42,1,,4,,75,,664,,864,,,,
MID. ATLANTIC,2014,42,5,,7,,65,,537,,545,,-,,
E.N. CENTRAL,2014,42,,-,0,,4,,27,,81,,,,
W.N. CENTRAL,2014,42,,-,0,,2,,1,,64,,,,
S. ATLANTIC,2014,42,,-,0,,2,,5,,9,,,,
DIST. OF COL.,2014,42,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,42,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,42,,-,0,,1,,1,,2,,,,
MOUNTAIN,2014,42,,-,0,,0,,,-,,-,,,
PACIFIC,2014,42,,-,0,,1,,3,,3,,,,
AMER. SAMOA,2014,42,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,42,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,42,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
WISCONSIN,2014,42,,-,0,,4,,24,,76,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
IOWA,2014,42,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
NEW MEXICO,2014,42,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
OREGON,2014,42,,-,0,,1,,1,,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
MONTANA,2014,42,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
NORTH DAKOTA,2014,42,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
WEST VIRGINIA,2014,42,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
ARKANSAS,2014,42,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MICHIGAN,2014,42,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
HAWAII,2014,42,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
IDAHO,2014,42,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
ALASKA,2014,42,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEVADA,2014,42,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
SOUTH DAKOTA,2014,42,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NEBRASKA,2014,42,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
GUAM,2014,42,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
GEORGIA,2014,42,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
KENTUCKY,2014,42,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
WYOMING,2014,42,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
MINNESOTA,2014,42,,-,0,,2,,,-,61,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
INDIANA,2014,42,,-,0,,0,,,-,1,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
VIRGINIA,2014,42,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
NEW HAMPSHIRE,2014,42,,-,0,,4,,21,,20,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
ILLINOIS,2014,42,,-,0,,1,,1,,2,,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
OKLAHOMA,2014,42,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
MARYLAND,2014,42,,-,0,,1,,2,,6,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
VERMONT,2014,42,,-,0,,1,,2,,6,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
KANSAS,2014,42,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
CALIFORNIA,2014,42,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
LOUISIANA,2014,42,,-,0,,1,,,-,1,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
RHODE ISLAND,2014,42,1,,1,,18,,122,,119,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
MASSACHUSETTS,2014,42,,-,2,,43,,363,,410,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NORTH CAROLINA,2014,42,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
COLORADO,2014,42,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
PENNSYLVANIA,2014,42,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
CONNECTICUT,2014,42,,-,1,,22,,123,,277,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MISSISSIPPI,2014,42,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
ALABAMA,2014,42,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
TEXAS,2014,42,,-,0,,1,,1,,1,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
OHIO,2014,42,,-,0,,0,,,-,,-,,"OHIO
(40.06021184000048, -82.40425685299965)",
MISSOURI,2014,42,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
UTAH,2014,42,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
WASHINGTON,2014,42,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
ARIZONA,2014,42,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NEW YORK,2014,42,4,,3,,53,,353,,314,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
DELAWARE,2014,42,,-,0,,1,,1,,2,,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
SOUTH CAROLINA,2014,42,,-,0,,2,,2,,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW JERSEY,2014,42,,-,1,,23,,126,,159,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
PUERTO RICO,2014,42,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
TENNESSEE,2014,42,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NEW YORK CITY,2014,42,1,,0,,9,,58,,72,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
FLORIDA,2014,42,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
MAINE,2014,42,,-,0,,5,,33,,32,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
UNITED STATES,2014,43,7,,13,,133,,1260,,1591,,,,
NEW ENGLAND,2014,43,4,,4,,75,,678,,871,,,,
MID. ATLANTIC,2014,43,3,,6,,65,,545,,560,,-,,
E.N. CENTRAL,2014,43,,-,0,,4,,27,,82,,,,
W.N. CENTRAL,2014,43,,-,0,,1,,1,,64,,,,
S. ATLANTIC,2014,43,,-,0,,2,,5,,9,,,,
DIST. OF COL.,2014,43,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,43,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,43,,-,0,,1,,1,,2,,,,
MOUNTAIN,2014,43,,-,0,,0,,,-,,-,,,
PACIFIC,2014,43,,-,0,,1,,3,,3,,,,
AMER. SAMOA,2014,43,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,43,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,43,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
TEXAS,2014,43,,-,0,,1,,1,,1,,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
MISSISSIPPI,2014,43,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
LOUISIANA,2014,43,,-,0,,1,,,-,1,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
PUERTO RICO,2014,43,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
SOUTH DAKOTA,2014,43,,-,0,,1,,1,,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
KENTUCKY,2014,43,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NORTH CAROLINA,2014,43,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
GUAM,2014,43,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
IOWA,2014,43,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
WISCONSIN,2014,43,,-,0,,4,,24,,77,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
KANSAS,2014,43,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
NEW MEXICO,2014,43,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
OKLAHOMA,2014,43,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW YORK,2014,43,3,,3,,53,,359,,329,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ALASKA,2014,43,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
MONTANA,2014,43,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEW YORK CITY,2014,43,,-,0,,9,,58,,72,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW JERSEY,2014,43,,-,1,,24,,128,,159,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
CALIFORNIA,2014,43,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WYOMING,2014,43,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
INDIANA,2014,43,,-,0,,0,,,-,1,,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
ARIZONA,2014,43,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
GEORGIA,2014,43,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NORTH DAKOTA,2014,43,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
VERMONT,2014,43,,-,0,,1,,2,,6,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
MICHIGAN,2014,43,,-,0,,1,,2,,2,,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
RHODE ISLAND,2014,43,3,,1,,18,,126,,122,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
ARKANSAS,2014,43,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MISSOURI,2014,43,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
UTAH,2014,43,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
ALABAMA,2014,43,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
COLORADO,2014,43,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
HAWAII,2014,43,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
NEVADA,2014,43,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
