Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Mumps, Cum 2013","Mumps, Cum 2013, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Pertussis, Cum 2013","Pertussis, Cum 2013, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag","Rabies, animal, Cum 2013","Rabies, animal, Cum 2013, flag",Location 1,Location 2
NEW MEXICO,2014,24,,-,0,,1,,,-,,-,,-,9,,24,,146,,290,,,-,0,,1,,1,,4,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)",
MARYLAND,2014,24,,-,0,,1,,,-,85,,4,,3,,10,,53,,86,,,-,6,,17,,111,,169,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
PUERTO RICO,2014,24,,-,0,,1,,,-,2,,,-,0,,3,,6,,11,,,-,0,,5,,19,,34,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
NEVADA,2014,24,,-,0,,2,,,-,1,,,-,2,,12,,53,,63,,,-,0,,3,,2,,5,,"NEVADA
(39.49324126500045, -117.07183978499972)",
GEORGIA,2014,24,,-,0,,4,,4,,1,,1,,5,,18,,124,,158,,,-,3,,12,,,-,151,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
NORTH DAKOTA,2014,24,,-,0,,0,,,-,1,,,-,1,,7,,9,,34,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MINNESOTA,2014,24,,-,0,,5,,8,,2,,,-,16,,40,,189,,301,,,-,0,,4,,,-,17,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
HAWAII,2014,24,,-,0,,0,,,-,,-,,-,1,,4,,12,,18,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
NORTH CAROLINA,2014,24,,-,0,,1,,,-,1,,15,,12,,43,,313,,210,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
COLORADO,2014,24,,-,0,,1,,1,,2,,21,,26,,63,,585,,616,,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
MAINE,2014,24,,-,0,,0,,,-,1,,16,,5,,16,,121,,160,,,-,1,,3,,13,,26,,"MAINE
(45.254228663000504, -68.98502952999962)",
NEW YORK CITY,2014,24,,-,1,,24,,87,,16,,,-,1,,10,,20,,44,,,-,0,,5,,,-,16,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MISSOURI,2014,24,,-,0,,2,,1,,2,,,-,9,,33,,161,,177,,,-,0,,3,,13,,19,,"MISSOURI
(38.63579372300046, -92.56629737199967)",
IOWA,2014,24,,-,0,,1,,2,,1,,,-,4,,13,,51,,157,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
WISCONSIN,2014,24,,-,0,,9,,49,,,-,,-,22,,54,,335,,515,,,N,0,,0,,,N,,N,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
INDIANA,2014,24,,-,0,,3,,14,,1,,,-,11,,29,,135,,138,,,-,0,,1,,,-,2,,"INDIANA
(39.76691364600049, -86.14995579899966)",
OKLAHOMA,2014,24,,-,0,,1,,2,,,-,7,,0,,112,,50,,17,,6,,0,,31,,57,,22,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
NEBRASKA,2014,24,,-,0,,0,,,-,,-,,-,4,,15,,71,,80,,,-,0,,2,,2,,23,,"NEBRASKA
(41.64104043900045, -99.36571864599966)",
ARIZONA,2014,24,,-,0,,1,,3,,1,,2,,12,,58,,107,,880,,,N,0,,0,,,N,,N,"ARIZONA
(34.865973091000455, -111.76380949799972)",
WYOMING,2014,24,,-,0,,0,,,-,,-,,-,1,,12,,33,,17,,,-,0,,2,,,-,3,,"WYOMING
(43.23554147100049, -108.10982744299969)",
WEST VIRGINIA,2014,24,,-,0,,0,,,-,,-,,-,0,,3,,9,,6,,1,,1,,5,,23,,36,,"WEST VIRGINIA
(38.665511497000466, -80.71263935099967)",
OREGON,2014,24,,-,0,,1,,1,,3,,3,,8,,26,,179,,212,,,-,0,,1,,,-,4,,"OREGON
(44.567446178000466, -120.15502977999972)",
KANSAS,2014,24,,-,0,,0,,,-,,-,,-,7,,22,,88,,105,,,-,1,,4,,23,,33,,"KANSAS
(38.34774033400049, -98.20077655499966)",
MONTANA,2014,24,,-,0,,0,,,-,,-,9,,8,,25,,181,,353,,,N,0,,0,,,N,,N,"MONTANA
(47.066526051000494, -109.42441687999968)",
ARKANSAS,2014,24,,-,0,,1,,1,,2,,1,,9,,30,,138,,151,,9,,1,,23,,99,,92,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
FLORIDA,2014,24,,-,0,,1,,,-,,-,28,,16,,63,,361,,241,,,-,0,,20,,39,,103,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
UTAH,2014,24,,-,0,,0,,,-,2,,,-,22,,41,,432,,624,,,-,0,,4,,1,,,-,"UTAH
(39.36070374600047, -111.5871285339997)",
ALABAMA,2014,24,,-,0,,1,,1,,2,,1,,3,,8,,75,,76,,,-,1,,5,,20,,14,,"ALABAMA
(32.84057327200048, -86.63185803899967)",
ALASKA,2014,24,,-,0,,0,,,-,,-,,-,2,,10,,22,,211,,,-,0,,1,,2,,7,,"ALASKA
(64.84507923900048, -147.72205669099972)",
ILLINOIS,2014,24,,-,1,,15,,104,,12,,,-,13,,35,,176,,289,,,-,1,,6,,7,,8,,"ILLINOIS
(40.48501278700047, -88.99770813999965)",
NEW JERSEY,2014,24,,-,1,,20,,24,,3,,,-,6,,12,,88,,207,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
CALIFORNIA,2014,24,,-,0,,2,,5,,23,,24,,55,,209,,2399,,708,,,-,4,,12,,72,,64,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
CONNECTICUT,2014,24,,-,0,,0,,,-,4,,,-,1,,6,,10,,16,,,-,2,,12,,46,,61,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
DIST. OF COL.,2014,24,,-,0,,4,,14,,1,,,-,0,,4,,10,,22,,,-,0,,0,,,-,,-,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)",
WASHINGTON,2014,24,,-,0,,1,,1,,1,,2,,10,,50,,128,,325,,,-,0,,12,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
PENNSYLVANIA,2014,24,,-,0,,2,,5,,14,,12,,11,,24,,262,,307,,,-,4,,12,,,-,148,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
TEXAS,2014,24,,-,0,,3,,4,,6,,30,,68,,353,,940,,958,,22,,18,,72,,348,,320,,"TEXAS
(31.827243635000457, -99.4267664729997)",
TENNESSEE,2014,24,,-,0,,3,,4,,2,,5,,5,,10,,119,,95,,,-,0,,0,,,-,,-,"TENNESSEE
(35.680943063000484, -85.77448642199965)",
VIRGINIA,2014,24,,-,0,,1,,2,,106,,12,,8,,30,,175,,133,,,-,0,,0,,,-,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
IDAHO,2014,24,,-,0,,0,,,-,,-,10,,5,,23,,180,,88,,,-,0,,4,,,-,5,,"IDAHO
(43.682630058000484, -114.3637261449997)",
DELAWARE,2014,24,,-,0,,0,,,-,,-,,-,1,,35,,193,,20,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883351400046, -75.57773943699965)",
MASSACHUSETTS,2014,24,,-,0,,2,,5,,59,,,-,3,,13,,52,,170,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)",
SOUTH CAROLINA,2014,24,,-,0,,1,,,-,1,,2,,3,,9,,55,,88,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
MICHIGAN,2014,24,,-,0,,1,,5,,2,,3,,20,,44,,363,,273,,1,,0,,5,,8,,7,,"MICHIGAN
(44.66131575600048, -84.71438724399968)",
VERMONT,2014,24,,-,0,,0,,,-,1,,,-,0,,7,,8,,88,,2,,1,,4,,23,,27,,"VERMONT
(43.62538292400046, -72.51763944499965)",
LOUISIANA,2014,24,,-,0,,1,,,-,1,,,-,3,,11,,27,,74,,,-,0,,1,,,-,4,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
KENTUCKY,2014,24,,-,0,,0,,,-,2,,2,,7,,28,,153,,135,,1,,0,,2,,4,,7,,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
RHODE ISLAND,2014,24,,-,0,,1,,,-,,-,,-,2,,23,,61,,26,,,-,0,,4,,12,,13,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
MISSISSIPPI,2014,24,,-,0,,0,,,-,,-,,-,1,,4,,33,,28,,,-,0,,1,,,-,1,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
OHIO,2014,24,,-,0,,95,,457,,6,,,-,27,,104,,750,,396,,,-,0,,19,,7,,8,,"OHIO
(40.06021029700048, -82.40425685299965)",
GUAM,2014,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
SOUTH DAKOTA,2014,24,,-,0,,0,,,-,,-,,-,1,,8,,41,,13,,,-,0,,2,,7,,17,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
UNITED STATES,2014,25,13,,9,,115,,845,,377,,244,,557,,1036,,11329,,11380,,19,,61,,137,,1108,,1657,,,
NEW ENGLAND,2014,25,,-,0,,2,,5,,66,,22,,15,,35,,316,,564,,3,,5,,13,,109,,151,,,
MID. ATLANTIC,2014,25,1,,2,,25,,127,,35,,27,,33,,63,,684,,892,,13,,10,,33,,146,,313,,,
E.N. CENTRAL,2014,25,10,,2,,106,,655,,25,,30,,98,,200,,1866,,1690,,1,,2,,24,,25,,31,,,
W.N. CENTRAL,2014,25,,-,0,,6,,12,,6,,,-,44,,95,,628,,910,,,-,3,,11,,45,,119,,,
S. ATLANTIC,2014,25,,-,0,,4,,20,,197,,35,,55,,100,,1365,,1023,,,-,10,,23,,174,,476,,,
E.S. CENTRAL,2014,25,,-,0,,3,,5,,6,,3,,16,,40,,374,,350,,,-,1,,5,,24,,23,,,
W.S. CENTRAL,2014,25,2,,0,,3,,10,,9,,30,,89,,499,,1219,,1293,,2,,23,,78,,506,,444,,,
MOUNTAIN,2014,25,,-,0,,2,,4,,6,,57,,95,,143,,1824,,3066,,,-,0,,11,,5,,20,,,
PACIFIC,2014,25,,-,0,,2,,7,,27,,40,,76,,271,,3053,,1592,,,-,4,,13,,74,,80,,,
NEW JERSEY,2014,25,,-,1,,20,,26,,3,,,-,6,,12,,90,,216,,,-,0,,0,,,-,,-,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)"
MAINE,2014,25,,-,0,,0,,,-,1,,21,,5,,24,,152,,167,,1,,1,,3,,15,,27,,,"MAINE
(45.254228663000504, -68.98502952999962)"
IOWA,2014,25,,-,0,,1,,2,,1,,,-,4,,13,,54,,164,,,-,0,,0,,,-,,-,,"IOWA
(42.469404401000475, -93.81648936699969)"
NEBRASKA,2014,25,,-,0,,0,,,-,,-,,-,4,,15,,71,,85,,,-,0,,2,,2,,24,,,"NEBRASKA
(41.64104043900045, -99.36571864599966)"
MISSISSIPPI,2014,25,,-,0,,0,,,-,,-,,-,1,,4,,33,,28,,,-,0,,1,,,-,1,,,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)"
FLORIDA,2014,25,,-,0,,1,,,-,,-,18,,16,,63,,379,,261,,,-,0,,20,,40,,103,,,"FLORIDA
(28.932042899000464, -81.92895558499964)"
VIRGINIA,2014,25,,-,0,,1,,2,,107,,6,,8,,30,,193,,143,,,-,0,,0,,,-,,-,,"VIRGINIA
(37.54268075100049, -78.45788924199968)"
KANSAS,2014,25,,-,0,,0,,,-,,-,,-,7,,22,,88,,108,,,-,1,,4,,23,,37,,,"KANSAS
(38.34774033400049, -98.20077655499966)"
KENTUCKY,2014,25,,-,0,,0,,,-,2,,1,,7,,28,,136,,140,,,-,0,,2,,4,,8,,,"KENTUCKY
(37.645973909000475, -84.77496612599964)"
ARKANSAS,2014,25,,-,0,,1,,1,,2,,1,,9,,30,,147,,163,,,-,1,,23,,99,,94,,,"ARKANSAS
(34.748651751000466, -92.27448794899965)"
UTAH,2014,25,,-,0,,0,,,-,2,,,-,22,,41,,459,,653,,,-,0,,4,,2,,1,,,"UTAH
(39.36070374600047, -111.5871285339997)"
WEST VIRGINIA,2014,25,,-,0,,0,,,-,,-,,-,0,,3,,9,,6,,,-,1,,5,,23,,36,,"WEST, VIRGINIA
(37.51282258600048, -78.69794515599966)","WEST VIRGINIA
(38.665511497000466, -80.71263935099967)"
GUAM,2014,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,"GUAM
(13.355173397000442, 144.70297250000056)"
PUERTO RICO,2014,25,,-,0,,1,,,-,2,,,-,0,,3,,6,,14,,,-,0,,5,,19,,35,,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)"
NEVADA,2014,25,,-,0,,2,,,-,1,,,-,2,,12,,53,,69,,,-,0,,3,,2,,5,,,"NEVADA
(39.49324126500045, -117.07183978499972)"
NEW YORK,2014,25,1,,0,,2,,4,,2,,15,,14,,40,,295,,307,,13,,6,,19,,146,,140,,,"NEW YORK
(42.82700023900048, -75.54396639699968)"
HAWAII,2014,25,,-,0,,0,,,-,,-,,-,1,,4,,11,,21,,,-,0,,0,,,-,,-,,"HAWAII
(21.30485166200043, -157.85774691599974)"
WYOMING,2014,25,,-,0,,0,,,-,,-,,-,1,,12,,35,,17,,,-,0,,2,,,-,3,,,"WYOMING
(43.23554147100049, -108.10982744299969)"
RHODE ISLAND,2014,25,,-,0,,1,,,-,,-,,-,2,,23,,61,,34,,,-,0,,4,,12,,13,,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)"
NEW MEXICO,2014,25,,-,0,,1,,,-,,-,,-,9,,24,,161,,303,,,-,0,,1,,1,,5,,,"NEW MEXICO
(34.52088247800049, -106.24057768899968)"
MINNESOTA,2014,25,,-,0,,6,,9,,2,,,-,15,,40,,201,,317,,,-,0,,4,,,-,20,,,"MINNESOTA
(46.35564867700049, -94.79419697699967)"
LOUISIANA,2014,25,,-,0,,1,,,-,1,,,-,2,,11,,27,,84,,,-,0,,1,,,-,4,,,"LOUISIANA
(31.312662564000448, -92.44567554599968)"
TEXAS,2014,25,2,,0,,3,,7,,6,,26,,68,,353,,992,,1029,,,-,18,,72,,348,,324,,,"TEXAS
(31.827243635000457, -99.4267664729997)"
VIRGIN ISL.,2014,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)"
TENNESSEE,2014,25,,-,0,,3,,4,,2,,1,,5,,10,,123,,101,,,-,0,,0,,,-,,-,,"TENNESSEE
(35.680943063000484, -85.77448642199965)"
PENNSYLVANIA,2014,25,,-,0,,2,,5,,14,,12,,11,,24,,278,,322,,,-,4,,12,,,-,156,,,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)"
DIST. OF COL.,2014,25,,-,0,,4,,14,,1,,,-,0,,4,,10,,22,,,-,0,,0,,,-,,-,,"DIST. OF COL.
(39.52368635500045, -99.11415045099966)"
MARYLAND,2014,25,,-,0,,1,,,-,85,,1,,3,,10,,55,,92,,,-,6,,17,,111,,177,,,"MARYLAND
(39.2905806980005, -76.60925970899967)"
OREGON,2014,25,,-,0,,1,,1,,3,,,-,8,,26,,186,,225,,,-,0,,1,,,-,5,,,"OREGON
(44.567446178000466, -120.15502977999972)"
IDAHO,2014,25,,-,0,,0,,,-,,-,7,,5,,23,,189,,89,,,-,0,,4,,,-,6,,,"IDAHO
(43.682630058000484, -114.3637261449997)"
NEW HAMPSHIRE,2014,25,,-,0,,0,,,-,1,,,-,1,,8,,19,,75,,,-,0,,2,,6,,18,,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)"
C.N.M.I.,2014,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,"C.N.M.I.
(39.52368635500045, -99.11415045099966)"
NORTH CAROLINA,2014,25,,-,0,,1,,,-,2,,10,,12,,43,,330,,221,,,-,0,,0,,,-,,-,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)"
CALIFORNIA,2014,25,,-,0,,2,,5,,23,,31,,56,,225,,2697,,768,,,-,4,,12,,72,,68,,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)"
MISSOURI,2014,25,,-,0,,2,,1,,2,,,-,9,,33,,161,,184,,,-,0,,3,,13,,21,,,"MISSOURI
(38.63579372300046, -92.56629737199967)"
MONTANA,2014,25,,-,0,,0,,,-,,-,8,,8,,25,,190,,357,,,N,0,,0,,,N,,N,,"MONTANA
(47.066526051000494, -109.42441687999968)"
ILLINOIS,2014,25,,-,1,,15,,107,,15,,,-,13,,35,,181,,301,,1,,1,,6,,8,,8,,,"ILLINOIS
(40.48501278700047, -88.99770813999965)"
MICHIGAN,2014,25,,-,0,,1,,5,,2,,17,,20,,44,,396,,293,,,-,0,,5,,10,,12,,,"MICHIGAN
(44.66131575600048, -84.71438724399968)"
NEW YORK CITY,2014,25,,-,1,,24,,92,,16,,,-,1,,10,,21,,47,,,-,0,,5,,,-,17,,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)"
ARIZONA,2014,25,,-,0,,1,,3,,1,,10,,12,,58,,120,,938,,,N,0,,0,,,N,,N,,"ARIZONA
(34.865973091000455, -111.76380949799972)"
ALABAMA,2014,25,,-,0,,1,,1,,2,,1,,4,,8,,82,,81,,,-,1,,5,,20,,14,,,"ALABAMA
(32.84057327200048, -86.63185803899967)"
DELAWARE,2014,25,,-,0,,0,,,-,,-,,-,1,,35,,193,,20,,,-,0,,0,,,-,,-,,"DELAWARE
(39.00883351400046, -75.57773943699965)"
GEORGIA,2014,25,,-,0,,4,,4,,1,,,-,5,,18,,138,,163,,,-,2,,12,,,-,160,,,"GEORGIA
(32.83968004200045, -83.62757601199968)"
VERMONT,2014,25,,-,0,,0,,,-,1,,1,,0,,7,,10,,90,,1,,1,,4,,24,,28,,,"VERMONT
(43.62538292400046, -72.51763944499965)"
COLORADO,2014,25,,-,0,,1,,1,,2,,32,,26,,63,,617,,640,,,-,0,,0,,,-,,-,,"COLORADO
(38.84384047000049, -106.13360888799969)"
CONNECTICUT,2014,25,,-,0,,0,,,-,4,,,-,1,,6,,12,,18,,1,,2,,12,,52,,65,,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)"
ALASKA,2014,25,,-,0,,0,,,-,,-,2,,2,,10,,25,,214,,,-,0,,1,,2,,7,,,"ALASKA
(64.84507923900048, -147.72205669099972)"
WISCONSIN,2014,25,,-,0,,9,,51,,1,,1,,22,,54,,358,,537,,,N,0,,0,,,N,,N,,"WISCONSIN
(44.3931903350005, -89.81636715299965)"
SOUTH DAKOTA,2014,25,,-,0,,0,,,-,,-,,-,1,,8,,44,,16,,,-,0,,2,,7,,17,,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)"
OHIO,2014,25,10,,0,,96,,477,,6,,12,,27,,104,,780,,407,,,-,0,,19,,7,,8,,,"OHIO
(40.06021029700048, -82.40425685299965)"
AMER. SAMOA,2014,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)"
SOUTH CAROLINA,2014,25,,-,0,,1,,,-,1,,,-,3,,9,,58,,95,,,-,0,,0,,,-,,-,,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)"
INDIANA,2014,25,,-,0,,3,,15,,1,,,-,11,,29,,151,,152,,,-,0,,1,,,-,3,,,"INDIANA
(39.76691364600049, -86.14995579899966)"
WASHINGTON,2014,25,,-,0,,1,,1,,1,,7,,9,,50,,134,,364,,,-,0,,12,,,-,,-,,"WASHINGTON
(47.522287905000496, -120.47002746299972)"
OKLAHOMA,2014,25,,-,0,,1,,2,,,-,3,,0,,112,,53,,17,,2,,0,,31,,59,,22,,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)"
MASSACHUSETTS,2014,25,,-,0,,2,,5,,59,,,-,3,,13,,62,,180,,,-,0,,0,,,-,,-,,"MASSACHUSETTS
(42.27687306500047, -72.08268985899963)"
NORTH DAKOTA,2014,25,,-,0,,0,,,-,1,,,-,1,,7,,9,,36,,,-,0,,0,,,-,,-,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)"
UNITED STATES,2014,26,18,,9,,115,,871,,383,,229,,570,,1036,,11999,,11924,,24,,61,,137,,1178,,1738,,,
NEW ENGLAND,2014,26,,-,0,,2,,5,,66,,19,,15,,35,,348,,594,,5,,5,,13,,116,,155,,,
MID. ATLANTIC,2014,26,1,,2,,25,,128,,35,,27,,33,,63,,724,,929,,9,,10,,33,,155,,327,,,
E.N. CENTRAL,2014,26,15,,2,,106,,675,,30,,27,,98,,200,,1926,,1785,,2,,2,,24,,28,,34,,,
W.N. CENTRAL,2014,26,,-,0,,6,,12,,6,,1,,44,,95,,675,,963,,1,,2,,11,,48,,126,,,
S. ATLANTIC,2014,26,2,,0,,4,,22,,197,,43,,55,,100,,1410,,1065,,,-,10,,23,,174,,493,,,
E.S. CENTRAL,2014,26,,-,0,,3,,5,,6,,4,,16,,40,,396,,373,,,-,1,,5,,24,,23,,,
W.S. CENTRAL,2014,26,,-,0,,3,,10,,10,,41,,84,,499,,1288,,1382,,4,,23,,78,,520,,476,,,
MOUNTAIN,2014,26,,-,0,,2,,5,,6,,33,,94,,143,,1880,,3162,,1,,0,,11,,7,,20,,,
GUAM,2014,30,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
PACIFIC,2014,26,,-,0,,2,,9,,27,,34,,76,,299,,3352,,1671,,2,,4,,13,,106,,84,,,
WISCONSIN,2014,26,,-,0,,10,,55,,1,,,-,22,,54,,375,,562,,,N,0,,0,,,N,,N,"WISCONSIN
(44.3931903350005, -89.81636715299965)",
NEW HAMPSHIRE,2014,26,,-,0,,0,,,-,1,,,-,1,,8,,21,,81,,,-,0,,2,,6,,19,,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
CALIFORNIA,2014,26,,-,0,,2,,7,,23,,32,,59,,249,,2979,,811,,2,,4,,12,,104,,72,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
MONTANA,2014,26,,-,0,,0,,,-,,-,5,,9,,25,,198,,376,,,N,0,,0,,,N,,N,"MONTANA
(47.066526051000494, -109.42441687999968)",
SOUTH DAKOTA,2014,26,,-,0,,0,,,-,,-,,-,1,,8,,45,,16,,,-,0,,2,,9,,18,,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
IDAHO,2014,26,,-,0,,0,,,-,,-,5,,6,,23,,194,,91,,,-,0,,4,,,-,6,,"IDAHO
(43.682630058000484, -114.3637261449997)",
COLORADO,2014,26,,-,0,,1,,1,,2,,23,,27,,63,,641,,653,,,-,0,,0,,,-,,-,"COLORADO
(38.84384047000049, -106.13360888799969)",
RHODE ISLAND,2014,26,,-,0,,1,,,-,,-,,-,2,,23,,61,,39,,,-,0,,4,,12,,14,,"RHODE ISLAND
(41.70828281900049, -71.52246918099962)",
CONNECTICUT,2014,26,,-,0,,0,,,-,4,,,-,1,,6,,12,,18,,3,,2,,12,,57,,66,,"CONNECTICUT
(41.56266394200048, -72.64983753699966)",
HAWAII,2014,26,,-,0,,0,,,-,,-,,-,1,,4,,11,,23,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
ARIZONA,2014,26,,-,0,,1,,4,,1,,,-,12,,42,,123,,962,,,N,0,,0,,,N,,N,"ARIZONA
(34.865973091000455, -111.76380949799972)",
OREGON,2014,26,,-,0,,1,,1,,3,,1,,8,,26,,198,,239,,,-,0,,1,,,-,5,,"OREGON
(44.567446178000466, -120.15502977999972)",
MARYLAND,2014,26,,-,0,,1,,,-,85,,1,,3,,10,,56,,100,,,-,5,,17,,111,,187,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
UTAH,2014,26,,-,0,,0,,,-,2,,,-,22,,41,,465,,675,,,-,0,,4,,2,,1,,"UTAH
(39.36070374600047, -111.5871285339997)",
GEORGIA,2014,26,,-,0,,4,,4,,1,,,-,5,,18,,138,,166,,,-,2,,12,,,-,167,,"GEORGIA
(32.83968004200045, -83.62757601199968)",
ALASKA,2014,26,,-,0,,0,,,-,,-,1,,2,,10,,30,,220,,,-,0,,1,,2,,7,,"ALASKA
(64.84507923900048, -147.72205669099972)",
VIRGINIA,2014,26,1,,0,,1,,3,,107,,2,,8,,30,,196,,146,,,-,0,,0,,,-,,-,"VIRGINIA
(37.54268075100049, -78.45788924199968)",
TEXAS,2014,26,,-,0,,3,,7,,6,,41,,66,,353,,1053,,1095,,,-,18,,72,,358,,342,,"TEXAS
(31.827243635000457, -99.4267664729997)",
WASHINGTON,2014,26,,-,0,,1,,1,,1,,,-,8,,50,,134,,378,,,-,0,,12,,,-,,-,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
VERMONT,2014,26,,-,0,,0,,,-,1,,1,,0,,7,,14,,94,,1,,1,,4,,25,,28,,"VERMONT
(43.62538292400046, -72.51763944499965)",
MINNESOTA,2014,26,,-,0,,6,,9,,2,,,-,14,,40,,201,,340,,,-,0,,4,,,-,23,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
NEW YORK CITY,2014,26,,-,1,,24,,92,,16,,,-,1,,10,,21,,49,,,-,0,,5,,,-,20,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NORTH DAKOTA,2014,26,,-,0,,0,,,-,1,,,-,1,,7,,18,,38,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
PUERTO RICO,2014,26,,-,0,,1,,,-,2,,,-,0,,3,,6,,14,,,-,0,,5,,19,,35,,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
NEW JERSEY,2014,26,,-,1,,20,,26,,3,,,-,6,,12,,98,,221,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
NORTH CAROLINA,2014,26,,-,0,,1,,,-,2,,16,,12,,43,,346,,232,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
KANSAS,2014,26,,-,0,,0,,,-,,-,,-,7,,22,,107,,115,,,-,1,,4,,23,,38,,"KANSAS
(38.34774033400049, -98.20077655499966)",
OKLAHOMA,2014,26,,-,0,,1,,2,,1,,,-,0,,112,,53,,17,,1,,0,,31,,60,,35,,"OKLAHOMA
(35.472034350000456, -97.52106845499969)",
ARKANSAS,2014,26,,-,0,,1,,1,,2,,,-,8,,30,,147,,178,,3,,1,,23,,102,,95,,"ARKANSAS
(34.748651751000466, -92.27448794899965)",
