Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2014","Shiga toxin-producing E. coli (STEC)§, Cum 2014, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag","Shigellosis, Cum 2014","Shigellosis, Cum 2014, flag",Location 1,Location 2
HAWAII,2015,11,,-,0,,5,,11,,2,,1,,0,,4,,9,,4,,"HAWAII
(21.30485232600006, -157.85774798099996)",
WYOMING,2015,11,,-,0,,4,,3,,1,,,-,0,,8,,,-,27,,"WYOMING
(43.23554100600006, -108.10982701399996)",
WASHINGTON,2015,11,5,,1,,39,,10,,5,,11,,2,,19,,25,,22,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
LOUISIANA,2015,11,1,,0,,2,,5,,2,,1,,2,,5,,24,,49,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
OREGON,2015,11,2,,3,,9,,23,,11,,,-,0,,6,,3,,8,,"OREGON
(44.56745049300008, -120.15502935599994)",
INDIANA,2015,11,,-,1,,11,,3,,9,,,-,26,,75,,64,,25,,"INDIANA
(39.766913353000064, -86.14995646699998)",
IOWA,2015,11,,-,2,,14,,7,,7,,1,,2,,12,,23,,75,,"IOWA
(42.469401411000035, -93.81648725599996)",
SOUTH CAROLINA,2015,11,,-,0,,2,,2,,2,,2,,2,,13,,34,,17,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEW JERSEY,2015,11,,-,1,,8,,2,,16,,,-,4,,14,,39,,28,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NORTH CAROLINA,2015,11,,-,1,,5,,10,,9,,,-,4,,85,,61,,191,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
CALIFORNIA,2015,11,,-,12,,26,,38,,68,,,-,19,,76,,242,,129,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NORTH DAKOTA,2015,11,,-,0,,3,,2,,3,,,-,0,,2,,2,,5,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW HAMPSHIRE,2015,11,,-,0,,2,,1,,2,,,-,0,,2,,,-,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
COLORADO,2015,11,,-,2,,14,,13,,19,,,-,1,,5,,6,,12,,"COLORADO
(38.84384342200008, -106.13360911499996)",
KANSAS,2015,11,,-,1,,7,,9,,5,,,-,1,,4,,11,,9,,"KANSAS
(38.347742794000055, -98.20077822999997)",
ALASKA,2015,11,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
MISSISSIPPI,2015,11,,-,0,,3,,1,,3,,,-,3,,11,,16,,41,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MINNESOTA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
AMER. SAMOA,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
ARIZONA,2015,11,,-,1,,6,,8,,14,,1,,7,,18,,71,,54,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
UTAH,2015,11,,-,1,,7,,4,,9,,,-,0,,4,,3,,9,,"UTAH
(39.36070123200005, -111.58712831499997)",
WEST VIRGINIA,2015,11,,-,0,,3,,1,,2,,,-,0,,2,,2,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MICHIGAN,2015,11,,-,2,,8,,12,,13,,3,,6,,19,,65,,17,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
WISCONSIN,2015,11,,-,2,,13,,,-,22,,,-,6,,20,,37,,15,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ARKANSAS,2015,11,,-,1,,5,,7,,12,,,-,5,,197,,5,,54,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEBRASKA,2015,11,3,,1,,9,,13,,6,,,-,4,,18,,22,,5,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MISSOURI,2015,11,,-,4,,14,,19,,15,,,-,29,,63,,172,,24,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
FLORIDA,2015,11,4,,2,,9,,23,,27,,29,,45,,95,,358,,340,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MARYLAND,2015,11,2,,1,,5,,7,,8,,9,,6,,12,,59,,30,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
TEXAS,2015,11,10,,9,,67,,50,,92,,64,,52,,168,,408,,218,,"TEXAS
(31.827240467000024, -99.42676785299994)",
UNITED STATES,2015,12,33,,100,,216,,520,,636,,166,,401,,560,,3309,,2632,,,
NEW ENGLAND,2015,12,1,,4,,15,,30,,20,,,-,6,,14,,39,,54,,,
MID. ATLANTIC,2015,12,,-,8,,27,,51,,69,,3,,23,,76,,561,,170,,,
E.N. CENTRAL,2015,12,2,,13,,43,,54,,95,,4,,69,,166,,370,,213,,,
W.N. CENTRAL,2015,12,4,,11,,35,,60,,50,,3,,47,,93,,245,,362,,,
S. ATLANTIC,2015,12,4,,11,,21,,65,,72,,52,,88,,156,,778,,828,,,
DIST. OF COL.,2015,12,,-,0,,1,,,-,1,,,-,0,,3,,,-,14,,"DIST. OF COL.
",
E.S. CENTRAL,2015,12,1,,4,,16,,24,,34,,11,,36,,62,,272,,306,,,
W.S. CENTRAL,2015,12,12,,14,,81,,81,,130,,84,,75,,252,,604,,391,,,
MOUNTAIN,2015,12,3,,11,,29,,50,,65,,1,,13,,27,,111,,136,,,
PACIFIC,2015,12,6,,19,,65,,105,,101,,8,,25,,79,,329,,172,,,
AMER. SAMOA,2015,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH DAKOTA,2015,12,,-,0,,3,,3,,5,,,-,0,,2,,2,,5,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MISSISSIPPI,2015,12,,-,0,,3,,2,,5,,1,,3,,11,,20,,48,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VERMONT,2015,12,1,,0,,2,,4,,4,,,-,0,,2,,,-,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
OKLAHOMA,2015,12,2,,2,,12,,6,,3,,5,,2,,41,,73,,10,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEBRASKA,2015,12,4,,2,,9,,18,,6,,3,,4,,18,,25,,7,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
FLORIDA,2015,12,3,,3,,9,,26,,27,,33,,44,,95,,392,,389,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
INDIANA,2015,12,,-,1,,11,,3,,9,,,-,26,,75,,67,,33,,"INDIANA
(39.766913353000064, -86.14995646699998)",
SOUTH CAROLINA,2015,12,,-,0,,2,,2,,2,,1,,2,,13,,35,,19,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,12,4,,1,,54,,14,,8,,,-,2,,19,,25,,23,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MICHIGAN,2015,12,1,,2,,8,,14,,14,,,-,7,,19,,84,,20,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
WISCONSIN,2015,12,,-,2,,13,,,-,24,,,-,6,,20,,37,,18,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ALASKA,2015,12,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
PUERTO RICO,2015,12,,-,0,,0,,,-,4,,,-,0,,3,,,-,1,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW MEXICO,2015,12,,-,1,,6,,2,,6,,,-,1,,6,,6,,6,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ARKANSAS,2015,12,1,,1,,5,,9,,14,,,-,5,,197,,5,,62,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW YORK,2015,12,,-,4,,15,,17,,18,,3,,5,,27,,149,,55,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ILLINOIS,2015,12,,-,3,,11,,8,,26,,,-,14,,88,,87,,43,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
LOUISIANA,2015,12,,-,0,,2,,5,,4,,1,,2,,5,,26,,50,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
GEORGIA,2015,12,,-,2,,8,,12,,13,,5,,19,,39,,177,,143,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VIRGINIA,2015,12,,-,2,,7,,5,,9,,1,,4,,16,,25,,23,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
KENTUCKY,2015,12,,-,1,,7,,7,,11,,6,,7,,30,,116,,13,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MAINE,2015,12,,-,0,,4,,3,,,-,,-,0,,3,,,-,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
NORTH CAROLINA,2015,12,1,,1,,5,,11,,9,,7,,4,,85,,68,,196,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
IOWA,2015,12,,-,2,,14,,7,,8,,,-,2,,12,,24,,84,,"IOWA
(42.469401411000035, -93.81648725599996)",
MISSOURI,2015,12,,-,3,,14,,19,,22,,,-,29,,63,,172,,24,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK CITY,2015,12,,-,1,,5,,13,,10,,,-,8,,51,,327,,58,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WYOMING,2015,12,1,,0,,4,,4,,2,,,-,0,,8,,,-,36,,"WYOMING
(43.23554100600006, -108.10982701399996)",
IDAHO,2015,12,1,,2,,9,,6,,8,,,-,0,,2,,2,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
OHIO,2015,12,1,,3,,12,,29,,22,,4,,11,,22,,95,,99,,"OHIO
(40.060212455000055, -82.40425667899996)",
WEST VIRGINIA,2015,12,,-,0,,3,,1,,2,,,-,0,,2,,2,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MONTANA,2015,12,,-,1,,4,,7,,2,,,-,0,,7,,6,,3,,"MONTANA
(47.06652795700006, -109.42441587999997)",
CALIFORNIA,2015,12,,-,13,,26,,54,,78,,8,,20,,78,,290,,136,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MINNESOTA,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW JERSEY,2015,12,,-,0,,8,,2,,20,,,-,4,,14,,46,,31,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
GUAM,2015,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
TENNESSEE,2015,12,1,,2,,9,,15,,14,,4,,14,,31,,76,,187,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEVADA,2015,12,,-,1,,5,,4,,3,,,-,0,,6,,9,,7,,"NEVADA
(39.49324221300003, -117.07183885899997)",
RHODE ISLAND,2015,12,,-,0,,3,,3,,,-,,-,0,,7,,2,,6,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ARIZONA,2015,12,1,,1,,6,,10,,14,,1,,7,,18,,79,,58,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MASSACHUSETTS,2015,12,,-,2,,6,,5,,7,,,-,3,,8,,26,,32,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
KANSAS,2015,12,,-,1,,7,,9,,5,,,-,1,,4,,12,,9,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MARYLAND,2015,12,,-,1,,5,,8,,8,,5,,6,,12,,68,,30,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
HAWAII,2015,12,,-,0,,5,,11,,2,,,-,0,,4,,9,,4,,"HAWAII
(21.30485232600006, -157.85774798099996)",
OREGON,2015,12,2,,3,,9,,26,,13,,,-,0,,6,,4,,8,,"OREGON
(44.56745049300008, -120.15502935599994)",
CONNECTICUT,2015,12,,-,1,,4,,13,,7,,,-,1,,5,,11,,10,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW HAMPSHIRE,2015,12,,-,0,,2,,2,,2,,,-,0,,2,,,-,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
PENNSYLVANIA,2015,12,,-,3,,9,,19,,21,,,-,4,,14,,39,,26,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
SOUTH DAKOTA,2015,12,,-,1,,4,,4,,4,,,-,6,,29,,10,,233,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
TEXAS,2015,12,9,,9,,71,,61,,109,,78,,55,,168,,500,,269,,"TEXAS
(31.827240467000024, -99.42676785299994)",
DELAWARE,2015,12,,-,0,,2,,,-,1,,,-,1,,4,,11,,13,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
UTAH,2015,12,,-,1,,7,,4,,9,,,-,0,,4,,3,,9,,"UTAH
(39.36070123200005, -111.58712831499997)",
ALABAMA,2015,12,,-,0,,3,,,-,4,,,-,9,,30,,60,,58,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
COLORADO,2015,12,,-,2,,14,,13,,21,,,-,1,,5,,6,,14,,"COLORADO
(38.84384342200008, -106.13360911499996)",
UNITED STATES,2015,13,29,,101,,216,,583,,706,,149,,401,,559,,3542,,2854,,,
NEW ENGLAND,2015,13,,-,4,,15,,33,,22,,1,,6,,14,,44,,60,,,
MID. ATLANTIC,2015,13,6,,8,,27,,65,,78,,22,,23,,81,,608,,180,,,
E.N. CENTRAL,2015,13,,-,13,,43,,54,,97,,9,,68,,161,,388,,229,,,
W.N. CENTRAL,2015,13,1,,11,,35,,64,,59,,3,,47,,93,,258,,384,,,
S. ATLANTIC,2015,13,7,,11,,21,,75,,81,,39,,88,,156,,830,,909,,,
DIST. OF COL.,2015,13,,-,0,,1,,,-,2,,,-,0,,3,,,-,16,,"DIST. OF COL.
",
E.S. CENTRAL,2015,13,1,,4,,16,,27,,35,,5,,36,,62,,280,,326,,,
W.S. CENTRAL,2015,13,3,,14,,83,,85,,150,,47,,77,,252,,658,,425,,,
MOUNTAIN,2015,13,2,,11,,29,,55,,70,,16,,13,,27,,132,,149,,,
PACIFIC,2015,13,9,,19,,67,,125,,114,,7,,25,,78,,344,,192,,,
ILLINOIS,2015,13,,-,3,,9,,8,,25,,,-,13,,83,,89,,49,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
RHODE ISLAND,2015,13,,-,0,,3,,3,,,-,1,,0,,7,,3,,6,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW YORK,2015,13,3,,4,,15,,20,,20,,8,,5,,27,,155,,57,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEVADA,2015,13,,-,1,,5,,4,,4,,,-,0,,6,,9,,7,,"NEVADA
(39.49324221300003, -117.07183885899997)",
WEST VIRGINIA,2015,13,,-,0,,3,,1,,3,,,-,0,,2,,2,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WISCONSIN,2015,13,,-,2,,13,,2,,25,,1,,6,,20,,42,,19,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEBRASKA,2015,13,1,,2,,9,,19,,8,,2,,4,,18,,29,,7,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
OREGON,2015,13,2,,3,,9,,31,,15,,,-,0,,6,,4,,10,,"OREGON
(44.56745049300008, -120.15502935599994)",
NEW YORK CITY,2015,13,3,,1,,5,,18,,12,,13,,8,,51,,352,,63,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW JERSEY,2015,13,,-,1,,8,,5,,22,,,-,4,,14,,57,,33,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
GUAM,2015,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
PUERTO RICO,2015,13,,-,0,,0,,,-,4,,,-,0,,3,,1,,3,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
HAWAII,2015,13,,-,0,,5,,11,,2,,,-,0,,4,,9,,6,,"HAWAII
(21.30485232600006, -157.85774798099996)",
MASSACHUSETTS,2015,13,,-,1,,6,,5,,7,,,-,3,,8,,28,,37,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WASHINGTON,2015,13,7,,1,,56,,19,,11,,1,,2,,19,,26,,28,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MINNESOTA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW MEXICO,2015,13,,-,1,,6,,2,,6,,,-,1,,6,,6,,7,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
IDAHO,2015,13,2,,2,,9,,8,,8,,,-,0,,2,,2,,3,,"IDAHO
(43.68263174800006, -114.36372693399994)",
INDIANA,2015,13,,-,1,,11,,3,,9,,,-,26,,75,,67,,34,,"INDIANA
(39.766913353000064, -86.14995646699998)",
VERMONT,2015,13,,-,0,,2,,4,,4,,,-,0,,2,,,-,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
MAINE,2015,13,,-,0,,4,,3,,1,,,-,0,,3,,,-,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
DELAWARE,2015,13,,-,0,,2,,,-,1,,,-,1,,4,,12,,13,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH CAROLINA,2015,13,,-,0,,2,,2,,2,,,-,2,,13,,35,,20,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
GEORGIA,2015,13,,-,2,,8,,14,,14,,9,,19,,39,,196,,163,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW HAMPSHIRE,2015,13,,-,0,,2,,5,,2,,,-,0,,2,,,-,4,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
FLORIDA,2015,13,5,,3,,9,,32,,29,,25,,43,,95,,417,,440,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
OKLAHOMA,2015,13,,-,2,,12,,6,,4,,8,,2,,41,,81,,10,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NORTH DAKOTA,2015,13,,-,0,,3,,3,,5,,,-,0,,2,,2,,6,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NORTH CAROLINA,2015,13,1,,1,,5,,12,,10,,3,,4,,85,,71,,201,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TENNESSEE,2015,13,1,,2,,9,,17,,15,,3,,14,,31,,81,,197,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
TEXAS,2015,13,1,,9,,73,,62,,125,,37,,57,,171,,544,,287,,"TEXAS
(31.827240467000024, -99.42676785299994)",
ALABAMA,2015,13,,-,0,,3,,,-,4,,,-,9,,30,,60,,61,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
ARIZONA,2015,13,,-,1,,6,,12,,15,,16,,7,,18,,100,,65,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MISSISSIPPI,2015,13,,-,0,,3,,3,,5,,,-,3,,11,,21,,54,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
LOUISIANA,2015,13,,-,0,,2,,5,,5,,1,,2,,5,,27,,54,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VIRGINIA,2015,13,1,,2,,7,,6,,11,,,-,4,,16,,28,,23,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
PENNSYLVANIA,2015,13,,-,3,,9,,22,,24,,1,,4,,14,,44,,27,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MARYLAND,2015,13,,-,1,,5,,8,,9,,2,,6,,12,,69,,32,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
COLORADO,2015,13,,-,2,,14,,13,,23,,,-,1,,5,,6,,15,,"COLORADO
(38.84384342200008, -106.13360911499996)",
SOUTH DAKOTA,2015,13,,-,1,,4,,5,,4,,,-,6,,29,,12,,246,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
IOWA,2015,13,,-,2,,14,,7,,9,,1,,2,,12,,31,,88,,"IOWA
(42.469401411000035, -93.81648725599996)",
ALASKA,2015,13,,-,0,,0,,,-,,-,1,,0,,1,,2,,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
KENTUCKY,2015,13,,-,1,,7,,7,,11,,2,,7,,30,,118,,14,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MICHIGAN,2015,13,,-,2,,8,,14,,16,,1,,7,,19,,88,,22,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MONTANA,2015,13,,-,1,,4,,7,,3,,,-,0,,7,,6,,3,,"MONTANA
(47.06652795700006, -109.42441587999997)",
OHIO,2015,13,,-,3,,12,,27,,22,,7,,11,,22,,102,,105,,"OHIO
(40.060212455000055, -82.40425667899996)",
MISSOURI,2015,13,,-,3,,14,,19,,26,,,-,29,,63,,172,,29,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
KANSAS,2015,13,,-,1,,7,,11,,7,,,-,1,,5,,12,,8,,"KANSAS
(38.347742794000055, -98.20077822999997)",
ARKANSAS,2015,13,2,,1,,5,,12,,16,,1,,5,,197,,6,,74,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
CALIFORNIA,2015,13,,-,13,,27,,64,,86,,5,,20,,77,,303,,147,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WYOMING,2015,13,,-,0,,4,,4,,2,,,-,0,,8,,,-,40,,"WYOMING
(43.23554100600006, -108.10982701399996)",
CONNECTICUT,2015,13,,-,1,,4,,13,,8,,,-,1,,5,,13,,10,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
UTAH,2015,13,,-,1,,7,,5,,9,,,-,0,,4,,3,,9,,"UTAH
(39.36070123200005, -111.58712831499997)",
UNITED STATES,2015,14,15,,101,,216,,632,,787,,174,,402,,557,,3856,,3141,,,
NEW ENGLAND,2015,14,1,,4,,15,,36,,28,,1,,6,,14,,52,,64,,,
MID. ATLANTIC,2015,14,4,,8,,27,,72,,87,,13,,24,,81,,631,,198,,,
E.N. CENTRAL,2015,14,3,,13,,43,,62,,110,,6,,68,,161,,409,,258,,,
W.N. CENTRAL,2015,14,,-,11,,35,,65,,66,,1,,47,,93,,260,,401,,,
S. ATLANTIC,2015,14,2,,11,,21,,80,,89,,47,,84,,156,,888,,1036,,,
DIST. OF COL.,2015,14,,-,0,,1,,,-,3,,,-,0,,3,,,-,18,,"DIST. OF COL.
",
E.S. CENTRAL,2015,14,1,,4,,16,,31,,38,,10,,36,,62,,306,,351,,,
W.S. CENTRAL,2015,14,1,,14,,84,,93,,166,,87,,77,,252,,801,,466,,,
MOUNTAIN,2015,14,1,,11,,29,,60,,80,,2,,14,,27,,144,,162,,,
PACIFIC,2015,14,2,,19,,67,,133,,123,,7,,25,,78,,365,,205,,,
AMER. SAMOA,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OREGON,2015,14,,-,3,,9,,32,,18,,,-,0,,6,,6,,10,,"OREGON
(44.56745049300008, -120.15502935599994)",
DELAWARE,2015,14,,-,0,,2,,,-,1,,,-,1,,4,,12,,14,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MICHIGAN,2015,14,1,,2,,8,,18,,18,,1,,7,,19,,95,,24,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ARKANSAS,2015,14,,-,1,,5,,13,,21,,2,,5,,197,,8,,79,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
VIRGINIA,2015,14,,-,2,,7,,6,,11,,3,,4,,16,,35,,27,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
GEORGIA,2015,14,,-,2,,8,,14,,15,,6,,18,,39,,208,,178,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
OKLAHOMA,2015,14,,-,2,,12,,6,,8,,7,,2,,41,,88,,11,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW YORK CITY,2015,14,,-,1,,5,,18,,14,,3,,9,,51,,355,,69,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
PENNSYLVANIA,2015,14,1,,3,,9,,26,,26,,,-,4,,14,,45,,30,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ALASKA,2015,14,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
WEST VIRGINIA,2015,14,,-,0,,3,,3,,3,,,-,0,,2,,2,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
TENNESSEE,2015,14,1,,2,,9,,20,,16,,5,,14,,31,,86,,211,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSOURI,2015,14,,-,3,,14,,19,,29,,,-,29,,63,,172,,30,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW HAMPSHIRE,2015,14,,-,0,,2,,6,,3,,,-,0,,2,,,-,5,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
HAWAII,2015,14,,-,0,,5,,11,,2,,,-,0,,4,,9,,6,,"HAWAII
(21.30485232600006, -157.85774798099996)",
LOUISIANA,2015,14,,-,0,,2,,5,,5,,3,,2,,5,,30,,58,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
KANSAS,2015,14,,-,1,,7,,12,,9,,,-,1,,5,,13,,8,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MASSACHUSETTS,2015,14,,-,1,,6,,6,,9,,1,,3,,8,,36,,39,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WISCONSIN,2015,14,,-,2,,13,,3,,27,,,-,6,,20,,45,,21,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
KENTUCKY,2015,14,,-,1,,7,,7,,12,,5,,7,,30,,132,,16,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MARYLAND,2015,14,1,,1,,5,,10,,9,,2,,6,,12,,72,,38,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MISSISSIPPI,2015,14,,-,0,,3,,4,,5,,,-,3,,11,,23,,59,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEBRASKA,2015,14,,-,2,,9,,19,,9,,,-,4,,18,,28,,10,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW JERSEY,2015,14,,-,0,,8,,5,,25,,3,,4,,14,,69,,36,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEVADA,2015,14,1,,1,,5,,5,,4,,,-,0,,6,,9,,7,,"NEVADA
(39.49324221300003, -117.07183885899997)",
